simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
118,AM001,Ecological Monitoring and Threshold Review,3,7.2551,Adaptive Governance Decision-Trigger Framework
118,AM003,Community Knowledge and Early Warning Network,4,7.09152,Adaptive Governance Decision-Trigger Framework
118,AM004,Infrastructure Memory and Maintenance Analytics,5,6.92693,Adaptive Governance Decision-Trigger Framework
118,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.92527,Adaptive Governance Decision-Trigger Framework
119,AM003,Community Knowledge and Early Warning Network,1,7.6868,Community Knowledge and Early Warning Network
119,AM004,Infrastructure Memory and Maintenance Analytics,2,7.38553,Community Knowledge and Early Warning Network
119,AM005,Adaptive Governance Decision-Trigger Framework,3,7.26445,Community Knowledge and Early Warning Network
119,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.225,Community Knowledge and Early Warning Network
119,AM002,Institutional After-Action Learning System,5,7.14059,Community Knowledge and Early Warning Network
119,AM001,Ecological Monitoring and Threshold Review,6,6.96837,Community Knowledge and Early Warning Network
120,AM003,Community Knowledge and Early Warning Network,1,7.71165,Community Knowledge and Early Warning Network
120,AM001,Ecological Monitoring and Threshold Review,2,7.46083,Community Knowledge and Early Warning Network
120,AM005,Adaptive Governance Decision-Trigger Framework,3,7.36383,Community Knowledge and Early Warning Network
120,AM002,Institutional After-Action Learning System,4,7.24278,Community Knowledge and Early Warning Network
120,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.03494,Community Knowledge and Early Warning Network
120,AM004,Infrastructure Memory and Maintenance Analytics,6,7.01028,Community Knowledge and Early Warning Network
121,AM003,Community Knowledge and Early Warning Network,1,7.70683,Community Knowledge and Early Warning Network
121,AM005,Adaptive Governance Decision-Trigger Framework,2,7.60626,Community Knowledge and Early Warning Network
121,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.45317,Community Knowledge and Early Warning Network
121,AM001,Ecological Monitoring and Threshold Review,4,7.16001,Community Knowledge and Early Warning Network
121,AM002,Institutional After-Action Learning System,5,7.13408,Community Knowledge and Early Warning Network
121,AM004,Infrastructure Memory and Maintenance Analytics,6,6.9673,Community Knowledge and Early Warning Network
122,AM003,Community Knowledge and Early Warning Network,1,7.58907,Community Knowledge and Early Warning Network
122,AM002,Institutional After-Action Learning System,2,7.49552,Community Knowledge and Early Warning Network
122,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.2964,Community Knowledge and Early Warning Network
122,AM001,Ecological Monitoring and Threshold Review,4,7.14159,Community Knowledge and Early Warning Network
122,AM005,Adaptive Governance Decision-Trigger Framework,5,7.10938,Community Knowledge and Early Warning Network
122,AM004,Infrastructure Memory and Maintenance Analytics,6,7.02152,Community Knowledge and Early Warning Network
123,AM005,Adaptive Governance Decision-Trigger Framework,1,7.46639,Adaptive Governance Decision-Trigger Framework
123,AM002,Institutional After-Action Learning System,2,7.31198,Adaptive Governance Decision-Trigger Framework
123,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.23113,Adaptive Governance Decision-Trigger Framework
123,AM003,Community Knowledge and Early Warning Network,4,7.22175,Adaptive Governance Decision-Trigger Framework
123,AM001,Ecological Monitoring and Threshold Review,5,7.17097,Adaptive Governance Decision-Trigger Framework
123,AM004,Infrastructure Memory and Maintenance Analytics,6,7.03522,Adaptive Governance Decision-Trigger Framework
124,AM002,Institutional After-Action Learning System,1,7.3416,Institutional After-Action Learning System
124,AM003,Community Knowledge and Early Warning Network,2,7.30659,Institutional After-Action Learning System
124,AM004,Infrastructure Memory and Maintenance Analytics,3,7.21151,Institutional After-Action Learning System
124,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.197,Institutional After-Action Learning System
124,AM005,Adaptive Governance Decision-Trigger Framework,5,6.94723,Institutional After-Action Learning System
124,AM001,Ecological Monitoring and Threshold Review,6,6.89489,Institutional After-Action Learning System
125,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.54636,Safe-to-Fail Climate Adaptation Pilots
125,AM003,Community Knowledge and Early Warning Network,2,7.34531,Safe-to-Fail Climate Adaptation Pilots
125,AM002,Institutional After-Action Learning System,3,7.22033,Safe-to-Fail Climate Adaptation Pilots
125,AM004,Infrastructure Memory and Maintenance Analytics,4,7.08721,Safe-to-Fail Climate Adaptation Pilots
125,AM005,Adaptive Governance Decision-Trigger Framework,5,6.92958,Safe-to-Fail Climate Adaptation Pilots
125,AM001,Ecological Monitoring and Threshold Review,6,6.78281,Safe-to-Fail Climate Adaptation Pilots
126,AM005,Adaptive Governance Decision-Trigger Framework,1,7.87667,Adaptive Governance Decision-Trigger Framework
126,AM002,Institutional After-Action Learning System,2,7.57735,Adaptive Governance Decision-Trigger Framework
126,AM003,Community Knowledge and Early Warning Network,3,7.29972,Adaptive Governance Decision-Trigger Framework
126,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.23637,Adaptive Governance Decision-Trigger Framework
126,AM001,Ecological Monitoring and Threshold Review,5,7.0366,Adaptive Governance Decision-Trigger Framework
126,AM004,Infrastructure Memory and Maintenance Analytics,6,6.7724,Adaptive Governance Decision-Trigger Framework
127,AM003,Community Knowledge and Early Warning Network,1,7.91682,Community Knowledge and Early Warning Network
127,AM005,Adaptive Governance Decision-Trigger Framework,2,7.47869,Community Knowledge and Early Warning Network
127,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.2737,Community Knowledge and Early Warning Network
127,AM001,Ecological Monitoring and Threshold Review,4,7.2687,Community Knowledge and Early Warning Network
127,AM004,Infrastructure Memory and Maintenance Analytics,5,7.14191,Community Knowledge and Early Warning Network
127,AM002,Institutional After-Action Learning System,6,6.97259,Community Knowledge and Early Warning Network
128,AM001,Ecological Monitoring and Threshold Review,1,7.40461,Ecological Monitoring and Threshold Review
128,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.2567,Ecological Monitoring and Threshold Review
128,AM005,Adaptive Governance Decision-Trigger Framework,3,7.20396,Ecological Monitoring and Threshold Review
128,AM003,Community Knowledge and Early Warning Network,4,7.20339,Ecological Monitoring and Threshold Review
128,AM004,Infrastructure Memory and Maintenance Analytics,5,7.19388,Ecological Monitoring and Threshold Review
128,AM002,Institutional After-Action Learning System,6,7.12995,Ecological Monitoring and Threshold Review
129,AM003,Community Knowledge and Early Warning Network,1,7.39433,Community Knowledge and Early Warning Network
129,AM002,Institutional After-Action Learning System,2,7.18818,Community Knowledge and Early Warning Network
129,AM005,Adaptive Governance Decision-Trigger Framework,3,7.15916,Community Knowledge and Early Warning Network
129,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.08677,Community Knowledge and Early Warning Network
129,AM001,Ecological Monitoring and Threshold Review,5,7.07397,Community Knowledge and Early Warning Network
129,AM004,Infrastructure Memory and Maintenance Analytics,6,6.61092,Community Knowledge and Early Warning Network
130,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.5603,Safe-to-Fail Climate Adaptation Pilots
130,AM005,Adaptive Governance Decision-Trigger Framework,2,7.33362,Safe-to-Fail Climate Adaptation Pilots
130,AM004,Infrastructure Memory and Maintenance Analytics,3,7.25978,Safe-to-Fail Climate Adaptation Pilots
130,AM002,Institutional After-Action Learning System,4,7.22378,Safe-to-Fail Climate Adaptation Pilots
130,AM003,Community Knowledge and Early Warning Network,5,7.08546,Safe-to-Fail Climate Adaptation Pilots
130,AM001,Ecological Monitoring and Threshold Review,6,6.95311,Safe-to-Fail Climate Adaptation Pilots
131,AM003,Community Knowledge and Early Warning Network,1,7.78166,Community Knowledge and Early Warning Network
131,AM005,Adaptive Governance Decision-Trigger Framework,2,7.57299,Community Knowledge and Early Warning Network
131,AM002,Institutional After-Action Learning System,3,7.22961,Community Knowledge and Early Warning Network
131,AM001,Ecological Monitoring and Threshold Review,4,7.12627,Community Knowledge and Early Warning Network
131,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.01065,Community Knowledge and Early Warning Network
131,AM004,Infrastructure Memory and Maintenance Analytics,6,6.88764,Community Knowledge and Early Warning Network
132,AM003,Community Knowledge and Early Warning Network,1,7.97727,Community Knowledge and Early Warning Network
132,AM002,Institutional After-Action Learning System,2,7.33298,Community Knowledge and Early Warning Network
132,AM001,Ecological Monitoring and Threshold Review,3,7.21709,Community Knowledge and Early Warning Network
132,AM004,Infrastructure Memory and Maintenance Analytics,4,7.10705,Community Knowledge and Early Warning Network
132,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.05018,Community Knowledge and Early Warning Network
132,AM005,Adaptive Governance Decision-Trigger Framework,6,7.02722,Community Knowledge and Early Warning Network
133,AM003,Community Knowledge and Early Warning Network,1,7.58537,Community Knowledge and Early Warning Network
133,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.38704,Community Knowledge and Early Warning Network
133,AM001,Ecological Monitoring and Threshold Review,3,7.37803,Community Knowledge and Early Warning Network
133,AM002,Institutional After-Action Learning System,4,7.21815,Community Knowledge and Early Warning Network
133,AM005,Adaptive Governance Decision-Trigger Framework,5,7.21567,Community Knowledge and Early Warning Network
133,AM004,Infrastructure Memory and Maintenance Analytics,6,7.13306,Community Knowledge and Early Warning Network
134,AM003,Community Knowledge and Early Warning Network,1,7.40931,Community Knowledge and Early Warning Network
134,AM001,Ecological Monitoring and Threshold Review,2,7.20625,Community Knowledge and Early Warning Network
134,AM005,Adaptive Governance Decision-Trigger Framework,3,7.1716,Community Knowledge and Early Warning Network
134,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.02746,Community Knowledge and Early Warning Network
134,AM002,Institutional After-Action Learning System,5,6.95551,Community Knowledge and Early Warning Network
134,AM004,Infrastructure Memory and Maintenance Analytics,6,6.95154,Community Knowledge and Early Warning Network
135,AM001,Ecological Monitoring and Threshold Review,1,7.80531,Ecological Monitoring and Threshold Review
135,AM005,Adaptive Governance Decision-Trigger Framework,2,7.46699,Ecological Monitoring and Threshold Review
135,AM004,Infrastructure Memory and Maintenance Analytics,3,7.44963,Ecological Monitoring and Threshold Review
135,AM003,Community Knowledge and Early Warning Network,4,7.43036,Ecological Monitoring and Threshold Review
135,AM002,Institutional After-Action Learning System,5,6.90777,Ecological Monitoring and Threshold Review
135,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.81695,Ecological Monitoring and Threshold Review
136,AM005,Adaptive Governance Decision-Trigger Framework,1,7.55823,Adaptive Governance Decision-Trigger Framework
136,AM002,Institutional After-Action Learning System,2,7.46814,Adaptive Governance Decision-Trigger Framework
136,AM003,Community Knowledge and Early Warning Network,3,7.3739,Adaptive Governance Decision-Trigger Framework
136,AM001,Ecological Monitoring and Threshold Review,4,7.15654,Adaptive Governance Decision-Trigger Framework
136,AM004,Infrastructure Memory and Maintenance Analytics,5,7.00936,Adaptive Governance Decision-Trigger Framework
136,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.9829,Adaptive Governance Decision-Trigger Framework
137,AM005,Adaptive Governance Decision-Trigger Framework,1,7.473,Adaptive Governance Decision-Trigger Framework
137,AM001,Ecological Monitoring and Threshold Review,2,7.34562,Adaptive Governance Decision-Trigger Framework
137,AM003,Community Knowledge and Early Warning Network,3,7.20705,Adaptive Governance Decision-Trigger Framework
137,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.19887,Adaptive Governance Decision-Trigger Framework
137,AM004,Infrastructure Memory and Maintenance Analytics,5,7.11381,Adaptive Governance Decision-Trigger Framework
137,AM002,Institutional After-Action Learning System,6,7.04743,Adaptive Governance Decision-Trigger Framework
138,AM004,Infrastructure Memory and Maintenance Analytics,1,7.65566,Infrastructure Memory and Maintenance Analytics
138,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.30397,Infrastructure Memory and Maintenance Analytics
138,AM005,Adaptive Governance Decision-Trigger Framework,3,7.29957,Infrastructure Memory and Maintenance Analytics
138,AM002,Institutional After-Action Learning System,4,7.2779,Infrastructure Memory and Maintenance Analytics
138,AM003,Community Knowledge and Early Warning Network,5,7.17497,Infrastructure Memory and Maintenance Analytics
