simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
144,SS002,Workforce Depth and Recovery Time,5,7.06141,Critical Operations Redundancy
144,SS005,Supplier and Partner Optionality,6,6.86207,Critical Operations Redundancy
145,SS004,Knowledge Architecture and Institutional Memory,1,7.51427,Knowledge Architecture and Institutional Memory
145,SS006,Adaptive Governance and Emergency Decision Space,2,7.47513,Knowledge Architecture and Institutional Memory
145,SS002,Workforce Depth and Recovery Time,3,7.40263,Knowledge Architecture and Institutional Memory
145,SS003,Critical Operations Redundancy,4,7.25633,Knowledge Architecture and Institutional Memory
145,SS005,Supplier and Partner Optionality,5,7.24925,Knowledge Architecture and Institutional Memory
145,SS001,Cash Reserves and Liquidity Buffer,6,6.68908,Knowledge Architecture and Institutional Memory
146,SS003,Critical Operations Redundancy,1,7.35335,Critical Operations Redundancy
146,SS002,Workforce Depth and Recovery Time,2,7.25971,Critical Operations Redundancy
146,SS005,Supplier and Partner Optionality,3,7.24758,Critical Operations Redundancy
146,SS004,Knowledge Architecture and Institutional Memory,4,7.23385,Critical Operations Redundancy
146,SS006,Adaptive Governance and Emergency Decision Space,5,6.97206,Critical Operations Redundancy
146,SS001,Cash Reserves and Liquidity Buffer,6,6.78331,Critical Operations Redundancy
147,SS005,Supplier and Partner Optionality,1,7.33261,Supplier and Partner Optionality
147,SS006,Adaptive Governance and Emergency Decision Space,2,7.32753,Supplier and Partner Optionality
147,SS004,Knowledge Architecture and Institutional Memory,3,7.28234,Supplier and Partner Optionality
147,SS002,Workforce Depth and Recovery Time,4,7.00838,Supplier and Partner Optionality
147,SS003,Critical Operations Redundancy,5,6.93748,Supplier and Partner Optionality
147,SS001,Cash Reserves and Liquidity Buffer,6,6.7278,Supplier and Partner Optionality
148,SS005,Supplier and Partner Optionality,1,7.62088,Supplier and Partner Optionality
148,SS004,Knowledge Architecture and Institutional Memory,2,7.56899,Supplier and Partner Optionality
148,SS006,Adaptive Governance and Emergency Decision Space,3,7.47434,Supplier and Partner Optionality
148,SS002,Workforce Depth and Recovery Time,4,7.41814,Supplier and Partner Optionality
148,SS003,Critical Operations Redundancy,5,7.32543,Supplier and Partner Optionality
148,SS001,Cash Reserves and Liquidity Buffer,6,7.10513,Supplier and Partner Optionality
149,SS002,Workforce Depth and Recovery Time,1,7.832,Workforce Depth and Recovery Time
149,SS006,Adaptive Governance and Emergency Decision Space,2,7.63364,Workforce Depth and Recovery Time
149,SS005,Supplier and Partner Optionality,3,7.46973,Workforce Depth and Recovery Time
149,SS004,Knowledge Architecture and Institutional Memory,4,7.25898,Workforce Depth and Recovery Time
149,SS003,Critical Operations Redundancy,5,6.98005,Workforce Depth and Recovery Time
149,SS001,Cash Reserves and Liquidity Buffer,6,6.69618,Workforce Depth and Recovery Time
150,SS006,Adaptive Governance and Emergency Decision Space,1,7.36427,Adaptive Governance and Emergency Decision Space
150,SS005,Supplier and Partner Optionality,2,7.33303,Adaptive Governance and Emergency Decision Space
150,SS002,Workforce Depth and Recovery Time,3,7.27505,Adaptive Governance and Emergency Decision Space
150,SS004,Knowledge Architecture and Institutional Memory,4,7.15856,Adaptive Governance and Emergency Decision Space
150,SS003,Critical Operations Redundancy,5,7.01514,Adaptive Governance and Emergency Decision Space
150,SS001,Cash Reserves and Liquidity Buffer,6,6.82958,Adaptive Governance and Emergency Decision Space
151,SS002,Workforce Depth and Recovery Time,1,7.63621,Workforce Depth and Recovery Time
151,SS006,Adaptive Governance and Emergency Decision Space,2,7.63204,Workforce Depth and Recovery Time
151,SS003,Critical Operations Redundancy,3,7.27048,Workforce Depth and Recovery Time
151,SS004,Knowledge Architecture and Institutional Memory,4,7.08272,Workforce Depth and Recovery Time
151,SS005,Supplier and Partner Optionality,5,6.95305,Workforce Depth and Recovery Time
151,SS001,Cash Reserves and Liquidity Buffer,6,6.85786,Workforce Depth and Recovery Time
152,SS006,Adaptive Governance and Emergency Decision Space,1,7.55653,Adaptive Governance and Emergency Decision Space
152,SS004,Knowledge Architecture and Institutional Memory,2,7.49827,Adaptive Governance and Emergency Decision Space
152,SS003,Critical Operations Redundancy,3,7.47672,Adaptive Governance and Emergency Decision Space
152,SS002,Workforce Depth and Recovery Time,4,7.05896,Adaptive Governance and Emergency Decision Space
152,SS005,Supplier and Partner Optionality,5,7.01827,Adaptive Governance and Emergency Decision Space
152,SS001,Cash Reserves and Liquidity Buffer,6,6.96741,Adaptive Governance and Emergency Decision Space
153,SS006,Adaptive Governance and Emergency Decision Space,1,7.62946,Adaptive Governance and Emergency Decision Space
153,SS002,Workforce Depth and Recovery Time,2,7.56993,Adaptive Governance and Emergency Decision Space
153,SS004,Knowledge Architecture and Institutional Memory,3,7.52603,Adaptive Governance and Emergency Decision Space
153,SS005,Supplier and Partner Optionality,4,7.52411,Adaptive Governance and Emergency Decision Space
153,SS003,Critical Operations Redundancy,5,7.00843,Adaptive Governance and Emergency Decision Space
153,SS001,Cash Reserves and Liquidity Buffer,6,6.77908,Adaptive Governance and Emergency Decision Space
154,SS002,Workforce Depth and Recovery Time,1,7.65831,Workforce Depth and Recovery Time
154,SS004,Knowledge Architecture and Institutional Memory,2,7.65304,Workforce Depth and Recovery Time
154,SS005,Supplier and Partner Optionality,3,7.5389,Workforce Depth and Recovery Time
154,SS006,Adaptive Governance and Emergency Decision Space,4,7.40133,Workforce Depth and Recovery Time
154,SS003,Critical Operations Redundancy,5,7.34386,Workforce Depth and Recovery Time
154,SS001,Cash Reserves and Liquidity Buffer,6,6.86072,Workforce Depth and Recovery Time
155,SS005,Supplier and Partner Optionality,1,7.64168,Supplier and Partner Optionality
155,SS006,Adaptive Governance and Emergency Decision Space,2,7.47274,Supplier and Partner Optionality
155,SS004,Knowledge Architecture and Institutional Memory,3,7.44889,Supplier and Partner Optionality
155,SS003,Critical Operations Redundancy,4,7.35838,Supplier and Partner Optionality
155,SS001,Cash Reserves and Liquidity Buffer,5,7.29116,Supplier and Partner Optionality
155,SS002,Workforce Depth and Recovery Time,6,7.13712,Supplier and Partner Optionality
156,SS006,Adaptive Governance and Emergency Decision Space,1,7.36073,Adaptive Governance and Emergency Decision Space
156,SS003,Critical Operations Redundancy,2,7.32285,Adaptive Governance and Emergency Decision Space
156,SS002,Workforce Depth and Recovery Time,3,7.3125,Adaptive Governance and Emergency Decision Space
156,SS001,Cash Reserves and Liquidity Buffer,4,7.21129,Adaptive Governance and Emergency Decision Space
156,SS005,Supplier and Partner Optionality,5,7.11391,Adaptive Governance and Emergency Decision Space
156,SS004,Knowledge Architecture and Institutional Memory,6,6.98883,Adaptive Governance and Emergency Decision Space
157,SS004,Knowledge Architecture and Institutional Memory,1,7.63942,Knowledge Architecture and Institutional Memory
157,SS006,Adaptive Governance and Emergency Decision Space,2,7.5648,Knowledge Architecture and Institutional Memory
157,SS005,Supplier and Partner Optionality,3,7.35507,Knowledge Architecture and Institutional Memory
157,SS003,Critical Operations Redundancy,4,7.22892,Knowledge Architecture and Institutional Memory
157,SS002,Workforce Depth and Recovery Time,5,7.16315,Knowledge Architecture and Institutional Memory
157,SS001,Cash Reserves and Liquidity Buffer,6,7.01471,Knowledge Architecture and Institutional Memory
158,SS006,Adaptive Governance and Emergency Decision Space,1,7.57593,Adaptive Governance and Emergency Decision Space
158,SS002,Workforce Depth and Recovery Time,2,7.53367,Adaptive Governance and Emergency Decision Space
158,SS005,Supplier and Partner Optionality,3,7.51337,Adaptive Governance and Emergency Decision Space
158,SS004,Knowledge Architecture and Institutional Memory,4,7.49681,Adaptive Governance and Emergency Decision Space
158,SS003,Critical Operations Redundancy,5,7.34877,Adaptive Governance and Emergency Decision Space
158,SS001,Cash Reserves and Liquidity Buffer,6,6.82144,Adaptive Governance and Emergency Decision Space
159,SS003,Critical Operations Redundancy,1,7.59936,Critical Operations Redundancy
159,SS006,Adaptive Governance and Emergency Decision Space,2,7.5698,Critical Operations Redundancy
159,SS005,Supplier and Partner Optionality,3,7.48507,Critical Operations Redundancy
159,SS002,Workforce Depth and Recovery Time,4,7.48239,Critical Operations Redundancy
159,SS004,Knowledge Architecture and Institutional Memory,5,7.24086,Critical Operations Redundancy
159,SS001,Cash Reserves and Liquidity Buffer,6,6.74395,Critical Operations Redundancy
160,SS003,Critical Operations Redundancy,1,7.54369,Critical Operations Redundancy
160,SS006,Adaptive Governance and Emergency Decision Space,2,7.35082,Critical Operations Redundancy
160,SS005,Supplier and Partner Optionality,3,7.32955,Critical Operations Redundancy
160,SS002,Workforce Depth and Recovery Time,4,7.2305,Critical Operations Redundancy
160,SS001,Cash Reserves and Liquidity Buffer,5,7.12686,Critical Operations Redundancy
160,SS004,Knowledge Architecture and Institutional Memory,6,7.05752,Critical Operations Redundancy
161,SS006,Adaptive Governance and Emergency Decision Space,1,7.52391,Adaptive Governance and Emergency Decision Space
161,SS004,Knowledge Architecture and Institutional Memory,2,7.40089,Adaptive Governance and Emergency Decision Space
161,SS005,Supplier and Partner Optionality,3,7.36852,Adaptive Governance and Emergency Decision Space
161,SS003,Critical Operations Redundancy,4,7.35935,Adaptive Governance and Emergency Decision Space
161,SS002,Workforce Depth and Recovery Time,5,7.34414,Adaptive Governance and Emergency Decision Space
161,SS001,Cash Reserves and Liquidity Buffer,6,7.01729,Adaptive Governance and Emergency Decision Space
162,SS004,Knowledge Architecture and Institutional Memory,1,7.60863,Knowledge Architecture and Institutional Memory
162,SS006,Adaptive Governance and Emergency Decision Space,2,7.49437,Knowledge Architecture and Institutional Memory
162,SS002,Workforce Depth and Recovery Time,3,7.48519,Knowledge Architecture and Institutional Memory
162,SS005,Supplier and Partner Optionality,4,7.37822,Knowledge Architecture and Institutional Memory
162,SS003,Critical Operations Redundancy,5,7.19528,Knowledge Architecture and Institutional Memory
162,SS001,Cash Reserves and Liquidity Buffer,6,6.72941,Knowledge Architecture and Institutional Memory
163,SS005,Supplier and Partner Optionality,1,7.74229,Supplier and Partner Optionality
163,SS004,Knowledge Architecture and Institutional Memory,2,7.59982,Supplier and Partner Optionality
163,SS002,Workforce Depth and Recovery Time,3,7.46078,Supplier and Partner Optionality
163,SS003,Critical Operations Redundancy,4,7.32173,Supplier and Partner Optionality
163,SS006,Adaptive Governance and Emergency Decision Space,5,7.3146,Supplier and Partner Optionality
163,SS001,Cash Reserves and Liquidity Buffer,6,6.92463,Supplier and Partner Optionality
164,SS005,Supplier and Partner Optionality,1,7.58522,Supplier and Partner Optionality
164,SS006,Adaptive Governance and Emergency Decision Space,2,7.41481,Supplier and Partner Optionality
164,SS004,Knowledge Architecture and Institutional Memory,3,7.37669,Supplier and Partner Optionality
164,SS002,Workforce Depth and Recovery Time,4,7.24863,Supplier and Partner Optionality
164,SS003,Critical Operations Redundancy,5,7.04538,Supplier and Partner Optionality
164,SS001,Cash Reserves and Liquidity Buffer,6,6.86395,Supplier and Partner Optionality
165,SS006,Adaptive Governance and Emergency Decision Space,1,7.51344,Adaptive Governance and Emergency Decision Space
165,SS005,Supplier and Partner Optionality,2,7.33219,Adaptive Governance and Emergency Decision Space
165,SS002,Workforce Depth and Recovery Time,3,7.2772,Adaptive Governance and Emergency Decision Space
165,SS004,Knowledge Architecture and Institutional Memory,4,7.20806,Adaptive Governance and Emergency Decision Space
165,SS003,Critical Operations Redundancy,5,6.98915,Adaptive Governance and Emergency Decision Space
165,SS001,Cash Reserves and Liquidity Buffer,6,6.86312,Adaptive Governance and Emergency Decision Space
166,SS006,Adaptive Governance and Emergency Decision Space,1,7.40798,Adaptive Governance and Emergency Decision Space
166,SS004,Knowledge Architecture and Institutional Memory,2,7.40477,Adaptive Governance and Emergency Decision Space
166,SS002,Workforce Depth and Recovery Time,3,7.3364,Adaptive Governance and Emergency Decision Space
166,SS003,Critical Operations Redundancy,4,7.31961,Adaptive Governance and Emergency Decision Space
166,SS005,Supplier and Partner Optionality,5,7.14414,Adaptive Governance and Emergency Decision Space
166,SS001,Cash Reserves and Liquidity Buffer,6,7.13273,Adaptive Governance and Emergency Decision Space
167,SS005,Supplier and Partner Optionality,1,7.50635,Supplier and Partner Optionality
167,SS006,Adaptive Governance and Emergency Decision Space,2,7.43424,Supplier and Partner Optionality
167,SS004,Knowledge Architecture and Institutional Memory,3,7.37625,Supplier and Partner Optionality
167,SS002,Workforce Depth and Recovery Time,4,7.35641,Supplier and Partner Optionality
167,SS003,Critical Operations Redundancy,5,7.17342,Supplier and Partner Optionality
167,SS001,Cash Reserves and Liquidity Buffer,6,7.0723,Supplier and Partner Optionality
168,SS002,Workforce Depth and Recovery Time,1,7.4588,Workforce Depth and Recovery Time
