simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
1025,AG003,Community Knowledge Co-Production Platform,2,8.33368,Equity Accountability and Rights Safeguard
1025,AG006,Responsible Policy Experimentation Portfolio,3,8.32306,Equity Accountability and Rights Safeguard
1025,AG004,Monitoring Feedback and Learning System,4,8.32043,Equity Accountability and Rights Safeguard
1025,AG001,Adaptive Pathways and Decision Triggers,5,8.18439,Equity Accountability and Rights Safeguard
1025,AG002,Polycentric Cross-Scale Coordination Forum,6,7.70266,Equity Accountability and Rights Safeguard
1026,AG001,Adaptive Pathways and Decision Triggers,1,8.4995,Adaptive Pathways and Decision Triggers
1026,AG006,Responsible Policy Experimentation Portfolio,2,8.41782,Adaptive Pathways and Decision Triggers
1026,AG004,Monitoring Feedback and Learning System,3,8.31873,Adaptive Pathways and Decision Triggers
1026,AG005,Equity Accountability and Rights Safeguard,4,8.20361,Adaptive Pathways and Decision Triggers
1026,AG002,Polycentric Cross-Scale Coordination Forum,5,8.08533,Adaptive Pathways and Decision Triggers
1026,AG003,Community Knowledge Co-Production Platform,6,8.01352,Adaptive Pathways and Decision Triggers
1027,AG003,Community Knowledge Co-Production Platform,1,8.37213,Community Knowledge Co-Production Platform
1027,AG001,Adaptive Pathways and Decision Triggers,2,8.24123,Community Knowledge Co-Production Platform
1027,AG004,Monitoring Feedback and Learning System,3,8.19741,Community Knowledge Co-Production Platform
1027,AG006,Responsible Policy Experimentation Portfolio,4,8.18393,Community Knowledge Co-Production Platform
1027,AG005,Equity Accountability and Rights Safeguard,5,8.12331,Community Knowledge Co-Production Platform
1027,AG002,Polycentric Cross-Scale Coordination Forum,6,7.7249,Community Knowledge Co-Production Platform
1028,AG003,Community Knowledge Co-Production Platform,1,8.5343,Community Knowledge Co-Production Platform
1028,AG005,Equity Accountability and Rights Safeguard,2,8.30026,Community Knowledge Co-Production Platform
1028,AG001,Adaptive Pathways and Decision Triggers,3,8.25809,Community Knowledge Co-Production Platform
1028,AG006,Responsible Policy Experimentation Portfolio,4,8.13552,Community Knowledge Co-Production Platform
1028,AG004,Monitoring Feedback and Learning System,5,8.11882,Community Knowledge Co-Production Platform
1028,AG002,Polycentric Cross-Scale Coordination Forum,6,7.92742,Community Knowledge Co-Production Platform
1029,AG003,Community Knowledge Co-Production Platform,1,8.62677,Community Knowledge Co-Production Platform
1029,AG005,Equity Accountability and Rights Safeguard,2,8.54419,Community Knowledge Co-Production Platform
1029,AG004,Monitoring Feedback and Learning System,3,8.41611,Community Knowledge Co-Production Platform
1029,AG006,Responsible Policy Experimentation Portfolio,4,8.39149,Community Knowledge Co-Production Platform
1029,AG001,Adaptive Pathways and Decision Triggers,5,8.3083,Community Knowledge Co-Production Platform
1029,AG002,Polycentric Cross-Scale Coordination Forum,6,8.05481,Community Knowledge Co-Production Platform
1030,AG004,Monitoring Feedback and Learning System,1,8.60185,Monitoring Feedback and Learning System
1030,AG001,Adaptive Pathways and Decision Triggers,2,8.51024,Monitoring Feedback and Learning System
1030,AG005,Equity Accountability and Rights Safeguard,3,8.21354,Monitoring Feedback and Learning System
1030,AG006,Responsible Policy Experimentation Portfolio,4,8.09227,Monitoring Feedback and Learning System
1030,AG003,Community Knowledge Co-Production Platform,5,8.0293,Monitoring Feedback and Learning System
1030,AG002,Polycentric Cross-Scale Coordination Forum,6,7.95366,Monitoring Feedback and Learning System
1031,AG004,Monitoring Feedback and Learning System,1,8.70646,Monitoring Feedback and Learning System
1031,AG005,Equity Accountability and Rights Safeguard,2,8.48625,Monitoring Feedback and Learning System
1031,AG001,Adaptive Pathways and Decision Triggers,3,8.36215,Monitoring Feedback and Learning System
1031,AG002,Polycentric Cross-Scale Coordination Forum,4,8.35288,Monitoring Feedback and Learning System
1031,AG003,Community Knowledge Co-Production Platform,5,8.15635,Monitoring Feedback and Learning System
1031,AG006,Responsible Policy Experimentation Portfolio,6,7.86125,Monitoring Feedback and Learning System
1032,AG004,Monitoring Feedback and Learning System,1,8.34881,Monitoring Feedback and Learning System
1032,AG005,Equity Accountability and Rights Safeguard,2,8.27635,Monitoring Feedback and Learning System
1032,AG002,Polycentric Cross-Scale Coordination Forum,3,8.2745,Monitoring Feedback and Learning System
1032,AG003,Community Knowledge Co-Production Platform,4,8.25287,Monitoring Feedback and Learning System
1032,AG001,Adaptive Pathways and Decision Triggers,5,8.06405,Monitoring Feedback and Learning System
1032,AG006,Responsible Policy Experimentation Portfolio,6,7.8404,Monitoring Feedback and Learning System
1033,AG005,Equity Accountability and Rights Safeguard,1,8.52888,Equity Accountability and Rights Safeguard
1033,AG004,Monitoring Feedback and Learning System,2,8.40363,Equity Accountability and Rights Safeguard
1033,AG003,Community Knowledge Co-Production Platform,3,8.16087,Equity Accountability and Rights Safeguard
1033,AG002,Polycentric Cross-Scale Coordination Forum,4,8.09247,Equity Accountability and Rights Safeguard
1033,AG006,Responsible Policy Experimentation Portfolio,5,7.86368,Equity Accountability and Rights Safeguard
1033,AG001,Adaptive Pathways and Decision Triggers,6,7.86277,Equity Accountability and Rights Safeguard
1034,AG004,Monitoring Feedback and Learning System,1,8.76228,Monitoring Feedback and Learning System
1034,AG005,Equity Accountability and Rights Safeguard,2,8.24942,Monitoring Feedback and Learning System
1034,AG002,Polycentric Cross-Scale Coordination Forum,3,8.2327,Monitoring Feedback and Learning System
1034,AG001,Adaptive Pathways and Decision Triggers,4,8.20277,Monitoring Feedback and Learning System
1034,AG003,Community Knowledge Co-Production Platform,5,8.19631,Monitoring Feedback and Learning System
1034,AG006,Responsible Policy Experimentation Portfolio,6,8.06652,Monitoring Feedback and Learning System
1035,AG005,Equity Accountability and Rights Safeguard,1,8.56175,Equity Accountability and Rights Safeguard
1035,AG003,Community Knowledge Co-Production Platform,2,8.54687,Equity Accountability and Rights Safeguard
1035,AG002,Polycentric Cross-Scale Coordination Forum,3,8.37257,Equity Accountability and Rights Safeguard
1035,AG001,Adaptive Pathways and Decision Triggers,4,8.18461,Equity Accountability and Rights Safeguard
1035,AG004,Monitoring Feedback and Learning System,5,8.18396,Equity Accountability and Rights Safeguard
1035,AG006,Responsible Policy Experimentation Portfolio,6,7.62566,Equity Accountability and Rights Safeguard
1036,AG005,Equity Accountability and Rights Safeguard,1,8.36373,Equity Accountability and Rights Safeguard
1036,AG004,Monitoring Feedback and Learning System,2,8.26985,Equity Accountability and Rights Safeguard
1036,AG003,Community Knowledge Co-Production Platform,3,8.12028,Equity Accountability and Rights Safeguard
1036,AG006,Responsible Policy Experimentation Portfolio,4,7.94489,Equity Accountability and Rights Safeguard
1036,AG001,Adaptive Pathways and Decision Triggers,5,7.90278,Equity Accountability and Rights Safeguard
1036,AG002,Polycentric Cross-Scale Coordination Forum,6,7.79473,Equity Accountability and Rights Safeguard
1037,AG005,Equity Accountability and Rights Safeguard,1,8.64293,Equity Accountability and Rights Safeguard
1037,AG002,Polycentric Cross-Scale Coordination Forum,2,8.4772,Equity Accountability and Rights Safeguard
1037,AG006,Responsible Policy Experimentation Portfolio,3,8.10642,Equity Accountability and Rights Safeguard
1037,AG003,Community Knowledge Co-Production Platform,4,8.09931,Equity Accountability and Rights Safeguard
1037,AG004,Monitoring Feedback and Learning System,5,8.07701,Equity Accountability and Rights Safeguard
1037,AG001,Adaptive Pathways and Decision Triggers,6,7.78334,Equity Accountability and Rights Safeguard
1038,AG004,Monitoring Feedback and Learning System,1,8.4092,Monitoring Feedback and Learning System
1038,AG003,Community Knowledge Co-Production Platform,2,8.38434,Monitoring Feedback and Learning System
1038,AG005,Equity Accountability and Rights Safeguard,3,8.32901,Monitoring Feedback and Learning System
1038,AG006,Responsible Policy Experimentation Portfolio,4,8.04922,Monitoring Feedback and Learning System
1038,AG001,Adaptive Pathways and Decision Triggers,5,7.88384,Monitoring Feedback and Learning System
1038,AG002,Polycentric Cross-Scale Coordination Forum,6,7.86441,Monitoring Feedback and Learning System
1039,AG003,Community Knowledge Co-Production Platform,1,8.62682,Community Knowledge Co-Production Platform
1039,AG006,Responsible Policy Experimentation Portfolio,2,8.42127,Community Knowledge Co-Production Platform
1039,AG004,Monitoring Feedback and Learning System,3,8.28546,Community Knowledge Co-Production Platform
1039,AG002,Polycentric Cross-Scale Coordination Forum,4,8.25382,Community Knowledge Co-Production Platform
1039,AG001,Adaptive Pathways and Decision Triggers,5,8.24679,Community Knowledge Co-Production Platform
1039,AG005,Equity Accountability and Rights Safeguard,6,8.19017,Community Knowledge Co-Production Platform
1040,AG005,Equity Accountability and Rights Safeguard,1,8.47059,Equity Accountability and Rights Safeguard
1040,AG003,Community Knowledge Co-Production Platform,2,8.33101,Equity Accountability and Rights Safeguard
1040,AG004,Monitoring Feedback and Learning System,3,8.32773,Equity Accountability and Rights Safeguard
1040,AG002,Polycentric Cross-Scale Coordination Forum,4,8.18073,Equity Accountability and Rights Safeguard
1040,AG001,Adaptive Pathways and Decision Triggers,5,8.09531,Equity Accountability and Rights Safeguard
1040,AG006,Responsible Policy Experimentation Portfolio,6,7.84963,Equity Accountability and Rights Safeguard
1041,AG005,Equity Accountability and Rights Safeguard,1,8.74004,Equity Accountability and Rights Safeguard
1041,AG003,Community Knowledge Co-Production Platform,2,8.4781,Equity Accountability and Rights Safeguard
1041,AG001,Adaptive Pathways and Decision Triggers,3,8.44804,Equity Accountability and Rights Safeguard
1041,AG006,Responsible Policy Experimentation Portfolio,4,8.32594,Equity Accountability and Rights Safeguard
1041,AG004,Monitoring Feedback and Learning System,5,8.13738,Equity Accountability and Rights Safeguard
1041,AG002,Polycentric Cross-Scale Coordination Forum,6,7.98211,Equity Accountability and Rights Safeguard
1042,AG004,Monitoring Feedback and Learning System,1,8.4434,Monitoring Feedback and Learning System
1042,AG003,Community Knowledge Co-Production Platform,2,8.43907,Monitoring Feedback and Learning System
1042,AG001,Adaptive Pathways and Decision Triggers,3,8.3593,Monitoring Feedback and Learning System
1042,AG005,Equity Accountability and Rights Safeguard,4,8.14264,Monitoring Feedback and Learning System
1042,AG002,Polycentric Cross-Scale Coordination Forum,5,7.89696,Monitoring Feedback and Learning System
1042,AG006,Responsible Policy Experimentation Portfolio,6,7.64001,Monitoring Feedback and Learning System
1043,AG003,Community Knowledge Co-Production Platform,1,8.65687,Community Knowledge Co-Production Platform
1043,AG004,Monitoring Feedback and Learning System,2,8.09275,Community Knowledge Co-Production Platform
1043,AG002,Polycentric Cross-Scale Coordination Forum,3,8.05098,Community Knowledge Co-Production Platform
1043,AG005,Equity Accountability and Rights Safeguard,4,7.99135,Community Knowledge Co-Production Platform
1043,AG001,Adaptive Pathways and Decision Triggers,5,7.97411,Community Knowledge Co-Production Platform
1043,AG006,Responsible Policy Experimentation Portfolio,6,7.93765,Community Knowledge Co-Production Platform
1044,AG005,Equity Accountability and Rights Safeguard,1,8.69856,Equity Accountability and Rights Safeguard
1044,AG003,Community Knowledge Co-Production Platform,2,8.44118,Equity Accountability and Rights Safeguard
1044,AG004,Monitoring Feedback and Learning System,3,8.34813,Equity Accountability and Rights Safeguard
1044,AG001,Adaptive Pathways and Decision Triggers,4,8.23715,Equity Accountability and Rights Safeguard
1044,AG006,Responsible Policy Experimentation Portfolio,5,7.95973,Equity Accountability and Rights Safeguard
1044,AG002,Polycentric Cross-Scale Coordination Forum,6,7.86053,Equity Accountability and Rights Safeguard
1045,AG001,Adaptive Pathways and Decision Triggers,1,8.69661,Adaptive Pathways and Decision Triggers
1045,AG003,Community Knowledge Co-Production Platform,2,8.42445,Adaptive Pathways and Decision Triggers
1045,AG005,Equity Accountability and Rights Safeguard,3,8.26334,Adaptive Pathways and Decision Triggers
1045,AG002,Polycentric Cross-Scale Coordination Forum,4,8.22956,Adaptive Pathways and Decision Triggers
1045,AG004,Monitoring Feedback and Learning System,5,8.18907,Adaptive Pathways and Decision Triggers
1045,AG006,Responsible Policy Experimentation Portfolio,6,7.86314,Adaptive Pathways and Decision Triggers
1046,AG001,Adaptive Pathways and Decision Triggers,1,8.3367,Adaptive Pathways and Decision Triggers
1046,AG005,Equity Accountability and Rights Safeguard,2,8.31679,Adaptive Pathways and Decision Triggers
1046,AG006,Responsible Policy Experimentation Portfolio,3,8.31102,Adaptive Pathways and Decision Triggers
1046,AG003,Community Knowledge Co-Production Platform,4,8.30168,Adaptive Pathways and Decision Triggers
1046,AG004,Monitoring Feedback and Learning System,5,8.25859,Adaptive Pathways and Decision Triggers
1046,AG002,Polycentric Cross-Scale Coordination Forum,6,7.98268,Adaptive Pathways and Decision Triggers
