simulation_id,strategy_id,strategy,rank,adjusted_value,abandonment_risk
215,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.09327,0.49987
215,ROA003,Community-Led Cooling and Care Network,5,6.80714,0.67304
215,ROA004,Flood Defense for High-Value Assets,6,3.11564,2.76799
215,ROA001,Household Preparedness Campaign,7,1.1395,3.48049
215,ROA007,Risk Mapping Dashboard Without Funding,8,-0.63167,4.46368
216,ROA006,Drainage Repair and Social Protection Package,1,7.86319,0.30907
216,ROA005,Managed Retreat with Long-Term Support,2,7.66787,0.40189
216,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.27892,0.46965
216,ROA002,Public Housing Climate Retrofit,4,6.65642,0.63154
216,ROA003,Community-Led Cooling and Care Network,5,6.60687,0.85699
216,ROA004,Flood Defense for High-Value Assets,6,2.63916,3.10535
216,ROA007,Risk Mapping Dashboard Without Funding,7,-0.79715,4.6154
216,ROA001,Household Preparedness Campaign,8,-0.8225,4.56509
217,ROA006,Drainage Repair and Social Protection Package,1,7.89946,0.36632
217,ROA005,Managed Retreat with Long-Term Support,2,7.75827,0.46678
217,ROA002,Public Housing Climate Retrofit,3,7.54821,0.42221
217,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.87483,0.52685
217,ROA003,Community-Led Cooling and Care Network,5,6.76008,0.53203
217,ROA004,Flood Defense for High-Value Assets,6,2.77621,2.87678
217,ROA001,Household Preparedness Campaign,7,-0.47809,4.37764
217,ROA007,Risk Mapping Dashboard Without Funding,8,-1.52521,4.89348
218,ROA006,Drainage Repair and Social Protection Package,1,7.57702,0.42122
218,ROA005,Managed Retreat with Long-Term Support,2,7.55908,0.30419
218,ROA002,Public Housing Climate Retrofit,3,7.51529,0.39281
218,ROA003,Community-Led Cooling and Care Network,4,6.78375,0.56494
218,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.72515,0.72654
218,ROA004,Flood Defense for High-Value Assets,6,3.03908,2.93053
218,ROA001,Household Preparedness Campaign,7,-0.30713,4.29138
218,ROA007,Risk Mapping Dashboard Without Funding,8,-0.98056,4.61441
219,ROA006,Drainage Repair and Social Protection Package,1,8.07883,0.29777
219,ROA005,Managed Retreat with Long-Term Support,2,7.59936,0.46487
219,ROA002,Public Housing Climate Retrofit,3,7.25678,0.43075
219,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.1101,0.52548
219,ROA003,Community-Led Cooling and Care Network,5,6.01151,0.93808
219,ROA004,Flood Defense for High-Value Assets,6,2.34843,3.16706
219,ROA001,Household Preparedness Campaign,7,-0.5175,4.47239
219,ROA007,Risk Mapping Dashboard Without Funding,8,-1.41764,4.77194
220,ROA006,Drainage Repair and Social Protection Package,1,7.95936,0.40697
220,ROA002,Public Housing Climate Retrofit,2,7.75261,0.48774
220,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.54103,0.38553
220,ROA005,Managed Retreat with Long-Term Support,4,7.41114,0.61865
220,ROA003,Community-Led Cooling and Care Network,5,6.77666,0.59008
220,ROA004,Flood Defense for High-Value Assets,6,2.45435,3.40874
220,ROA001,Household Preparedness Campaign,7,-0.66945,4.47544
220,ROA007,Risk Mapping Dashboard Without Funding,8,-1.72957,5.26083
221,ROA006,Drainage Repair and Social Protection Package,1,7.79919,0.53421
221,ROA005,Managed Retreat with Long-Term Support,2,7.30951,0.57592
221,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.29428,0.49827
221,ROA002,Public Housing Climate Retrofit,4,7.11292,0.67246
221,ROA003,Community-Led Cooling and Care Network,5,6.99987,0.49411
221,ROA004,Flood Defense for High-Value Assets,6,3.28879,2.80216
221,ROA001,Household Preparedness Campaign,7,-0.66538,4.55775
221,ROA007,Risk Mapping Dashboard Without Funding,8,-1.19595,4.78609
222,ROA006,Drainage Repair and Social Protection Package,1,7.91847,0.31052
222,ROA005,Managed Retreat with Long-Term Support,2,7.83786,0.40272
222,ROA002,Public Housing Climate Retrofit,3,7.68929,0.36022
222,ROA003,Community-Led Cooling and Care Network,4,7.24975,0.34137
222,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.87176,0.74938
222,ROA004,Flood Defense for High-Value Assets,6,1.8981,3.51262
222,ROA001,Household Preparedness Campaign,7,-0.44853,4.40235
222,ROA007,Risk Mapping Dashboard Without Funding,8,-1.35005,4.93643
223,ROA005,Managed Retreat with Long-Term Support,1,8.03133,0.39101
223,ROA002,Public Housing Climate Retrofit,2,7.79623,0.34425
223,ROA006,Drainage Repair and Social Protection Package,3,7.60955,0.39097
223,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.81603,0.52442
223,ROA003,Community-Led Cooling and Care Network,5,6.29359,0.77639
223,ROA004,Flood Defense for High-Value Assets,6,2.29998,3.08299
223,ROA001,Household Preparedness Campaign,7,-0.6489,4.30926
223,ROA007,Risk Mapping Dashboard Without Funding,8,-0.8792,4.61045
224,ROA006,Drainage Repair and Social Protection Package,1,7.83012,0.35308
224,ROA005,Managed Retreat with Long-Term Support,2,7.08887,0.59412
224,ROA002,Public Housing Climate Retrofit,3,7.0773,0.59363
224,ROA003,Community-Led Cooling and Care Network,4,6.89236,0.68206
224,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.76297,0.62753
224,ROA004,Flood Defense for High-Value Assets,6,3.30949,2.68895
224,ROA007,Risk Mapping Dashboard Without Funding,7,-1.12928,4.97133
224,ROA001,Household Preparedness Campaign,8,-1.54551,5.02137
225,ROA006,Drainage Repair and Social Protection Package,1,7.50224,0.49839
225,ROA005,Managed Retreat with Long-Term Support,2,7.46548,0.41059
225,ROA002,Public Housing Climate Retrofit,3,7.11815,0.49207
225,ROA003,Community-Led Cooling and Care Network,4,6.81108,0.52295
225,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.76767,0.80127
225,ROA004,Flood Defense for High-Value Assets,6,2.31574,3.29777
225,ROA007,Risk Mapping Dashboard Without Funding,7,-0.95112,4.78099
225,ROA001,Household Preparedness Campaign,8,-1.08376,4.6956
226,ROA006,Drainage Repair and Social Protection Package,1,8.06778,0.34697
226,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.31139,0.48615
226,ROA005,Managed Retreat with Long-Term Support,3,7.26538,0.48068
226,ROA002,Public Housing Climate Retrofit,4,6.73905,0.73077
226,ROA003,Community-Led Cooling and Care Network,5,6.56197,0.76922
226,ROA004,Flood Defense for High-Value Assets,6,2.32662,3.23157
226,ROA001,Household Preparedness Campaign,7,-0.36669,4.33835
226,ROA007,Risk Mapping Dashboard Without Funding,8,-1.40266,4.94155
227,ROA002,Public Housing Climate Retrofit,1,7.60316,0.41283
227,ROA006,Drainage Repair and Social Protection Package,2,7.58092,0.47184
227,ROA005,Managed Retreat with Long-Term Support,3,7.46892,0.51734
227,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.60061,0.54746
227,ROA003,Community-Led Cooling and Care Network,5,6.3374,0.79587
227,ROA004,Flood Defense for High-Value Assets,6,1.97899,3.41324
227,ROA001,Household Preparedness Campaign,7,-1.36903,4.92622
227,ROA007,Risk Mapping Dashboard Without Funding,8,-1.52733,5.08149
228,ROA006,Drainage Repair and Social Protection Package,1,7.9116,0.44336
228,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.5859,0.30197
228,ROA005,Managed Retreat with Long-Term Support,3,7.55229,0.40536
228,ROA002,Public Housing Climate Retrofit,4,7.48672,0.41394
228,ROA003,Community-Led Cooling and Care Network,5,6.33435,0.57626
228,ROA004,Flood Defense for High-Value Assets,6,2.53391,3.22247
228,ROA001,Household Preparedness Campaign,7,-0.78703,4.517
228,ROA007,Risk Mapping Dashboard Without Funding,8,-1.04643,4.65497
229,ROA005,Managed Retreat with Long-Term Support,1,7.81088,0.37589
229,ROA006,Drainage Repair and Social Protection Package,2,7.68572,0.43015
229,ROA002,Public Housing Climate Retrofit,3,7.36214,0.44124
229,ROA003,Community-Led Cooling and Care Network,4,7.0125,0.53492
229,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.83267,0.71938
229,ROA004,Flood Defense for High-Value Assets,6,2.81055,2.94143
229,ROA001,Household Preparedness Campaign,7,-0.68605,4.47107
229,ROA007,Risk Mapping Dashboard Without Funding,8,-1.74835,5.17963
230,ROA005,Managed Retreat with Long-Term Support,1,7.78397,0.39721
230,ROA006,Drainage Repair and Social Protection Package,2,7.57291,0.38543
230,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.05353,0.56774
230,ROA002,Public Housing Climate Retrofit,4,6.971,0.63437
230,ROA003,Community-Led Cooling and Care Network,5,6.96397,0.52832
230,ROA004,Flood Defense for High-Value Assets,6,2.19813,3.147
230,ROA001,Household Preparedness Campaign,7,-0.35671,4.12577
230,ROA007,Risk Mapping Dashboard Without Funding,8,-1.38875,4.97992
231,ROA006,Drainage Repair and Social Protection Package,1,7.62138,0.42128
231,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.49935,0.28818
231,ROA002,Public Housing Climate Retrofit,3,7.43255,0.43218
231,ROA005,Managed Retreat with Long-Term Support,4,7.23814,0.42619
231,ROA003,Community-Led Cooling and Care Network,5,6.34549,0.66992
231,ROA004,Flood Defense for High-Value Assets,6,3.47595,2.67853
231,ROA001,Household Preparedness Campaign,7,-0.99021,4.56286
231,ROA007,Risk Mapping Dashboard Without Funding,8,-0.99828,4.73549
232,ROA005,Managed Retreat with Long-Term Support,1,7.88957,0.43304
232,ROA006,Drainage Repair and Social Protection Package,2,7.78629,0.42023
232,ROA002,Public Housing Climate Retrofit,3,7.57102,0.41347
232,ROA003,Community-Led Cooling and Care Network,4,6.76066,0.4407
232,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.18099,0.84425
232,ROA004,Flood Defense for High-Value Assets,6,3.1934,2.61955
232,ROA007,Risk Mapping Dashboard Without Funding,7,-0.59723,4.43102
232,ROA001,Household Preparedness Campaign,8,-1.63996,4.95128
233,ROA005,Managed Retreat with Long-Term Support,1,7.62038,0.30271
233,ROA002,Public Housing Climate Retrofit,2,7.57221,0.48903
233,ROA008,Mutual Aid Network with Public Capacity Agreement,3,6.95526,0.40063
233,ROA006,Drainage Repair and Social Protection Package,4,6.79141,0.64904
233,ROA003,Community-Led Cooling and Care Network,5,6.62882,0.72753
233,ROA004,Flood Defense for High-Value Assets,6,2.72874,2.92637
233,ROA001,Household Preparedness Campaign,7,-0.97245,4.6031
233,ROA007,Risk Mapping Dashboard Without Funding,8,-1.13488,4.91679
234,ROA005,Managed Retreat with Long-Term Support,1,7.59212,0.45803
234,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.24886,0.32831
234,ROA006,Drainage Repair and Social Protection Package,3,7.08796,0.61082
234,ROA002,Public Housing Climate Retrofit,4,6.79124,0.80257
234,ROA003,Community-Led Cooling and Care Network,5,6.77467,0.69664
234,ROA004,Flood Defense for High-Value Assets,6,2.25754,3.13709
234,ROA001,Household Preparedness Campaign,7,-1.37416,4.98743
234,ROA007,Risk Mapping Dashboard Without Funding,8,-1.97397,5.329
235,ROA002,Public Housing Climate Retrofit,1,7.77327,0.50289
235,ROA006,Drainage Repair and Social Protection Package,2,7.52468,0.37584
235,ROA005,Managed Retreat with Long-Term Support,3,7.4594,0.61394
235,ROA003,Community-Led Cooling and Care Network,4,7.13372,0.55869
235,ROA008,Mutual Aid Network with Public Capacity Agreement,5,7.03472,0.48108
235,ROA004,Flood Defense for High-Value Assets,6,2.46488,3.096
235,ROA001,Household Preparedness Campaign,7,-0.22428,4.23091
235,ROA007,Risk Mapping Dashboard Without Funding,8,-1.63867,4.99507
236,ROA006,Drainage Repair and Social Protection Package,1,7.91903,0.23964
236,ROA005,Managed Retreat with Long-Term Support,2,7.79032,0.48422
236,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.17793,0.51571
236,ROA002,Public Housing Climate Retrofit,4,6.89769,0.76767
236,ROA003,Community-Led Cooling and Care Network,5,6.70632,0.74216
236,ROA004,Flood Defense for High-Value Assets,6,3.05639,2.95135
236,ROA001,Household Preparedness Campaign,7,-0.81721,4.52854
236,ROA007,Risk Mapping Dashboard Without Funding,8,-1.5466,5.15175
237,ROA006,Drainage Repair and Social Protection Package,1,7.71101,0.46532
237,ROA005,Managed Retreat with Long-Term Support,2,7.21418,0.47983
237,ROA002,Public Housing Climate Retrofit,3,7.15669,0.48909
237,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.99527,0.59701
237,ROA003,Community-Led Cooling and Care Network,5,6.23261,0.80955
237,ROA004,Flood Defense for High-Value Assets,6,3.08249,2.78013
237,ROA001,Household Preparedness Campaign,7,-0.51319,4.40041
237,ROA007,Risk Mapping Dashboard Without Funding,8,-1.57601,5.02099
238,ROA006,Drainage Repair and Social Protection Package,1,8.00624,0.17198
238,ROA002,Public Housing Climate Retrofit,2,7.78075,0.26367
238,ROA005,Managed Retreat with Long-Term Support,3,7.45393,0.50255
238,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.12921,0.25818
238,ROA003,Community-Led Cooling and Care Network,5,6.77656,0.79
238,ROA004,Flood Defense for High-Value Assets,6,2.48169,3.03748
238,ROA001,Household Preparedness Campaign,7,-0.54314,4.5282
238,ROA007,Risk Mapping Dashboard Without Funding,8,-1.56816,5.09683
239,ROA006,Drainage Repair and Social Protection Package,1,7.72364,0.29767
239,ROA002,Public Housing Climate Retrofit,2,7.56034,0.43284
239,ROA005,Managed Retreat with Long-Term Support,3,7.33879,0.46005
239,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.13829,0.56757
239,ROA003,Community-Led Cooling and Care Network,5,6.92964,0.58374
239,ROA004,Flood Defense for High-Value Assets,6,2.45229,3.19441
239,ROA007,Risk Mapping Dashboard Without Funding,7,-0.45373,4.47813
239,ROA001,Household Preparedness Campaign,8,-0.59825,4.60549
240,ROA005,Managed Retreat with Long-Term Support,1,7.68159,0.38625
240,ROA002,Public Housing Climate Retrofit,2,7.43418,0.47674
240,ROA006,Drainage Repair and Social Protection Package,3,7.306,0.64119
240,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.9233,0.5131
240,ROA003,Community-Led Cooling and Care Network,5,6.7568,0.60652
240,ROA004,Flood Defense for High-Value Assets,6,2.80775,3.01671
240,ROA001,Household Preparedness Campaign,7,-0.79468,4.43357
240,ROA007,Risk Mapping Dashboard Without Funding,8,-1.45486,4.98955
241,ROA006,Drainage Repair and Social Protection Package,1,7.93902,0.21483
241,ROA005,Managed Retreat with Long-Term Support,2,7.35473,0.54777
241,ROA002,Public Housing Climate Retrofit,3,7.1882,0.51436
241,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.98024,0.54978
241,ROA003,Community-Led Cooling and Care Network,5,6.15034,0.82114
241,ROA004,Flood Defense for High-Value Assets,6,3.10668,2.88858
241,ROA007,Risk Mapping Dashboard Without Funding,7,-1.13537,4.73402
241,ROA001,Household Preparedness Campaign,8,-1.18965,4.74347
242,ROA006,Drainage Repair and Social Protection Package,1,7.64288,0.33885
242,ROA002,Public Housing Climate Retrofit,2,7.41742,0.53786
242,ROA005,Managed Retreat with Long-Term Support,3,7.28386,0.65695
242,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.27859,0.45412
242,ROA003,Community-Led Cooling and Care Network,5,6.43235,0.95868
242,ROA004,Flood Defense for High-Value Assets,6,2.78205,3.02091
242,ROA001,Household Preparedness Campaign,7,-0.9167,4.45299
242,ROA007,Risk Mapping Dashboard Without Funding,8,-2.81688,5.74757
243,ROA006,Drainage Repair and Social Protection Package,1,7.52712,0.35579
243,ROA005,Managed Retreat with Long-Term Support,2,7.48669,0.37366
243,ROA003,Community-Led Cooling and Care Network,3,7.32854,0.49273
243,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.14721,0.39724
243,ROA002,Public Housing Climate Retrofit,5,6.94509,0.60055
243,ROA004,Flood Defense for High-Value Assets,6,3.28566,2.63429
243,ROA001,Household Preparedness Campaign,7,-0.84221,4.5189
243,ROA007,Risk Mapping Dashboard Without Funding,8,-1.93626,5.19751
244,ROA006,Drainage Repair and Social Protection Package,1,7.77361,0.29558
244,ROA005,Managed Retreat with Long-Term Support,2,7.24575,0.51304
244,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.16724,0.50566
244,ROA002,Public Housing Climate Retrofit,4,6.98702,0.67411
244,ROA003,Community-Led Cooling and Care Network,5,6.17306,1.011
244,ROA004,Flood Defense for High-Value Assets,6,2.51724,3.056
244,ROA001,Household Preparedness Campaign,7,-1.02085,4.82211
244,ROA007,Risk Mapping Dashboard Without Funding,8,-1.22436,4.86376
245,ROA006,Drainage Repair and Social Protection Package,1,7.66306,0.3725
245,ROA005,Managed Retreat with Long-Term Support,2,7.25855,0.50698
245,ROA002,Public Housing Climate Retrofit,3,7.16636,0.47905
245,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.11953,0.51559
245,ROA003,Community-Led Cooling and Care Network,5,6.45732,0.83408
245,ROA004,Flood Defense for High-Value Assets,6,2.77932,2.83573
245,ROA007,Risk Mapping Dashboard Without Funding,7,-1.08308,4.78327
245,ROA001,Household Preparedness Campaign,8,-1.41301,4.98598
246,ROA006,Drainage Repair and Social Protection Package,1,7.72843,0.3237
246,ROA005,Managed Retreat with Long-Term Support,2,7.45118,0.441
246,ROA002,Public Housing Climate Retrofit,3,7.34495,0.43785
246,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.20546,0.43493
246,ROA003,Community-Led Cooling and Care Network,5,7.10921,0.43332
246,ROA004,Flood Defense for High-Value Assets,6,2.91585,3.01492
246,ROA001,Household Preparedness Campaign,7,-1.25814,4.69392
246,ROA007,Risk Mapping Dashboard Without Funding,8,-1.73966,5.13356
