simulation_id,pathway_id,pathway,rank,viability_value,winner
527,SR004,Climate-Resilient Food and Water Strategy,1,8.052,Climate-Resilient Food and Water Strategy
527,SR006,Public Health Housing and Heat Resilience Compact,2,7.76926,Climate-Resilient Food and Water Strategy
527,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.61813,Climate-Resilient Food and Water Strategy
527,SR002,Circular Regional Production System,4,7.60746,Climate-Resilient Food and Water Strategy
527,SR003,Inclusive Urban Resilience Transition,5,7.52754,Climate-Resilient Food and Water Strategy
527,SR001,Distributed Renewable Infrastructure,6,7.36558,Climate-Resilient Food and Water Strategy
528,SR006,Public Health Housing and Heat Resilience Compact,1,8.02397,Public Health Housing and Heat Resilience Compact
528,SR003,Inclusive Urban Resilience Transition,2,7.75838,Public Health Housing and Heat Resilience Compact
528,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.67301,Public Health Housing and Heat Resilience Compact
528,SR004,Climate-Resilient Food and Water Strategy,4,7.55675,Public Health Housing and Heat Resilience Compact
528,SR001,Distributed Renewable Infrastructure,5,7.12638,Public Health Housing and Heat Resilience Compact
528,SR002,Circular Regional Production System,6,6.98609,Public Health Housing and Heat Resilience Compact
529,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.69303,Ecosystem Restoration and Livelihood Diversification
529,SR004,Climate-Resilient Food and Water Strategy,2,7.61285,Ecosystem Restoration and Livelihood Diversification
529,SR003,Inclusive Urban Resilience Transition,3,7.43544,Ecosystem Restoration and Livelihood Diversification
529,SR006,Public Health Housing and Heat Resilience Compact,4,7.26761,Ecosystem Restoration and Livelihood Diversification
529,SR001,Distributed Renewable Infrastructure,5,7.17953,Ecosystem Restoration and Livelihood Diversification
529,SR002,Circular Regional Production System,6,7.0339,Ecosystem Restoration and Livelihood Diversification
530,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.70551,Ecosystem Restoration and Livelihood Diversification
530,SR003,Inclusive Urban Resilience Transition,2,7.70497,Ecosystem Restoration and Livelihood Diversification
530,SR002,Circular Regional Production System,3,7.69488,Ecosystem Restoration and Livelihood Diversification
530,SR001,Distributed Renewable Infrastructure,4,7.53505,Ecosystem Restoration and Livelihood Diversification
530,SR004,Climate-Resilient Food and Water Strategy,5,7.40682,Ecosystem Restoration and Livelihood Diversification
530,SR006,Public Health Housing and Heat Resilience Compact,6,7.33098,Ecosystem Restoration and Livelihood Diversification
531,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.25683,Ecosystem Restoration and Livelihood Diversification
531,SR006,Public Health Housing and Heat Resilience Compact,2,7.77243,Ecosystem Restoration and Livelihood Diversification
531,SR002,Circular Regional Production System,3,7.67617,Ecosystem Restoration and Livelihood Diversification
531,SR003,Inclusive Urban Resilience Transition,4,7.66491,Ecosystem Restoration and Livelihood Diversification
531,SR001,Distributed Renewable Infrastructure,5,7.58552,Ecosystem Restoration and Livelihood Diversification
531,SR004,Climate-Resilient Food and Water Strategy,6,7.32308,Ecosystem Restoration and Livelihood Diversification
532,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.00609,Ecosystem Restoration and Livelihood Diversification
532,SR003,Inclusive Urban Resilience Transition,2,7.77647,Ecosystem Restoration and Livelihood Diversification
532,SR002,Circular Regional Production System,3,7.53908,Ecosystem Restoration and Livelihood Diversification
532,SR004,Climate-Resilient Food and Water Strategy,4,7.4762,Ecosystem Restoration and Livelihood Diversification
532,SR006,Public Health Housing and Heat Resilience Compact,5,7.38321,Ecosystem Restoration and Livelihood Diversification
532,SR001,Distributed Renewable Infrastructure,6,7.37802,Ecosystem Restoration and Livelihood Diversification
533,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.75492,Ecosystem Restoration and Livelihood Diversification
533,SR003,Inclusive Urban Resilience Transition,2,7.72838,Ecosystem Restoration and Livelihood Diversification
533,SR001,Distributed Renewable Infrastructure,3,7.67282,Ecosystem Restoration and Livelihood Diversification
533,SR006,Public Health Housing and Heat Resilience Compact,4,7.45299,Ecosystem Restoration and Livelihood Diversification
533,SR004,Climate-Resilient Food and Water Strategy,5,7.21398,Ecosystem Restoration and Livelihood Diversification
533,SR002,Circular Regional Production System,6,7.1796,Ecosystem Restoration and Livelihood Diversification
534,SR002,Circular Regional Production System,1,7.58371,Circular Regional Production System
534,SR004,Climate-Resilient Food and Water Strategy,2,7.58367,Circular Regional Production System
534,SR003,Inclusive Urban Resilience Transition,3,7.55935,Circular Regional Production System
534,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.44789,Circular Regional Production System
534,SR001,Distributed Renewable Infrastructure,5,7.28317,Circular Regional Production System
534,SR006,Public Health Housing and Heat Resilience Compact,6,7.13173,Circular Regional Production System
535,SR004,Climate-Resilient Food and Water Strategy,1,7.87975,Climate-Resilient Food and Water Strategy
535,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.67665,Climate-Resilient Food and Water Strategy
535,SR006,Public Health Housing and Heat Resilience Compact,3,7.61458,Climate-Resilient Food and Water Strategy
535,SR001,Distributed Renewable Infrastructure,4,7.54619,Climate-Resilient Food and Water Strategy
535,SR003,Inclusive Urban Resilience Transition,5,7.51746,Climate-Resilient Food and Water Strategy
535,SR002,Circular Regional Production System,6,7.30212,Climate-Resilient Food and Water Strategy
536,SR006,Public Health Housing and Heat Resilience Compact,1,7.94964,Public Health Housing and Heat Resilience Compact
536,SR004,Climate-Resilient Food and Water Strategy,2,7.80938,Public Health Housing and Heat Resilience Compact
536,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.57748,Public Health Housing and Heat Resilience Compact
536,SR002,Circular Regional Production System,4,7.54558,Public Health Housing and Heat Resilience Compact
536,SR003,Inclusive Urban Resilience Transition,5,7.37488,Public Health Housing and Heat Resilience Compact
536,SR001,Distributed Renewable Infrastructure,6,7.15212,Public Health Housing and Heat Resilience Compact
537,SR001,Distributed Renewable Infrastructure,1,7.75977,Distributed Renewable Infrastructure
537,SR002,Circular Regional Production System,2,7.74216,Distributed Renewable Infrastructure
537,SR004,Climate-Resilient Food and Water Strategy,3,7.70428,Distributed Renewable Infrastructure
537,SR003,Inclusive Urban Resilience Transition,4,7.62147,Distributed Renewable Infrastructure
537,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.50269,Distributed Renewable Infrastructure
537,SR006,Public Health Housing and Heat Resilience Compact,6,7.42444,Distributed Renewable Infrastructure
538,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.9625,Ecosystem Restoration and Livelihood Diversification
538,SR004,Climate-Resilient Food and Water Strategy,2,7.7324,Ecosystem Restoration and Livelihood Diversification
538,SR002,Circular Regional Production System,3,7.54927,Ecosystem Restoration and Livelihood Diversification
538,SR006,Public Health Housing and Heat Resilience Compact,4,7.36392,Ecosystem Restoration and Livelihood Diversification
538,SR001,Distributed Renewable Infrastructure,5,7.31745,Ecosystem Restoration and Livelihood Diversification
538,SR003,Inclusive Urban Resilience Transition,6,7.29216,Ecosystem Restoration and Livelihood Diversification
539,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.8116,Ecosystem Restoration and Livelihood Diversification
539,SR004,Climate-Resilient Food and Water Strategy,2,7.63351,Ecosystem Restoration and Livelihood Diversification
539,SR006,Public Health Housing and Heat Resilience Compact,3,7.48039,Ecosystem Restoration and Livelihood Diversification
539,SR002,Circular Regional Production System,4,7.25171,Ecosystem Restoration and Livelihood Diversification
539,SR001,Distributed Renewable Infrastructure,5,7.14394,Ecosystem Restoration and Livelihood Diversification
539,SR003,Inclusive Urban Resilience Transition,6,7.12495,Ecosystem Restoration and Livelihood Diversification
540,SR003,Inclusive Urban Resilience Transition,1,7.90778,Inclusive Urban Resilience Transition
540,SR004,Climate-Resilient Food and Water Strategy,2,7.83906,Inclusive Urban Resilience Transition
540,SR006,Public Health Housing and Heat Resilience Compact,3,7.5351,Inclusive Urban Resilience Transition
540,SR001,Distributed Renewable Infrastructure,4,7.53216,Inclusive Urban Resilience Transition
540,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.51793,Inclusive Urban Resilience Transition
540,SR002,Circular Regional Production System,6,7.51071,Inclusive Urban Resilience Transition
541,SR003,Inclusive Urban Resilience Transition,1,7.80194,Inclusive Urban Resilience Transition
541,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.69511,Inclusive Urban Resilience Transition
541,SR004,Climate-Resilient Food and Water Strategy,3,7.57693,Inclusive Urban Resilience Transition
541,SR006,Public Health Housing and Heat Resilience Compact,4,7.38529,Inclusive Urban Resilience Transition
541,SR002,Circular Regional Production System,5,7.32401,Inclusive Urban Resilience Transition
541,SR001,Distributed Renewable Infrastructure,6,7.16942,Inclusive Urban Resilience Transition
542,SR003,Inclusive Urban Resilience Transition,1,8.02359,Inclusive Urban Resilience Transition
542,SR002,Circular Regional Production System,2,7.87183,Inclusive Urban Resilience Transition
542,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.82668,Inclusive Urban Resilience Transition
542,SR001,Distributed Renewable Infrastructure,4,7.65405,Inclusive Urban Resilience Transition
542,SR006,Public Health Housing and Heat Resilience Compact,5,7.62751,Inclusive Urban Resilience Transition
542,SR004,Climate-Resilient Food and Water Strategy,6,7.41342,Inclusive Urban Resilience Transition
543,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.82119,Ecosystem Restoration and Livelihood Diversification
543,SR006,Public Health Housing and Heat Resilience Compact,2,7.73405,Ecosystem Restoration and Livelihood Diversification
543,SR002,Circular Regional Production System,3,7.66048,Ecosystem Restoration and Livelihood Diversification
543,SR003,Inclusive Urban Resilience Transition,4,7.39841,Ecosystem Restoration and Livelihood Diversification
543,SR004,Climate-Resilient Food and Water Strategy,5,7.36553,Ecosystem Restoration and Livelihood Diversification
543,SR001,Distributed Renewable Infrastructure,6,7.35501,Ecosystem Restoration and Livelihood Diversification
544,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.77224,Ecosystem Restoration and Livelihood Diversification
544,SR003,Inclusive Urban Resilience Transition,2,7.57144,Ecosystem Restoration and Livelihood Diversification
544,SR002,Circular Regional Production System,3,7.54025,Ecosystem Restoration and Livelihood Diversification
544,SR004,Climate-Resilient Food and Water Strategy,4,7.3613,Ecosystem Restoration and Livelihood Diversification
544,SR001,Distributed Renewable Infrastructure,5,7.12548,Ecosystem Restoration and Livelihood Diversification
544,SR006,Public Health Housing and Heat Resilience Compact,6,7.11921,Ecosystem Restoration and Livelihood Diversification
545,SR002,Circular Regional Production System,1,7.73023,Circular Regional Production System
545,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.68502,Circular Regional Production System
545,SR001,Distributed Renewable Infrastructure,3,7.57011,Circular Regional Production System
545,SR003,Inclusive Urban Resilience Transition,4,7.46433,Circular Regional Production System
545,SR004,Climate-Resilient Food and Water Strategy,5,7.40834,Circular Regional Production System
545,SR006,Public Health Housing and Heat Resilience Compact,6,7.33651,Circular Regional Production System
546,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.86151,Ecosystem Restoration and Livelihood Diversification
