simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
101,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.03015,Digital End-to-End Visibility and Cyber Resilience Platform
101,SC001,Supplier Diversification and Qualification Program,4,6.96574,Digital End-to-End Visibility and Cyber Resilience Platform
101,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.84464,Digital End-to-End Visibility and Cyber Resilience Platform
101,SC002,Regional Buffer Inventory for Critical Goods,6,6.76035,Digital End-to-End Visibility and Cyber Resilience Platform
102,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.19834,Multi-Route Logistics and Chokepoint Redesign
102,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.13999,Multi-Route Logistics and Chokepoint Redesign
102,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.13156,Multi-Route Logistics and Chokepoint Redesign
102,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.88235,Multi-Route Logistics and Chokepoint Redesign
102,SC001,Supplier Diversification and Qualification Program,5,6.82504,Multi-Route Logistics and Chokepoint Redesign
102,SC002,Regional Buffer Inventory for Critical Goods,6,6.46998,Multi-Route Logistics and Chokepoint Redesign
103,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.17384,Climate-Adjusted Infrastructure and Port Resilience Plan
103,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.0945,Climate-Adjusted Infrastructure and Port Resilience Plan
103,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.99832,Climate-Adjusted Infrastructure and Port Resilience Plan
103,SC001,Supplier Diversification and Qualification Program,4,6.98903,Climate-Adjusted Infrastructure and Port Resilience Plan
103,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.73099,Climate-Adjusted Infrastructure and Port Resilience Plan
103,SC002,Regional Buffer Inventory for Critical Goods,6,6.6107,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.38254,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC001,Supplier Diversification and Qualification Program,2,7.20543,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.07848,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.89469,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC002,Regional Buffer Inventory for Critical Goods,5,6.84058,Climate-Adjusted Infrastructure and Port Resilience Plan
104,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.71351,Climate-Adjusted Infrastructure and Port Resilience Plan
105,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.44456,Multi-Route Logistics and Chokepoint Redesign
105,SC001,Supplier Diversification and Qualification Program,2,7.11255,Multi-Route Logistics and Chokepoint Redesign
105,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.09678,Multi-Route Logistics and Chokepoint Redesign
105,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.84207,Multi-Route Logistics and Chokepoint Redesign
105,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.70359,Multi-Route Logistics and Chokepoint Redesign
105,SC002,Regional Buffer Inventory for Critical Goods,6,6.46983,Multi-Route Logistics and Chokepoint Redesign
106,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.47889,Climate-Adjusted Infrastructure and Port Resilience Plan
106,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.30843,Climate-Adjusted Infrastructure and Port Resilience Plan
106,SC001,Supplier Diversification and Qualification Program,3,7.26335,Climate-Adjusted Infrastructure and Port Resilience Plan
106,SC002,Regional Buffer Inventory for Critical Goods,4,6.97579,Climate-Adjusted Infrastructure and Port Resilience Plan
106,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.97225,Climate-Adjusted Infrastructure and Port Resilience Plan
106,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.68619,Climate-Adjusted Infrastructure and Port Resilience Plan
107,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.44586,Fair Supplier Finance and Labor Continuity Program
107,SC001,Supplier Diversification and Qualification Program,2,7.26223,Fair Supplier Finance and Labor Continuity Program
107,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.24921,Fair Supplier Finance and Labor Continuity Program
107,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.00211,Fair Supplier Finance and Labor Continuity Program
107,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.87893,Fair Supplier Finance and Labor Continuity Program
107,SC002,Regional Buffer Inventory for Critical Goods,6,6.64543,Fair Supplier Finance and Labor Continuity Program
108,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.49908,Multi-Route Logistics and Chokepoint Redesign
108,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.22864,Multi-Route Logistics and Chokepoint Redesign
108,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.12387,Multi-Route Logistics and Chokepoint Redesign
108,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.93218,Multi-Route Logistics and Chokepoint Redesign
108,SC001,Supplier Diversification and Qualification Program,5,6.80056,Multi-Route Logistics and Chokepoint Redesign
108,SC002,Regional Buffer Inventory for Critical Goods,6,6.71771,Multi-Route Logistics and Chokepoint Redesign
109,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.25938,Multi-Route Logistics and Chokepoint Redesign
109,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.23031,Multi-Route Logistics and Chokepoint Redesign
109,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.22304,Multi-Route Logistics and Chokepoint Redesign
109,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.95076,Multi-Route Logistics and Chokepoint Redesign
109,SC002,Regional Buffer Inventory for Critical Goods,5,6.71235,Multi-Route Logistics and Chokepoint Redesign
109,SC001,Supplier Diversification and Qualification Program,6,6.68029,Multi-Route Logistics and Chokepoint Redesign
110,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.27929,Climate-Adjusted Infrastructure and Port Resilience Plan
110,SC001,Supplier Diversification and Qualification Program,2,7.20087,Climate-Adjusted Infrastructure and Port Resilience Plan
110,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.12983,Climate-Adjusted Infrastructure and Port Resilience Plan
110,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.98503,Climate-Adjusted Infrastructure and Port Resilience Plan
110,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.6622,Climate-Adjusted Infrastructure and Port Resilience Plan
110,SC002,Regional Buffer Inventory for Critical Goods,6,6.42941,Climate-Adjusted Infrastructure and Port Resilience Plan
111,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.34731,Fair Supplier Finance and Labor Continuity Program
111,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.01276,Fair Supplier Finance and Labor Continuity Program
111,SC001,Supplier Diversification and Qualification Program,3,7.00448,Fair Supplier Finance and Labor Continuity Program
111,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.93952,Fair Supplier Finance and Labor Continuity Program
111,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.74995,Fair Supplier Finance and Labor Continuity Program
111,SC002,Regional Buffer Inventory for Critical Goods,6,6.49359,Fair Supplier Finance and Labor Continuity Program
112,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.22293,Fair Supplier Finance and Labor Continuity Program
112,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.16089,Fair Supplier Finance and Labor Continuity Program
112,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.09455,Fair Supplier Finance and Labor Continuity Program
112,SC002,Regional Buffer Inventory for Critical Goods,4,6.99332,Fair Supplier Finance and Labor Continuity Program
112,SC001,Supplier Diversification and Qualification Program,5,6.97528,Fair Supplier Finance and Labor Continuity Program
112,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.97247,Fair Supplier Finance and Labor Continuity Program
113,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.52885,Fair Supplier Finance and Labor Continuity Program
113,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.48996,Fair Supplier Finance and Labor Continuity Program
113,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.32957,Fair Supplier Finance and Labor Continuity Program
113,SC002,Regional Buffer Inventory for Critical Goods,4,7.16843,Fair Supplier Finance and Labor Continuity Program
113,SC001,Supplier Diversification and Qualification Program,5,6.9768,Fair Supplier Finance and Labor Continuity Program
113,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.93592,Fair Supplier Finance and Labor Continuity Program
114,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.33227,Multi-Route Logistics and Chokepoint Redesign
114,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.19109,Multi-Route Logistics and Chokepoint Redesign
114,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.14698,Multi-Route Logistics and Chokepoint Redesign
114,SC001,Supplier Diversification and Qualification Program,4,6.95227,Multi-Route Logistics and Chokepoint Redesign
114,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.93552,Multi-Route Logistics and Chokepoint Redesign
114,SC002,Regional Buffer Inventory for Critical Goods,6,6.63609,Multi-Route Logistics and Chokepoint Redesign
115,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.21846,Multi-Route Logistics and Chokepoint Redesign
115,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.1568,Multi-Route Logistics and Chokepoint Redesign
115,SC001,Supplier Diversification and Qualification Program,3,7.04156,Multi-Route Logistics and Chokepoint Redesign
115,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.99638,Multi-Route Logistics and Chokepoint Redesign
115,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.80979,Multi-Route Logistics and Chokepoint Redesign
115,SC002,Regional Buffer Inventory for Critical Goods,6,6.2662,Multi-Route Logistics and Chokepoint Redesign
116,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.48433,Digital End-to-End Visibility and Cyber Resilience Platform
116,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.22161,Digital End-to-End Visibility and Cyber Resilience Platform
116,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.1275,Digital End-to-End Visibility and Cyber Resilience Platform
116,SC001,Supplier Diversification and Qualification Program,4,7.12631,Digital End-to-End Visibility and Cyber Resilience Platform
116,SC006,Fair Supplier Finance and Labor Continuity Program,5,7.01296,Digital End-to-End Visibility and Cyber Resilience Platform
116,SC002,Regional Buffer Inventory for Critical Goods,6,6.68768,Digital End-to-End Visibility and Cyber Resilience Platform
117,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.39027,Climate-Adjusted Infrastructure and Port Resilience Plan
117,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.37953,Climate-Adjusted Infrastructure and Port Resilience Plan
117,SC001,Supplier Diversification and Qualification Program,3,6.9964,Climate-Adjusted Infrastructure and Port Resilience Plan
117,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.98622,Climate-Adjusted Infrastructure and Port Resilience Plan
117,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.95268,Climate-Adjusted Infrastructure and Port Resilience Plan
117,SC002,Regional Buffer Inventory for Critical Goods,6,6.84392,Climate-Adjusted Infrastructure and Port Resilience Plan
118,SC001,Supplier Diversification and Qualification Program,1,7.38167,Supplier Diversification and Qualification Program
118,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.17843,Supplier Diversification and Qualification Program
118,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.14015,Supplier Diversification and Qualification Program
118,SC002,Regional Buffer Inventory for Critical Goods,4,6.91589,Supplier Diversification and Qualification Program
118,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.90412,Supplier Diversification and Qualification Program
118,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.82864,Supplier Diversification and Qualification Program
119,SC001,Supplier Diversification and Qualification Program,1,7.36466,Supplier Diversification and Qualification Program
119,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.28121,Supplier Diversification and Qualification Program
119,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.05414,Supplier Diversification and Qualification Program
119,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.88283,Supplier Diversification and Qualification Program
119,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.8615,Supplier Diversification and Qualification Program
119,SC002,Regional Buffer Inventory for Critical Goods,6,6.7842,Supplier Diversification and Qualification Program
120,SC001,Supplier Diversification and Qualification Program,1,7.68641,Supplier Diversification and Qualification Program
120,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.36893,Supplier Diversification and Qualification Program
120,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.08767,Supplier Diversification and Qualification Program
120,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.03933,Supplier Diversification and Qualification Program
120,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.88766,Supplier Diversification and Qualification Program
120,SC002,Regional Buffer Inventory for Critical Goods,6,6.56909,Supplier Diversification and Qualification Program
121,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.28675,Multi-Route Logistics and Chokepoint Redesign
121,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.09664,Multi-Route Logistics and Chokepoint Redesign
121,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.86853,Multi-Route Logistics and Chokepoint Redesign
