simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
289,AIR007,AI Security and Misuse Resistance,3,8.07877,Participatory AI and Local Knowledge Integration
289,AIR002,AI Scenario Modeling and Stress Testing,4,8.05604,Participatory AI and Local Knowledge Integration
289,AIR004,AI Decision Support with Human Oversight,5,8.02875,Participatory AI and Local Knowledge Integration
289,AIR003,AI-Assisted Infrastructure Maintenance,6,7.90827,Participatory AI and Local Knowledge Integration
289,AIR001,AI Early Warning and Anomaly Detection,7,7.64749,Participatory AI and Local Knowledge Integration
290,AIR004,AI Decision Support with Human Oversight,1,8.51773,AI Decision Support with Human Oversight
290,AIR006,AI Governance Audit and Drift Monitoring,2,8.26952,AI Decision Support with Human Oversight
290,AIR002,AI Scenario Modeling and Stress Testing,3,8.10997,AI Decision Support with Human Oversight
290,AIR007,AI Security and Misuse Resistance,4,8.10653,AI Decision Support with Human Oversight
290,AIR001,AI Early Warning and Anomaly Detection,5,8.03911,AI Decision Support with Human Oversight
290,AIR003,AI-Assisted Infrastructure Maintenance,6,8.0175,AI Decision Support with Human Oversight
290,AIR005,Participatory AI and Local Knowledge Integration,7,7.8459,AI Decision Support with Human Oversight
291,AIR006,AI Governance Audit and Drift Monitoring,1,8.47259,AI Governance Audit and Drift Monitoring
291,AIR004,AI Decision Support with Human Oversight,2,8.21206,AI Governance Audit and Drift Monitoring
291,AIR007,AI Security and Misuse Resistance,3,8.11808,AI Governance Audit and Drift Monitoring
291,AIR002,AI Scenario Modeling and Stress Testing,4,8.07792,AI Governance Audit and Drift Monitoring
291,AIR003,AI-Assisted Infrastructure Maintenance,5,8.0434,AI Governance Audit and Drift Monitoring
291,AIR005,Participatory AI and Local Knowledge Integration,6,8.00765,AI Governance Audit and Drift Monitoring
291,AIR001,AI Early Warning and Anomaly Detection,7,7.81056,AI Governance Audit and Drift Monitoring
292,AIR006,AI Governance Audit and Drift Monitoring,1,8.37607,AI Governance Audit and Drift Monitoring
292,AIR004,AI Decision Support with Human Oversight,2,8.28123,AI Governance Audit and Drift Monitoring
292,AIR005,Participatory AI and Local Knowledge Integration,3,8.19099,AI Governance Audit and Drift Monitoring
292,AIR007,AI Security and Misuse Resistance,4,8.00965,AI Governance Audit and Drift Monitoring
292,AIR003,AI-Assisted Infrastructure Maintenance,5,7.91762,AI Governance Audit and Drift Monitoring
292,AIR001,AI Early Warning and Anomaly Detection,6,7.83269,AI Governance Audit and Drift Monitoring
292,AIR002,AI Scenario Modeling and Stress Testing,7,7.68877,AI Governance Audit and Drift Monitoring
293,AIR006,AI Governance Audit and Drift Monitoring,1,8.26611,AI Governance Audit and Drift Monitoring
293,AIR004,AI Decision Support with Human Oversight,2,8.19435,AI Governance Audit and Drift Monitoring
293,AIR007,AI Security and Misuse Resistance,3,8.16635,AI Governance Audit and Drift Monitoring
293,AIR002,AI Scenario Modeling and Stress Testing,4,8.08911,AI Governance Audit and Drift Monitoring
293,AIR005,Participatory AI and Local Knowledge Integration,5,7.91773,AI Governance Audit and Drift Monitoring
293,AIR001,AI Early Warning and Anomaly Detection,6,7.63774,AI Governance Audit and Drift Monitoring
293,AIR003,AI-Assisted Infrastructure Maintenance,7,7.56616,AI Governance Audit and Drift Monitoring
294,AIR004,AI Decision Support with Human Oversight,1,8.35252,AI Decision Support with Human Oversight
294,AIR006,AI Governance Audit and Drift Monitoring,2,8.29161,AI Decision Support with Human Oversight
294,AIR002,AI Scenario Modeling and Stress Testing,3,8.1688,AI Decision Support with Human Oversight
294,AIR007,AI Security and Misuse Resistance,4,8.01468,AI Decision Support with Human Oversight
294,AIR001,AI Early Warning and Anomaly Detection,5,8.00928,AI Decision Support with Human Oversight
294,AIR005,Participatory AI and Local Knowledge Integration,6,7.87085,AI Decision Support with Human Oversight
294,AIR003,AI-Assisted Infrastructure Maintenance,7,7.78271,AI Decision Support with Human Oversight
295,AIR006,AI Governance Audit and Drift Monitoring,1,8.34153,AI Governance Audit and Drift Monitoring
295,AIR004,AI Decision Support with Human Oversight,2,8.15866,AI Governance Audit and Drift Monitoring
295,AIR005,Participatory AI and Local Knowledge Integration,3,8.06711,AI Governance Audit and Drift Monitoring
295,AIR002,AI Scenario Modeling and Stress Testing,4,7.94523,AI Governance Audit and Drift Monitoring
295,AIR007,AI Security and Misuse Resistance,5,7.91786,AI Governance Audit and Drift Monitoring
295,AIR001,AI Early Warning and Anomaly Detection,6,7.84235,AI Governance Audit and Drift Monitoring
295,AIR003,AI-Assisted Infrastructure Maintenance,7,7.77754,AI Governance Audit and Drift Monitoring
296,AIR006,AI Governance Audit and Drift Monitoring,1,8.47573,AI Governance Audit and Drift Monitoring
296,AIR002,AI Scenario Modeling and Stress Testing,2,8.22731,AI Governance Audit and Drift Monitoring
296,AIR004,AI Decision Support with Human Oversight,3,8.21886,AI Governance Audit and Drift Monitoring
296,AIR007,AI Security and Misuse Resistance,4,8.024,AI Governance Audit and Drift Monitoring
296,AIR005,Participatory AI and Local Knowledge Integration,5,7.96882,AI Governance Audit and Drift Monitoring
296,AIR001,AI Early Warning and Anomaly Detection,6,7.90851,AI Governance Audit and Drift Monitoring
296,AIR003,AI-Assisted Infrastructure Maintenance,7,7.72573,AI Governance Audit and Drift Monitoring
297,AIR006,AI Governance Audit and Drift Monitoring,1,8.49251,AI Governance Audit and Drift Monitoring
297,AIR004,AI Decision Support with Human Oversight,2,8.19873,AI Governance Audit and Drift Monitoring
297,AIR007,AI Security and Misuse Resistance,3,8.15857,AI Governance Audit and Drift Monitoring
297,AIR002,AI Scenario Modeling and Stress Testing,4,8.02709,AI Governance Audit and Drift Monitoring
297,AIR003,AI-Assisted Infrastructure Maintenance,5,8.02679,AI Governance Audit and Drift Monitoring
297,AIR005,Participatory AI and Local Knowledge Integration,6,7.96081,AI Governance Audit and Drift Monitoring
297,AIR001,AI Early Warning and Anomaly Detection,7,7.88946,AI Governance Audit and Drift Monitoring
298,AIR004,AI Decision Support with Human Oversight,1,8.28838,AI Decision Support with Human Oversight
298,AIR006,AI Governance Audit and Drift Monitoring,2,8.10342,AI Decision Support with Human Oversight
298,AIR007,AI Security and Misuse Resistance,3,7.96452,AI Decision Support with Human Oversight
298,AIR005,Participatory AI and Local Knowledge Integration,4,7.87206,AI Decision Support with Human Oversight
298,AIR002,AI Scenario Modeling and Stress Testing,5,7.8275,AI Decision Support with Human Oversight
298,AIR003,AI-Assisted Infrastructure Maintenance,6,7.67749,AI Decision Support with Human Oversight
298,AIR001,AI Early Warning and Anomaly Detection,7,7.64587,AI Decision Support with Human Oversight
299,AIR006,AI Governance Audit and Drift Monitoring,1,8.42546,AI Governance Audit and Drift Monitoring
299,AIR004,AI Decision Support with Human Oversight,2,8.36208,AI Governance Audit and Drift Monitoring
299,AIR007,AI Security and Misuse Resistance,3,8.00728,AI Governance Audit and Drift Monitoring
299,AIR001,AI Early Warning and Anomaly Detection,4,7.8875,AI Governance Audit and Drift Monitoring
299,AIR002,AI Scenario Modeling and Stress Testing,5,7.83523,AI Governance Audit and Drift Monitoring
299,AIR003,AI-Assisted Infrastructure Maintenance,6,7.76359,AI Governance Audit and Drift Monitoring
299,AIR005,Participatory AI and Local Knowledge Integration,7,7.73295,AI Governance Audit and Drift Monitoring
300,AIR007,AI Security and Misuse Resistance,1,8.32423,AI Security and Misuse Resistance
300,AIR006,AI Governance Audit and Drift Monitoring,2,8.18519,AI Security and Misuse Resistance
300,AIR004,AI Decision Support with Human Oversight,3,8.17034,AI Security and Misuse Resistance
300,AIR005,Participatory AI and Local Knowledge Integration,4,8.05113,AI Security and Misuse Resistance
300,AIR001,AI Early Warning and Anomaly Detection,5,8.04824,AI Security and Misuse Resistance
300,AIR002,AI Scenario Modeling and Stress Testing,6,8.03731,AI Security and Misuse Resistance
300,AIR003,AI-Assisted Infrastructure Maintenance,7,7.64934,AI Security and Misuse Resistance
301,AIR006,AI Governance Audit and Drift Monitoring,1,8.41406,AI Governance Audit and Drift Monitoring
301,AIR004,AI Decision Support with Human Oversight,2,8.19339,AI Governance Audit and Drift Monitoring
301,AIR007,AI Security and Misuse Resistance,3,8.17479,AI Governance Audit and Drift Monitoring
301,AIR005,Participatory AI and Local Knowledge Integration,4,8.14947,AI Governance Audit and Drift Monitoring
301,AIR001,AI Early Warning and Anomaly Detection,5,8.01414,AI Governance Audit and Drift Monitoring
301,AIR002,AI Scenario Modeling and Stress Testing,6,7.76124,AI Governance Audit and Drift Monitoring
301,AIR003,AI-Assisted Infrastructure Maintenance,7,7.54727,AI Governance Audit and Drift Monitoring
302,AIR006,AI Governance Audit and Drift Monitoring,1,8.28704,AI Governance Audit and Drift Monitoring
302,AIR004,AI Decision Support with Human Oversight,2,8.05499,AI Governance Audit and Drift Monitoring
302,AIR007,AI Security and Misuse Resistance,3,8.02748,AI Governance Audit and Drift Monitoring
302,AIR005,Participatory AI and Local Knowledge Integration,4,7.97551,AI Governance Audit and Drift Monitoring
302,AIR001,AI Early Warning and Anomaly Detection,5,7.868,AI Governance Audit and Drift Monitoring
302,AIR002,AI Scenario Modeling and Stress Testing,6,7.75943,AI Governance Audit and Drift Monitoring
302,AIR003,AI-Assisted Infrastructure Maintenance,7,7.62047,AI Governance Audit and Drift Monitoring
303,AIR006,AI Governance Audit and Drift Monitoring,1,8.55601,AI Governance Audit and Drift Monitoring
303,AIR005,Participatory AI and Local Knowledge Integration,2,8.14385,AI Governance Audit and Drift Monitoring
303,AIR004,AI Decision Support with Human Oversight,3,8.1331,AI Governance Audit and Drift Monitoring
303,AIR002,AI Scenario Modeling and Stress Testing,4,8.04479,AI Governance Audit and Drift Monitoring
303,AIR001,AI Early Warning and Anomaly Detection,5,8.00917,AI Governance Audit and Drift Monitoring
303,AIR007,AI Security and Misuse Resistance,6,7.83932,AI Governance Audit and Drift Monitoring
303,AIR003,AI-Assisted Infrastructure Maintenance,7,7.72121,AI Governance Audit and Drift Monitoring
304,AIR006,AI Governance Audit and Drift Monitoring,1,8.53159,AI Governance Audit and Drift Monitoring
304,AIR004,AI Decision Support with Human Oversight,2,8.21627,AI Governance Audit and Drift Monitoring
304,AIR007,AI Security and Misuse Resistance,3,8.11224,AI Governance Audit and Drift Monitoring
304,AIR005,Participatory AI and Local Knowledge Integration,4,7.88332,AI Governance Audit and Drift Monitoring
304,AIR002,AI Scenario Modeling and Stress Testing,5,7.80952,AI Governance Audit and Drift Monitoring
304,AIR003,AI-Assisted Infrastructure Maintenance,6,7.76378,AI Governance Audit and Drift Monitoring
304,AIR001,AI Early Warning and Anomaly Detection,7,7.75763,AI Governance Audit and Drift Monitoring
305,AIR007,AI Security and Misuse Resistance,1,8.29618,AI Security and Misuse Resistance
305,AIR004,AI Decision Support with Human Oversight,2,8.13934,AI Security and Misuse Resistance
305,AIR002,AI Scenario Modeling and Stress Testing,3,7.93433,AI Security and Misuse Resistance
305,AIR006,AI Governance Audit and Drift Monitoring,4,7.86487,AI Security and Misuse Resistance
305,AIR005,Participatory AI and Local Knowledge Integration,5,7.80244,AI Security and Misuse Resistance
305,AIR001,AI Early Warning and Anomaly Detection,6,7.68683,AI Security and Misuse Resistance
305,AIR003,AI-Assisted Infrastructure Maintenance,7,7.62145,AI Security and Misuse Resistance
306,AIR006,AI Governance Audit and Drift Monitoring,1,8.56769,AI Governance Audit and Drift Monitoring
306,AIR007,AI Security and Misuse Resistance,2,8.25043,AI Governance Audit and Drift Monitoring
306,AIR004,AI Decision Support with Human Oversight,3,8.03588,AI Governance Audit and Drift Monitoring
306,AIR005,Participatory AI and Local Knowledge Integration,4,8.0273,AI Governance Audit and Drift Monitoring
306,AIR002,AI Scenario Modeling and Stress Testing,5,7.9992,AI Governance Audit and Drift Monitoring
306,AIR003,AI-Assisted Infrastructure Maintenance,6,7.6696,AI Governance Audit and Drift Monitoring
306,AIR001,AI Early Warning and Anomaly Detection,7,7.66018,AI Governance Audit and Drift Monitoring
307,AIR004,AI Decision Support with Human Oversight,1,8.38264,AI Decision Support with Human Oversight
307,AIR006,AI Governance Audit and Drift Monitoring,2,8.27964,AI Decision Support with Human Oversight
307,AIR005,Participatory AI and Local Knowledge Integration,3,8.1067,AI Decision Support with Human Oversight
307,AIR002,AI Scenario Modeling and Stress Testing,4,8.02985,AI Decision Support with Human Oversight
307,AIR007,AI Security and Misuse Resistance,5,7.78307,AI Decision Support with Human Oversight
307,AIR003,AI-Assisted Infrastructure Maintenance,6,7.74901,AI Decision Support with Human Oversight
307,AIR001,AI Early Warning and Anomaly Detection,7,7.72,AI Decision Support with Human Oversight
308,AIR006,AI Governance Audit and Drift Monitoring,1,8.36952,AI Governance Audit and Drift Monitoring
308,AIR003,AI-Assisted Infrastructure Maintenance,2,8.2785,AI Governance Audit and Drift Monitoring
308,AIR005,Participatory AI and Local Knowledge Integration,3,8.27809,AI Governance Audit and Drift Monitoring
308,AIR004,AI Decision Support with Human Oversight,4,8.03817,AI Governance Audit and Drift Monitoring
308,AIR001,AI Early Warning and Anomaly Detection,5,7.98384,AI Governance Audit and Drift Monitoring
308,AIR002,AI Scenario Modeling and Stress Testing,6,7.89459,AI Governance Audit and Drift Monitoring
308,AIR007,AI Security and Misuse Resistance,7,7.81673,AI Governance Audit and Drift Monitoring
309,AIR004,AI Decision Support with Human Oversight,1,8.47752,AI Decision Support with Human Oversight
309,AIR006,AI Governance Audit and Drift Monitoring,2,8.42843,AI Decision Support with Human Oversight
309,AIR002,AI Scenario Modeling and Stress Testing,3,8.32612,AI Decision Support with Human Oversight
309,AIR005,Participatory AI and Local Knowledge Integration,4,8.13101,AI Decision Support with Human Oversight
309,AIR003,AI-Assisted Infrastructure Maintenance,5,7.93001,AI Decision Support with Human Oversight
309,AIR001,AI Early Warning and Anomaly Detection,6,7.90619,AI Decision Support with Human Oversight
309,AIR007,AI Security and Misuse Resistance,7,7.69032,AI Decision Support with Human Oversight
310,AIR004,AI Decision Support with Human Oversight,1,8.24629,AI Decision Support with Human Oversight
