simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
923,ERS004,Critical Infrastructure Hardening Only,8,5.19034
924,ERS007,Equity-Weighted Recovery Fund,1,7.71957
924,ERS005,Public Housing Climate Retrofit Program,2,7.53701
924,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.50124
924,ERS002,Managed Retreat with Social Protection,4,7.41226
924,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.38167
924,ERS003,Community-Led Heat Resilience Network,6,6.81206
924,ERS001,Targeted Flood Defense Upgrade,7,5.73027
924,ERS004,Critical Infrastructure Hardening Only,8,5.32281
925,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.16236
925,ERS007,Equity-Weighted Recovery Fund,2,8.05234
925,ERS005,Public Housing Climate Retrofit Program,3,7.59491
925,ERS003,Community-Led Heat Resilience Network,4,7.58518
925,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.35363
925,ERS002,Managed Retreat with Social Protection,6,7.1036
925,ERS001,Targeted Flood Defense Upgrade,7,5.7644
925,ERS004,Critical Infrastructure Hardening Only,8,5.48952
926,ERS005,Public Housing Climate Retrofit Program,1,8.14924
926,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.79063
926,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.74312
926,ERS002,Managed Retreat with Social Protection,4,7.69409
926,ERS003,Community-Led Heat Resilience Network,5,7.42369
926,ERS007,Equity-Weighted Recovery Fund,6,7.41709
926,ERS001,Targeted Flood Defense Upgrade,7,6.17898
926,ERS004,Critical Infrastructure Hardening Only,8,5.29763
927,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.80412
927,ERS002,Managed Retreat with Social Protection,2,7.80322
927,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.70084
927,ERS007,Equity-Weighted Recovery Fund,4,7.47031
927,ERS005,Public Housing Climate Retrofit Program,5,7.3354
927,ERS003,Community-Led Heat Resilience Network,6,7.22811
927,ERS001,Targeted Flood Defense Upgrade,7,5.72369
927,ERS004,Critical Infrastructure Hardening Only,8,5.32805
928,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.87639
928,ERS007,Equity-Weighted Recovery Fund,2,7.81397
928,ERS003,Community-Led Heat Resilience Network,3,7.42241
928,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.41689
928,ERS005,Public Housing Climate Retrofit Program,5,7.37899
928,ERS002,Managed Retreat with Social Protection,6,7.34656
928,ERS001,Targeted Flood Defense Upgrade,7,6.37146
928,ERS004,Critical Infrastructure Hardening Only,8,4.88899
929,ERS002,Managed Retreat with Social Protection,1,7.98175
929,ERS007,Equity-Weighted Recovery Fund,2,7.83762
929,ERS005,Public Housing Climate Retrofit Program,3,7.74471
929,ERS003,Community-Led Heat Resilience Network,4,7.61056
929,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.4256
929,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.36698
929,ERS001,Targeted Flood Defense Upgrade,7,5.82167
929,ERS004,Critical Infrastructure Hardening Only,8,4.90681
930,ERS007,Equity-Weighted Recovery Fund,1,8.16518
930,ERS005,Public Housing Climate Retrofit Program,2,7.8898
930,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.79449
930,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.44101
930,ERS003,Community-Led Heat Resilience Network,5,7.27166
930,ERS002,Managed Retreat with Social Protection,6,6.83821
930,ERS001,Targeted Flood Defense Upgrade,7,6.69567
930,ERS004,Critical Infrastructure Hardening Only,8,4.95476
931,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.97331
931,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.79787
931,ERS007,Equity-Weighted Recovery Fund,3,7.54419
931,ERS003,Community-Led Heat Resilience Network,4,7.50796
931,ERS002,Managed Retreat with Social Protection,5,7.39286
931,ERS005,Public Housing Climate Retrofit Program,6,7.23211
931,ERS001,Targeted Flood Defense Upgrade,7,5.97239
931,ERS004,Critical Infrastructure Hardening Only,8,4.2975
932,ERS005,Public Housing Climate Retrofit Program,1,7.93177
932,ERS007,Equity-Weighted Recovery Fund,2,7.54359
932,ERS002,Managed Retreat with Social Protection,3,7.53193
932,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.49717
932,ERS003,Community-Led Heat Resilience Network,5,7.44843
932,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.41343
932,ERS001,Targeted Flood Defense Upgrade,7,5.69796
932,ERS004,Critical Infrastructure Hardening Only,8,5.24583
933,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.63401
933,ERS003,Community-Led Heat Resilience Network,2,7.6241
933,ERS005,Public Housing Climate Retrofit Program,3,7.61468
933,ERS007,Equity-Weighted Recovery Fund,4,7.31061
933,ERS002,Managed Retreat with Social Protection,5,7.14549
933,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.14215
933,ERS001,Targeted Flood Defense Upgrade,7,6.8465
933,ERS004,Critical Infrastructure Hardening Only,8,5.3332
934,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.85119
934,ERS007,Equity-Weighted Recovery Fund,2,7.69615
934,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.57967
934,ERS005,Public Housing Climate Retrofit Program,4,7.56379
934,ERS002,Managed Retreat with Social Protection,5,7.22538
934,ERS003,Community-Led Heat Resilience Network,6,7.22327
934,ERS001,Targeted Flood Defense Upgrade,7,5.86946
934,ERS004,Critical Infrastructure Hardening Only,8,4.48032
935,ERS005,Public Housing Climate Retrofit Program,1,7.80095
935,ERS007,Equity-Weighted Recovery Fund,2,7.7966
935,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.60373
935,ERS003,Community-Led Heat Resilience Network,4,7.46575
935,ERS002,Managed Retreat with Social Protection,5,7.34667
935,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.30746
935,ERS001,Targeted Flood Defense Upgrade,7,6.25818
935,ERS004,Critical Infrastructure Hardening Only,8,5.17364
936,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.16086
936,ERS007,Equity-Weighted Recovery Fund,2,7.67117
936,ERS005,Public Housing Climate Retrofit Program,3,7.64896
936,ERS003,Community-Led Heat Resilience Network,4,7.60678
936,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.51705
936,ERS002,Managed Retreat with Social Protection,6,7.28543
936,ERS001,Targeted Flood Defense Upgrade,7,5.89089
936,ERS004,Critical Infrastructure Hardening Only,8,4.98015
937,ERS007,Equity-Weighted Recovery Fund,1,8.18142
937,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.89885
937,ERS003,Community-Led Heat Resilience Network,3,7.75704
937,ERS005,Public Housing Climate Retrofit Program,4,7.58436
937,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.40016
937,ERS002,Managed Retreat with Social Protection,6,7.29788
937,ERS001,Targeted Flood Defense Upgrade,7,6.0606
937,ERS004,Critical Infrastructure Hardening Only,8,5.82813
938,ERS005,Public Housing Climate Retrofit Program,1,7.92864
938,ERS007,Equity-Weighted Recovery Fund,2,7.84239
938,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.79051
938,ERS002,Managed Retreat with Social Protection,4,7.62209
938,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.27877
938,ERS003,Community-Led Heat Resilience Network,6,7.01817
938,ERS001,Targeted Flood Defense Upgrade,7,5.97099
938,ERS004,Critical Infrastructure Hardening Only,8,5.51887
939,ERS005,Public Housing Climate Retrofit Program,1,7.75025
939,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.71324
939,ERS007,Equity-Weighted Recovery Fund,3,7.55658
939,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.44352
939,ERS002,Managed Retreat with Social Protection,5,7.41342
939,ERS003,Community-Led Heat Resilience Network,6,7.10986
939,ERS001,Targeted Flood Defense Upgrade,7,5.28596
939,ERS004,Critical Infrastructure Hardening Only,8,5.12502
940,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.8578
940,ERS005,Public Housing Climate Retrofit Program,2,7.76545
940,ERS002,Managed Retreat with Social Protection,3,7.69238
940,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.67954
940,ERS007,Equity-Weighted Recovery Fund,5,7.63741
940,ERS003,Community-Led Heat Resilience Network,6,7.08045
940,ERS001,Targeted Flood Defense Upgrade,7,5.89483
940,ERS004,Critical Infrastructure Hardening Only,8,5.25297
941,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.85859
941,ERS005,Public Housing Climate Retrofit Program,2,7.76819
941,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.60432
941,ERS003,Community-Led Heat Resilience Network,4,7.38897
941,ERS007,Equity-Weighted Recovery Fund,5,7.36832
941,ERS002,Managed Retreat with Social Protection,6,7.32931
941,ERS001,Targeted Flood Defense Upgrade,7,6.0908
941,ERS004,Critical Infrastructure Hardening Only,8,5.1203
942,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.8506
942,ERS007,Equity-Weighted Recovery Fund,2,7.76001
942,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.49076
942,ERS003,Community-Led Heat Resilience Network,4,7.40706
942,ERS002,Managed Retreat with Social Protection,5,7.04628
942,ERS005,Public Housing Climate Retrofit Program,6,7.03363
942,ERS001,Targeted Flood Defense Upgrade,7,5.59021
942,ERS004,Critical Infrastructure Hardening Only,8,5.45794
943,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.79965
943,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.59434
943,ERS005,Public Housing Climate Retrofit Program,3,7.4337
943,ERS003,Community-Led Heat Resilience Network,4,7.26554
943,ERS002,Managed Retreat with Social Protection,5,7.20268
943,ERS007,Equity-Weighted Recovery Fund,6,7.08182
943,ERS001,Targeted Flood Defense Upgrade,7,6.47612
943,ERS004,Critical Infrastructure Hardening Only,8,4.93841
944,ERS003,Community-Led Heat Resilience Network,1,8.03868
944,ERS005,Public Housing Climate Retrofit Program,2,7.74471
944,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.72413
944,ERS007,Equity-Weighted Recovery Fund,4,7.50479
944,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.4888
944,ERS002,Managed Retreat with Social Protection,6,7.19336
944,ERS001,Targeted Flood Defense Upgrade,7,5.87752
944,ERS004,Critical Infrastructure Hardening Only,8,5.50973
945,ERS005,Public Housing Climate Retrofit Program,1,8.20805
945,ERS006,Watershed Restoration with Indigenous Co-Governance,2,8.01293
945,ERS003,Community-Led Heat Resilience Network,3,7.9257
945,ERS002,Managed Retreat with Social Protection,4,7.38031
945,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.27251
945,ERS007,Equity-Weighted Recovery Fund,6,7.10435
945,ERS001,Targeted Flood Defense Upgrade,7,5.92212
945,ERS004,Critical Infrastructure Hardening Only,8,4.74329
946,ERS005,Public Housing Climate Retrofit Program,1,8.0186
946,ERS003,Community-Led Heat Resilience Network,2,7.7742
946,ERS002,Managed Retreat with Social Protection,3,7.71055
946,ERS007,Equity-Weighted Recovery Fund,4,7.69623
946,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.61544
946,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.2136
946,ERS001,Targeted Flood Defense Upgrade,7,5.96857
946,ERS004,Critical Infrastructure Hardening Only,8,5.168
947,ERS002,Managed Retreat with Social Protection,1,7.83311
947,ERS007,Equity-Weighted Recovery Fund,2,7.77561
947,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.54058
947,ERS005,Public Housing Climate Retrofit Program,4,7.45505
947,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.36842
947,ERS003,Community-Led Heat Resilience Network,6,7.22598
947,ERS001,Targeted Flood Defense Upgrade,7,6.0516
947,ERS004,Critical Infrastructure Hardening Only,8,5.28211
948,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.08599
948,ERS005,Public Housing Climate Retrofit Program,2,7.7259
948,ERS003,Community-Led Heat Resilience Network,3,7.68078
948,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.41195
948,ERS002,Managed Retreat with Social Protection,5,7.3455
948,ERS007,Equity-Weighted Recovery Fund,6,6.96075
948,ERS001,Targeted Flood Defense Upgrade,7,6.11837
948,ERS004,Critical Infrastructure Hardening Only,8,4.99592
949,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.98595
949,ERS003,Community-Led Heat Resilience Network,2,7.83291
949,ERS007,Equity-Weighted Recovery Fund,3,7.65555
949,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.6066
949,ERS005,Public Housing Climate Retrofit Program,5,7.46543
949,ERS002,Managed Retreat with Social Protection,6,7.22496
949,ERS001,Targeted Flood Defense Upgrade,7,6.45736
949,ERS004,Critical Infrastructure Hardening Only,8,4.65399
950,ERS007,Equity-Weighted Recovery Fund,1,7.93268
950,ERS005,Public Housing Climate Retrofit Program,2,7.67738
950,ERS003,Community-Led Heat Resilience Network,3,7.48792
950,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.41543
950,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.24704
950,ERS002,Managed Retreat with Social Protection,6,7.07452
950,ERS001,Targeted Flood Defense Upgrade,7,6.18022
950,ERS004,Critical Infrastructure Hardening Only,8,4.97142
951,ERS005,Public Housing Climate Retrofit Program,1,8.12158
951,ERS003,Community-Led Heat Resilience Network,2,7.79564
951,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.77058
951,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.68169
951,ERS007,Equity-Weighted Recovery Fund,5,7.56811
951,ERS002,Managed Retreat with Social Protection,6,7.48873
951,ERS001,Targeted Flood Defense Upgrade,7,5.95889
951,ERS004,Critical Infrastructure Hardening Only,8,5.23306
952,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.04386
952,ERS005,Public Housing Climate Retrofit Program,2,7.74366
952,ERS007,Equity-Weighted Recovery Fund,3,7.43837
952,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.37273
952,ERS002,Managed Retreat with Social Protection,5,7.13743
952,ERS003,Community-Led Heat Resilience Network,6,7.01832
952,ERS001,Targeted Flood Defense Upgrade,7,5.76862
952,ERS004,Critical Infrastructure Hardening Only,8,5.06174
953,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.88932
953,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.86773
953,ERS005,Public Housing Climate Retrofit Program,3,7.70262
953,ERS007,Equity-Weighted Recovery Fund,4,7.68953
953,ERS003,Community-Led Heat Resilience Network,5,7.23059
953,ERS002,Managed Retreat with Social Protection,6,7.0276
953,ERS001,Targeted Flood Defense Upgrade,7,5.65976
953,ERS004,Critical Infrastructure Hardening Only,8,5.02004
954,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.92028
954,ERS003,Community-Led Heat Resilience Network,2,7.83608
954,ERS007,Equity-Weighted Recovery Fund,3,7.75417
954,ERS005,Public Housing Climate Retrofit Program,4,7.64886
954,ERS002,Managed Retreat with Social Protection,5,7.03407
954,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.80585
954,ERS001,Targeted Flood Defense Upgrade,7,6.07538
954,ERS004,Critical Infrastructure Hardening Only,8,4.81031
955,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.9689
955,ERS007,Equity-Weighted Recovery Fund,2,7.85614
955,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.75686
955,ERS005,Public Housing Climate Retrofit Program,4,7.67073
955,ERS003,Community-Led Heat Resilience Network,5,7.55203
955,ERS002,Managed Retreat with Social Protection,6,7.31154
955,ERS001,Targeted Flood Defense Upgrade,7,5.84922
955,ERS004,Critical Infrastructure Hardening Only,8,5.23745
956,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.87525
956,ERS003,Community-Led Heat Resilience Network,2,7.80705
956,ERS002,Managed Retreat with Social Protection,3,7.56673
956,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.5527
956,ERS005,Public Housing Climate Retrofit Program,5,7.46621
956,ERS007,Equity-Weighted Recovery Fund,6,7.1961
956,ERS001,Targeted Flood Defense Upgrade,7,5.85475
956,ERS004,Critical Infrastructure Hardening Only,8,5.31019
957,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.70131
957,ERS005,Public Housing Climate Retrofit Program,2,7.51103
957,ERS003,Community-Led Heat Resilience Network,3,7.48644
957,ERS002,Managed Retreat with Social Protection,4,7.4413
957,ERS007,Equity-Weighted Recovery Fund,5,7.27583
957,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.18656
957,ERS001,Targeted Flood Defense Upgrade,7,6.11024
957,ERS004,Critical Infrastructure Hardening Only,8,5.07878
958,ERS007,Equity-Weighted Recovery Fund,1,7.81446
958,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.7277
