simulation_id,strategy_id,strategy,rank,economic_resilience_value,winner
740,ER006,Community Finance and Small Business Continuity Fund,2,8.09493,Climate Transition and Just Regional Development Plan
740,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.01575,Climate Transition and Just Regional Development Plan
740,ER001,Industrial Diversification and Local Production Program,4,7.9715,Climate Transition and Just Regional Development Plan
740,ER003,Workforce Retraining and Mobility Initiative,5,7.71619,Climate Transition and Just Regional Development Plan
740,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.66542,Climate Transition and Just Regional Development Plan
741,ER003,Workforce Retraining and Mobility Initiative,1,8.45043,Workforce Retraining and Mobility Initiative
741,ER005,Climate Transition and Just Regional Development Plan,2,8.44634,Workforce Retraining and Mobility Initiative
741,ER006,Community Finance and Small Business Continuity Fund,3,8.34828,Workforce Retraining and Mobility Initiative
741,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.13087,Workforce Retraining and Mobility Initiative
741,ER001,Industrial Diversification and Local Production Program,5,7.98024,Workforce Retraining and Mobility Initiative
741,ER004,Countercyclical Stabilization and Public Investment Framework,6,7.90101,Workforce Retraining and Mobility Initiative
742,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.46293,Countercyclical Stabilization and Public Investment Framework
742,ER006,Community Finance and Small Business Continuity Fund,2,8.39958,Countercyclical Stabilization and Public Investment Framework
742,ER001,Industrial Diversification and Local Production Program,3,8.34719,Countercyclical Stabilization and Public Investment Framework
742,ER003,Workforce Retraining and Mobility Initiative,4,8.21676,Countercyclical Stabilization and Public Investment Framework
742,ER005,Climate Transition and Just Regional Development Plan,5,8.18915,Countercyclical Stabilization and Public Investment Framework
742,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.46919,Countercyclical Stabilization and Public Investment Framework
743,ER006,Community Finance and Small Business Continuity Fund,1,8.48294,Community Finance and Small Business Continuity Fund
743,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.30559,Community Finance and Small Business Continuity Fund
743,ER001,Industrial Diversification and Local Production Program,3,8.29443,Community Finance and Small Business Continuity Fund
743,ER003,Workforce Retraining and Mobility Initiative,4,8.24676,Community Finance and Small Business Continuity Fund
743,ER005,Climate Transition and Just Regional Development Plan,5,8.212,Community Finance and Small Business Continuity Fund
743,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.92149,Community Finance and Small Business Continuity Fund
744,ER001,Industrial Diversification and Local Production Program,1,8.42191,Industrial Diversification and Local Production Program
744,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.40253,Industrial Diversification and Local Production Program
744,ER005,Climate Transition and Just Regional Development Plan,3,8.31796,Industrial Diversification and Local Production Program
744,ER006,Community Finance and Small Business Continuity Fund,4,8.15547,Industrial Diversification and Local Production Program
744,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.05729,Industrial Diversification and Local Production Program
744,ER003,Workforce Retraining and Mobility Initiative,6,7.9289,Industrial Diversification and Local Production Program
745,ER005,Climate Transition and Just Regional Development Plan,1,8.4952,Climate Transition and Just Regional Development Plan
745,ER001,Industrial Diversification and Local Production Program,2,8.38485,Climate Transition and Just Regional Development Plan
745,ER006,Community Finance and Small Business Continuity Fund,3,8.33821,Climate Transition and Just Regional Development Plan
745,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.28326,Climate Transition and Just Regional Development Plan
745,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.0883,Climate Transition and Just Regional Development Plan
745,ER003,Workforce Retraining and Mobility Initiative,6,8.02441,Climate Transition and Just Regional Development Plan
746,ER006,Community Finance and Small Business Continuity Fund,1,8.23041,Community Finance and Small Business Continuity Fund
746,ER002,Supply Chain Buffer and Redundancy Strategy,2,8.20134,Community Finance and Small Business Continuity Fund
746,ER005,Climate Transition and Just Regional Development Plan,3,8.06724,Community Finance and Small Business Continuity Fund
746,ER003,Workforce Retraining and Mobility Initiative,4,7.98194,Community Finance and Small Business Continuity Fund
746,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.90464,Community Finance and Small Business Continuity Fund
746,ER001,Industrial Diversification and Local Production Program,6,7.69198,Community Finance and Small Business Continuity Fund
747,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.51839,Countercyclical Stabilization and Public Investment Framework
747,ER006,Community Finance and Small Business Continuity Fund,2,8.40491,Countercyclical Stabilization and Public Investment Framework
747,ER005,Climate Transition and Just Regional Development Plan,3,8.35288,Countercyclical Stabilization and Public Investment Framework
747,ER003,Workforce Retraining and Mobility Initiative,4,8.27776,Countercyclical Stabilization and Public Investment Framework
747,ER001,Industrial Diversification and Local Production Program,5,7.95392,Countercyclical Stabilization and Public Investment Framework
747,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.64763,Countercyclical Stabilization and Public Investment Framework
748,ER005,Climate Transition and Just Regional Development Plan,1,8.44834,Climate Transition and Just Regional Development Plan
748,ER006,Community Finance and Small Business Continuity Fund,2,8.39671,Climate Transition and Just Regional Development Plan
748,ER001,Industrial Diversification and Local Production Program,3,8.39197,Climate Transition and Just Regional Development Plan
748,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.21774,Climate Transition and Just Regional Development Plan
748,ER003,Workforce Retraining and Mobility Initiative,5,7.72018,Climate Transition and Just Regional Development Plan
748,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.55754,Climate Transition and Just Regional Development Plan
749,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.43327,Countercyclical Stabilization and Public Investment Framework
749,ER006,Community Finance and Small Business Continuity Fund,2,8.14226,Countercyclical Stabilization and Public Investment Framework
749,ER005,Climate Transition and Just Regional Development Plan,3,8.06369,Countercyclical Stabilization and Public Investment Framework
749,ER003,Workforce Retraining and Mobility Initiative,4,8.00958,Countercyclical Stabilization and Public Investment Framework
749,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.85681,Countercyclical Stabilization and Public Investment Framework
749,ER001,Industrial Diversification and Local Production Program,6,7.85489,Countercyclical Stabilization and Public Investment Framework
750,ER005,Climate Transition and Just Regional Development Plan,1,8.46437,Climate Transition and Just Regional Development Plan
750,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.26284,Climate Transition and Just Regional Development Plan
750,ER003,Workforce Retraining and Mobility Initiative,3,8.10556,Climate Transition and Just Regional Development Plan
750,ER006,Community Finance and Small Business Continuity Fund,4,8.05981,Climate Transition and Just Regional Development Plan
750,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.94495,Climate Transition and Just Regional Development Plan
750,ER001,Industrial Diversification and Local Production Program,6,7.92686,Climate Transition and Just Regional Development Plan
751,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.25017,Countercyclical Stabilization and Public Investment Framework
751,ER005,Climate Transition and Just Regional Development Plan,2,8.21893,Countercyclical Stabilization and Public Investment Framework
751,ER006,Community Finance and Small Business Continuity Fund,3,8.20782,Countercyclical Stabilization and Public Investment Framework
751,ER003,Workforce Retraining and Mobility Initiative,4,8.06017,Countercyclical Stabilization and Public Investment Framework
751,ER001,Industrial Diversification and Local Production Program,5,7.86204,Countercyclical Stabilization and Public Investment Framework
751,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.58257,Countercyclical Stabilization and Public Investment Framework
752,ER005,Climate Transition and Just Regional Development Plan,1,8.54285,Climate Transition and Just Regional Development Plan
