simulation_id,strategy_id,strategy,rank,containment_value,winner
534,CS001,Microgrid and Critical Service Islanding,1,7.44834,Microgrid and Critical Service Islanding
534,CS006,Neighborhood Resilience Hub Network,2,7.15967,Microgrid and Critical Service Islanding
534,CS005,Digital Service Isolation and Offline Fallbacks,3,7.11159,Microgrid and Critical Service Islanding
534,CS004,Cross-Agency Emergency Coordination Cells,4,6.99708,Microgrid and Critical Service Islanding
534,CS003,Wetland and Floodplain Buffer Network,5,6.9604,Microgrid and Critical Service Islanding
534,CS002,Regional Supply Network Diversification,6,6.75773,Microgrid and Critical Service Islanding
535,CS001,Microgrid and Critical Service Islanding,1,7.35708,Microgrid and Critical Service Islanding
535,CS006,Neighborhood Resilience Hub Network,2,7.23449,Microgrid and Critical Service Islanding
535,CS004,Cross-Agency Emergency Coordination Cells,3,7.09314,Microgrid and Critical Service Islanding
535,CS003,Wetland and Floodplain Buffer Network,4,6.96072,Microgrid and Critical Service Islanding
535,CS002,Regional Supply Network Diversification,5,6.90656,Microgrid and Critical Service Islanding
535,CS005,Digital Service Isolation and Offline Fallbacks,6,6.81821,Microgrid and Critical Service Islanding
536,CS005,Digital Service Isolation and Offline Fallbacks,1,7.58135,Digital Service Isolation and Offline Fallbacks
536,CS004,Cross-Agency Emergency Coordination Cells,2,7.4886,Digital Service Isolation and Offline Fallbacks
536,CS001,Microgrid and Critical Service Islanding,3,7.36148,Digital Service Isolation and Offline Fallbacks
536,CS006,Neighborhood Resilience Hub Network,4,7.18739,Digital Service Isolation and Offline Fallbacks
536,CS002,Regional Supply Network Diversification,5,6.86701,Digital Service Isolation and Offline Fallbacks
536,CS003,Wetland and Floodplain Buffer Network,6,6.41224,Digital Service Isolation and Offline Fallbacks
537,CS004,Cross-Agency Emergency Coordination Cells,1,7.26817,Cross-Agency Emergency Coordination Cells
537,CS005,Digital Service Isolation and Offline Fallbacks,2,7.23597,Cross-Agency Emergency Coordination Cells
537,CS001,Microgrid and Critical Service Islanding,3,7.18065,Cross-Agency Emergency Coordination Cells
537,CS006,Neighborhood Resilience Hub Network,4,6.96636,Cross-Agency Emergency Coordination Cells
537,CS003,Wetland and Floodplain Buffer Network,5,6.67435,Cross-Agency Emergency Coordination Cells
537,CS002,Regional Supply Network Diversification,6,6.52608,Cross-Agency Emergency Coordination Cells
538,CS005,Digital Service Isolation and Offline Fallbacks,1,7.77796,Digital Service Isolation and Offline Fallbacks
538,CS001,Microgrid and Critical Service Islanding,2,7.27689,Digital Service Isolation and Offline Fallbacks
538,CS006,Neighborhood Resilience Hub Network,3,7.09309,Digital Service Isolation and Offline Fallbacks
538,CS003,Wetland and Floodplain Buffer Network,4,7.09157,Digital Service Isolation and Offline Fallbacks
538,CS004,Cross-Agency Emergency Coordination Cells,5,6.73695,Digital Service Isolation and Offline Fallbacks
538,CS002,Regional Supply Network Diversification,6,6.60976,Digital Service Isolation and Offline Fallbacks
539,CS001,Microgrid and Critical Service Islanding,1,7.58577,Microgrid and Critical Service Islanding
539,CS005,Digital Service Isolation and Offline Fallbacks,2,7.32728,Microgrid and Critical Service Islanding
539,CS006,Neighborhood Resilience Hub Network,3,7.31249,Microgrid and Critical Service Islanding
539,CS003,Wetland and Floodplain Buffer Network,4,7.07647,Microgrid and Critical Service Islanding
539,CS002,Regional Supply Network Diversification,5,6.95722,Microgrid and Critical Service Islanding
539,CS004,Cross-Agency Emergency Coordination Cells,6,6.85014,Microgrid and Critical Service Islanding
540,CS005,Digital Service Isolation and Offline Fallbacks,1,7.45737,Digital Service Isolation and Offline Fallbacks
540,CS001,Microgrid and Critical Service Islanding,2,7.16385,Digital Service Isolation and Offline Fallbacks
540,CS006,Neighborhood Resilience Hub Network,3,6.96388,Digital Service Isolation and Offline Fallbacks
540,CS004,Cross-Agency Emergency Coordination Cells,4,6.83964,Digital Service Isolation and Offline Fallbacks
540,CS003,Wetland and Floodplain Buffer Network,5,6.77844,Digital Service Isolation and Offline Fallbacks
540,CS002,Regional Supply Network Diversification,6,6.71731,Digital Service Isolation and Offline Fallbacks
541,CS001,Microgrid and Critical Service Islanding,1,7.3768,Microgrid and Critical Service Islanding
541,CS006,Neighborhood Resilience Hub Network,2,7.31273,Microgrid and Critical Service Islanding
541,CS005,Digital Service Isolation and Offline Fallbacks,3,7.10342,Microgrid and Critical Service Islanding
541,CS004,Cross-Agency Emergency Coordination Cells,4,7.05546,Microgrid and Critical Service Islanding
541,CS003,Wetland and Floodplain Buffer Network,5,6.8766,Microgrid and Critical Service Islanding
541,CS002,Regional Supply Network Diversification,6,6.84435,Microgrid and Critical Service Islanding
542,CS006,Neighborhood Resilience Hub Network,1,7.42268,Neighborhood Resilience Hub Network
542,CS001,Microgrid and Critical Service Islanding,2,7.36738,Neighborhood Resilience Hub Network
542,CS005,Digital Service Isolation and Offline Fallbacks,3,7.25515,Neighborhood Resilience Hub Network
542,CS002,Regional Supply Network Diversification,4,6.96179,Neighborhood Resilience Hub Network
542,CS004,Cross-Agency Emergency Coordination Cells,5,6.94255,Neighborhood Resilience Hub Network
542,CS003,Wetland and Floodplain Buffer Network,6,6.93893,Neighborhood Resilience Hub Network
543,CS001,Microgrid and Critical Service Islanding,1,7.68405,Microgrid and Critical Service Islanding
543,CS005,Digital Service Isolation and Offline Fallbacks,2,7.34399,Microgrid and Critical Service Islanding
543,CS003,Wetland and Floodplain Buffer Network,3,7.31155,Microgrid and Critical Service Islanding
543,CS004,Cross-Agency Emergency Coordination Cells,4,7.0991,Microgrid and Critical Service Islanding
543,CS006,Neighborhood Resilience Hub Network,5,6.64095,Microgrid and Critical Service Islanding
543,CS002,Regional Supply Network Diversification,6,6.56656,Microgrid and Critical Service Islanding
544,CS005,Digital Service Isolation and Offline Fallbacks,1,7.42551,Digital Service Isolation and Offline Fallbacks
544,CS001,Microgrid and Critical Service Islanding,2,7.42179,Digital Service Isolation and Offline Fallbacks
544,CS006,Neighborhood Resilience Hub Network,3,7.36822,Digital Service Isolation and Offline Fallbacks
544,CS002,Regional Supply Network Diversification,4,6.85579,Digital Service Isolation and Offline Fallbacks
544,CS003,Wetland and Floodplain Buffer Network,5,6.83165,Digital Service Isolation and Offline Fallbacks
544,CS004,Cross-Agency Emergency Coordination Cells,6,6.76577,Digital Service Isolation and Offline Fallbacks
545,CS001,Microgrid and Critical Service Islanding,1,7.3716,Microgrid and Critical Service Islanding
545,CS005,Digital Service Isolation and Offline Fallbacks,2,7.3338,Microgrid and Critical Service Islanding
545,CS002,Regional Supply Network Diversification,3,7.24355,Microgrid and Critical Service Islanding
545,CS006,Neighborhood Resilience Hub Network,4,7.06235,Microgrid and Critical Service Islanding
545,CS003,Wetland and Floodplain Buffer Network,5,7.02768,Microgrid and Critical Service Islanding
545,CS004,Cross-Agency Emergency Coordination Cells,6,6.57546,Microgrid and Critical Service Islanding
546,CS001,Microgrid and Critical Service Islanding,1,7.37491,Microgrid and Critical Service Islanding
546,CS006,Neighborhood Resilience Hub Network,2,7.17095,Microgrid and Critical Service Islanding
546,CS005,Digital Service Isolation and Offline Fallbacks,3,7.1492,Microgrid and Critical Service Islanding
546,CS004,Cross-Agency Emergency Coordination Cells,4,6.807,Microgrid and Critical Service Islanding
546,CS002,Regional Supply Network Diversification,5,6.72378,Microgrid and Critical Service Islanding
546,CS003,Wetland and Floodplain Buffer Network,6,6.58058,Microgrid and Critical Service Islanding
547,CS001,Microgrid and Critical Service Islanding,1,7.29999,Microgrid and Critical Service Islanding
547,CS005,Digital Service Isolation and Offline Fallbacks,2,7.13155,Microgrid and Critical Service Islanding
547,CS006,Neighborhood Resilience Hub Network,3,7.07012,Microgrid and Critical Service Islanding
547,CS003,Wetland and Floodplain Buffer Network,4,6.84948,Microgrid and Critical Service Islanding
547,CS004,Cross-Agency Emergency Coordination Cells,5,6.82225,Microgrid and Critical Service Islanding
547,CS002,Regional Supply Network Diversification,6,6.7195,Microgrid and Critical Service Islanding
548,CS006,Neighborhood Resilience Hub Network,1,7.18118,Neighborhood Resilience Hub Network
548,CS001,Microgrid and Critical Service Islanding,2,7.11532,Neighborhood Resilience Hub Network
548,CS005,Digital Service Isolation and Offline Fallbacks,3,6.8485,Neighborhood Resilience Hub Network
548,CS003,Wetland and Floodplain Buffer Network,4,6.82733,Neighborhood Resilience Hub Network
548,CS004,Cross-Agency Emergency Coordination Cells,5,6.78027,Neighborhood Resilience Hub Network
548,CS002,Regional Supply Network Diversification,6,6.70015,Neighborhood Resilience Hub Network
549,CS005,Digital Service Isolation and Offline Fallbacks,1,7.25411,Digital Service Isolation and Offline Fallbacks
549,CS001,Microgrid and Critical Service Islanding,2,7.1843,Digital Service Isolation and Offline Fallbacks
549,CS003,Wetland and Floodplain Buffer Network,3,7.01102,Digital Service Isolation and Offline Fallbacks
549,CS004,Cross-Agency Emergency Coordination Cells,4,6.90705,Digital Service Isolation and Offline Fallbacks
549,CS006,Neighborhood Resilience Hub Network,5,6.80388,Digital Service Isolation and Offline Fallbacks
549,CS002,Regional Supply Network Diversification,6,6.29239,Digital Service Isolation and Offline Fallbacks
550,CS001,Microgrid and Critical Service Islanding,1,7.33441,Microgrid and Critical Service Islanding
550,CS003,Wetland and Floodplain Buffer Network,2,7.28359,Microgrid and Critical Service Islanding
550,CS005,Digital Service Isolation and Offline Fallbacks,3,7.18083,Microgrid and Critical Service Islanding
550,CS006,Neighborhood Resilience Hub Network,4,6.98954,Microgrid and Critical Service Islanding
550,CS002,Regional Supply Network Diversification,5,6.82226,Microgrid and Critical Service Islanding
550,CS004,Cross-Agency Emergency Coordination Cells,6,6.74804,Microgrid and Critical Service Islanding
551,CS001,Microgrid and Critical Service Islanding,1,7.47362,Microgrid and Critical Service Islanding
551,CS005,Digital Service Isolation and Offline Fallbacks,2,7.44984,Microgrid and Critical Service Islanding
551,CS006,Neighborhood Resilience Hub Network,3,7.44721,Microgrid and Critical Service Islanding
551,CS004,Cross-Agency Emergency Coordination Cells,4,7.3634,Microgrid and Critical Service Islanding
551,CS003,Wetland and Floodplain Buffer Network,5,6.8248,Microgrid and Critical Service Islanding
551,CS002,Regional Supply Network Diversification,6,6.56624,Microgrid and Critical Service Islanding
552,CS001,Microgrid and Critical Service Islanding,1,7.44409,Microgrid and Critical Service Islanding
552,CS006,Neighborhood Resilience Hub Network,2,7.18502,Microgrid and Critical Service Islanding
552,CS003,Wetland and Floodplain Buffer Network,3,6.99817,Microgrid and Critical Service Islanding
552,CS005,Digital Service Isolation and Offline Fallbacks,4,6.98995,Microgrid and Critical Service Islanding
552,CS004,Cross-Agency Emergency Coordination Cells,5,6.87907,Microgrid and Critical Service Islanding
552,CS002,Regional Supply Network Diversification,6,6.53761,Microgrid and Critical Service Islanding
553,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48519,Digital Service Isolation and Offline Fallbacks
553,CS003,Wetland and Floodplain Buffer Network,2,7.19686,Digital Service Isolation and Offline Fallbacks
553,CS001,Microgrid and Critical Service Islanding,3,7.19473,Digital Service Isolation and Offline Fallbacks
553,CS002,Regional Supply Network Diversification,4,7.04882,Digital Service Isolation and Offline Fallbacks
553,CS004,Cross-Agency Emergency Coordination Cells,5,6.94787,Digital Service Isolation and Offline Fallbacks
553,CS006,Neighborhood Resilience Hub Network,6,6.90615,Digital Service Isolation and Offline Fallbacks
554,CS005,Digital Service Isolation and Offline Fallbacks,1,7.29684,Digital Service Isolation and Offline Fallbacks
554,CS001,Microgrid and Critical Service Islanding,2,7.1251,Digital Service Isolation and Offline Fallbacks
554,CS004,Cross-Agency Emergency Coordination Cells,3,6.96234,Digital Service Isolation and Offline Fallbacks
554,CS003,Wetland and Floodplain Buffer Network,4,6.73309,Digital Service Isolation and Offline Fallbacks
554,CS006,Neighborhood Resilience Hub Network,5,6.65349,Digital Service Isolation and Offline Fallbacks
554,CS002,Regional Supply Network Diversification,6,6.65348,Digital Service Isolation and Offline Fallbacks
555,CS005,Digital Service Isolation and Offline Fallbacks,1,7.79567,Digital Service Isolation and Offline Fallbacks
555,CS001,Microgrid and Critical Service Islanding,2,7.38317,Digital Service Isolation and Offline Fallbacks
555,CS004,Cross-Agency Emergency Coordination Cells,3,7.32345,Digital Service Isolation and Offline Fallbacks
555,CS002,Regional Supply Network Diversification,4,7.31282,Digital Service Isolation and Offline Fallbacks
555,CS006,Neighborhood Resilience Hub Network,5,7.06515,Digital Service Isolation and Offline Fallbacks
555,CS003,Wetland and Floodplain Buffer Network,6,6.59611,Digital Service Isolation and Offline Fallbacks
556,CS005,Digital Service Isolation and Offline Fallbacks,1,7.57161,Digital Service Isolation and Offline Fallbacks
556,CS001,Microgrid and Critical Service Islanding,2,7.32564,Digital Service Isolation and Offline Fallbacks
