simulation_id,strategy_id,strategy,rank,drr_value,winner
447,DRR005,Integrated Preparedness and Response Training,2,6.94587,Ecosystem-Based Flood and Fire Risk Reduction
447,DRR006,Equitable Recovery and Housing Protection Program,3,6.48036,Ecosystem-Based Flood and Fire Risk Reduction
447,DRR002,Community Early Warning Network,4,6.4614,Ecosystem-Based Flood and Fire Risk Reduction
447,DRR003,Critical Infrastructure Hardening,5,6.21341,Ecosystem-Based Flood and Fire Risk Reduction
447,DRR001,Floodplain Land-Use Restriction,6,6.16997,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.74467,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR005,Integrated Preparedness and Response Training,2,6.71465,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR006,Equitable Recovery and Housing Protection Program,3,6.61609,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR002,Community Early Warning Network,4,6.42353,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR001,Floodplain Land-Use Restriction,5,6.37208,Ecosystem-Based Flood and Fire Risk Reduction
448,DRR003,Critical Infrastructure Hardening,6,6.16331,Ecosystem-Based Flood and Fire Risk Reduction
449,DRR002,Community Early Warning Network,1,6.77946,Community Early Warning Network
449,DRR006,Equitable Recovery and Housing Protection Program,2,6.7238,Community Early Warning Network
449,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.69344,Community Early Warning Network
449,DRR005,Integrated Preparedness and Response Training,4,6.39291,Community Early Warning Network
449,DRR003,Critical Infrastructure Hardening,5,6.37341,Community Early Warning Network
449,DRR001,Floodplain Land-Use Restriction,6,6.21134,Community Early Warning Network
450,DRR006,Equitable Recovery and Housing Protection Program,1,7.20492,Equitable Recovery and Housing Protection Program
450,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.9229,Equitable Recovery and Housing Protection Program
450,DRR005,Integrated Preparedness and Response Training,3,6.74896,Equitable Recovery and Housing Protection Program
450,DRR002,Community Early Warning Network,4,6.07401,Equitable Recovery and Housing Protection Program
450,DRR003,Critical Infrastructure Hardening,5,6.02778,Equitable Recovery and Housing Protection Program
450,DRR001,Floodplain Land-Use Restriction,6,5.94509,Equitable Recovery and Housing Protection Program
451,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.73958,Ecosystem-Based Flood and Fire Risk Reduction
451,DRR001,Floodplain Land-Use Restriction,2,6.40384,Ecosystem-Based Flood and Fire Risk Reduction
451,DRR002,Community Early Warning Network,3,6.34077,Ecosystem-Based Flood and Fire Risk Reduction
451,DRR006,Equitable Recovery and Housing Protection Program,4,6.2685,Ecosystem-Based Flood and Fire Risk Reduction
451,DRR005,Integrated Preparedness and Response Training,5,6.18776,Ecosystem-Based Flood and Fire Risk Reduction
451,DRR003,Critical Infrastructure Hardening,6,5.83555,Ecosystem-Based Flood and Fire Risk Reduction
452,DRR006,Equitable Recovery and Housing Protection Program,1,6.96713,Equitable Recovery and Housing Protection Program
452,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.80091,Equitable Recovery and Housing Protection Program
452,DRR005,Integrated Preparedness and Response Training,3,6.27731,Equitable Recovery and Housing Protection Program
452,DRR002,Community Early Warning Network,4,6.22124,Equitable Recovery and Housing Protection Program
452,DRR003,Critical Infrastructure Hardening,5,5.92395,Equitable Recovery and Housing Protection Program
452,DRR001,Floodplain Land-Use Restriction,6,5.61153,Equitable Recovery and Housing Protection Program
453,DRR002,Community Early Warning Network,1,6.85777,Community Early Warning Network
453,DRR006,Equitable Recovery and Housing Protection Program,2,6.84776,Community Early Warning Network
453,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.38658,Community Early Warning Network
453,DRR005,Integrated Preparedness and Response Training,4,6.14195,Community Early Warning Network
453,DRR003,Critical Infrastructure Hardening,5,6.12771,Community Early Warning Network
453,DRR001,Floodplain Land-Use Restriction,6,5.95381,Community Early Warning Network
454,DRR006,Equitable Recovery and Housing Protection Program,1,7.236,Equitable Recovery and Housing Protection Program
454,DRR002,Community Early Warning Network,2,6.78976,Equitable Recovery and Housing Protection Program
454,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.65724,Equitable Recovery and Housing Protection Program
454,DRR005,Integrated Preparedness and Response Training,4,6.60123,Equitable Recovery and Housing Protection Program
454,DRR003,Critical Infrastructure Hardening,5,6.57337,Equitable Recovery and Housing Protection Program
454,DRR001,Floodplain Land-Use Restriction,6,6.18521,Equitable Recovery and Housing Protection Program
455,DRR006,Equitable Recovery and Housing Protection Program,1,7.09385,Equitable Recovery and Housing Protection Program
455,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.5106,Equitable Recovery and Housing Protection Program
455,DRR002,Community Early Warning Network,3,6.46358,Equitable Recovery and Housing Protection Program
455,DRR005,Integrated Preparedness and Response Training,4,6.00607,Equitable Recovery and Housing Protection Program
455,DRR001,Floodplain Land-Use Restriction,5,5.75358,Equitable Recovery and Housing Protection Program
455,DRR003,Critical Infrastructure Hardening,6,5.68844,Equitable Recovery and Housing Protection Program
456,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.99095,Ecosystem-Based Flood and Fire Risk Reduction
456,DRR006,Equitable Recovery and Housing Protection Program,2,6.86837,Ecosystem-Based Flood and Fire Risk Reduction
456,DRR005,Integrated Preparedness and Response Training,3,6.40083,Ecosystem-Based Flood and Fire Risk Reduction
456,DRR002,Community Early Warning Network,4,6.31364,Ecosystem-Based Flood and Fire Risk Reduction
456,DRR001,Floodplain Land-Use Restriction,5,6.19984,Ecosystem-Based Flood and Fire Risk Reduction
456,DRR003,Critical Infrastructure Hardening,6,6.03182,Ecosystem-Based Flood and Fire Risk Reduction
457,DRR002,Community Early Warning Network,1,6.87874,Community Early Warning Network
457,DRR006,Equitable Recovery and Housing Protection Program,2,6.71098,Community Early Warning Network
457,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.57988,Community Early Warning Network
457,DRR005,Integrated Preparedness and Response Training,4,6.37197,Community Early Warning Network
457,DRR001,Floodplain Land-Use Restriction,5,6.18195,Community Early Warning Network
457,DRR003,Critical Infrastructure Hardening,6,6.11464,Community Early Warning Network
458,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.11288,Ecosystem-Based Flood and Fire Risk Reduction
458,DRR006,Equitable Recovery and Housing Protection Program,2,7.07031,Ecosystem-Based Flood and Fire Risk Reduction
458,DRR001,Floodplain Land-Use Restriction,3,6.33691,Ecosystem-Based Flood and Fire Risk Reduction
458,DRR003,Critical Infrastructure Hardening,4,6.23208,Ecosystem-Based Flood and Fire Risk Reduction
458,DRR002,Community Early Warning Network,5,6.22095,Ecosystem-Based Flood and Fire Risk Reduction
458,DRR005,Integrated Preparedness and Response Training,6,6.13779,Ecosystem-Based Flood and Fire Risk Reduction
459,DRR006,Equitable Recovery and Housing Protection Program,1,6.88919,Equitable Recovery and Housing Protection Program
459,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.71135,Equitable Recovery and Housing Protection Program
459,DRR005,Integrated Preparedness and Response Training,3,6.44669,Equitable Recovery and Housing Protection Program
459,DRR002,Community Early Warning Network,4,6.43917,Equitable Recovery and Housing Protection Program
459,DRR001,Floodplain Land-Use Restriction,5,6.34889,Equitable Recovery and Housing Protection Program
459,DRR003,Critical Infrastructure Hardening,6,6.27014,Equitable Recovery and Housing Protection Program
460,DRR006,Equitable Recovery and Housing Protection Program,1,7.01874,Equitable Recovery and Housing Protection Program
460,DRR002,Community Early Warning Network,2,6.78085,Equitable Recovery and Housing Protection Program
460,DRR001,Floodplain Land-Use Restriction,3,6.73258,Equitable Recovery and Housing Protection Program
460,DRR005,Integrated Preparedness and Response Training,4,6.64085,Equitable Recovery and Housing Protection Program
460,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.50722,Equitable Recovery and Housing Protection Program
460,DRR003,Critical Infrastructure Hardening,6,5.73349,Equitable Recovery and Housing Protection Program
461,DRR006,Equitable Recovery and Housing Protection Program,1,7.03606,Equitable Recovery and Housing Protection Program
461,DRR002,Community Early Warning Network,2,6.88308,Equitable Recovery and Housing Protection Program
461,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.38948,Equitable Recovery and Housing Protection Program
461,DRR005,Integrated Preparedness and Response Training,4,6.36034,Equitable Recovery and Housing Protection Program
461,DRR003,Critical Infrastructure Hardening,5,6.22812,Equitable Recovery and Housing Protection Program
461,DRR001,Floodplain Land-Use Restriction,6,5.85134,Equitable Recovery and Housing Protection Program
462,DRR006,Equitable Recovery and Housing Protection Program,1,7.06373,Equitable Recovery and Housing Protection Program
462,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.96087,Equitable Recovery and Housing Protection Program
462,DRR003,Critical Infrastructure Hardening,3,6.45005,Equitable Recovery and Housing Protection Program
462,DRR002,Community Early Warning Network,4,6.4119,Equitable Recovery and Housing Protection Program
462,DRR005,Integrated Preparedness and Response Training,5,6.36151,Equitable Recovery and Housing Protection Program
462,DRR001,Floodplain Land-Use Restriction,6,6.22574,Equitable Recovery and Housing Protection Program
463,DRR001,Floodplain Land-Use Restriction,1,6.6839,Floodplain Land-Use Restriction
463,DRR002,Community Early Warning Network,2,6.5893,Floodplain Land-Use Restriction
463,DRR006,Equitable Recovery and Housing Protection Program,3,6.49238,Floodplain Land-Use Restriction
463,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.38442,Floodplain Land-Use Restriction
463,DRR005,Integrated Preparedness and Response Training,5,6.14297,Floodplain Land-Use Restriction
463,DRR003,Critical Infrastructure Hardening,6,5.99542,Floodplain Land-Use Restriction
464,DRR005,Integrated Preparedness and Response Training,1,6.85316,Integrated Preparedness and Response Training
464,DRR006,Equitable Recovery and Housing Protection Program,2,6.7787,Integrated Preparedness and Response Training
464,DRR003,Critical Infrastructure Hardening,3,6.60824,Integrated Preparedness and Response Training
464,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.42552,Integrated Preparedness and Response Training
464,DRR002,Community Early Warning Network,5,6.29561,Integrated Preparedness and Response Training
464,DRR001,Floodplain Land-Use Restriction,6,5.79464,Integrated Preparedness and Response Training
465,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.82829,Ecosystem-Based Flood and Fire Risk Reduction
465,DRR006,Equitable Recovery and Housing Protection Program,2,6.71382,Ecosystem-Based Flood and Fire Risk Reduction
465,DRR002,Community Early Warning Network,3,6.43638,Ecosystem-Based Flood and Fire Risk Reduction
465,DRR001,Floodplain Land-Use Restriction,4,6.33694,Ecosystem-Based Flood and Fire Risk Reduction
465,DRR005,Integrated Preparedness and Response Training,5,6.23498,Ecosystem-Based Flood and Fire Risk Reduction
465,DRR003,Critical Infrastructure Hardening,6,5.9921,Ecosystem-Based Flood and Fire Risk Reduction
466,DRR006,Equitable Recovery and Housing Protection Program,1,7.08157,Equitable Recovery and Housing Protection Program
466,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.8258,Equitable Recovery and Housing Protection Program
466,DRR005,Integrated Preparedness and Response Training,3,6.7172,Equitable Recovery and Housing Protection Program
466,DRR002,Community Early Warning Network,4,6.57137,Equitable Recovery and Housing Protection Program
466,DRR001,Floodplain Land-Use Restriction,5,6.20569,Equitable Recovery and Housing Protection Program
466,DRR003,Critical Infrastructure Hardening,6,5.9823,Equitable Recovery and Housing Protection Program
467,DRR006,Equitable Recovery and Housing Protection Program,1,6.73161,Equitable Recovery and Housing Protection Program
467,DRR002,Community Early Warning Network,2,6.63879,Equitable Recovery and Housing Protection Program
467,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.43221,Equitable Recovery and Housing Protection Program
