simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
731,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.50109,Equity-Centered Climate Adaptation Portfolio
731,IIR004,Predictive Maintenance and Asset Renewal,2,8.06168,Equity-Centered Climate Adaptation Portfolio
731,IIR002,Sensor Monitoring and Early Warning Network,3,7.86378,Equity-Centered Climate Adaptation Portfolio
731,IIR005,Cyber-Physical Security and Recovery Program,4,7.85161,Equity-Centered Climate Adaptation Portfolio
731,IIR001,Critical Function and Dependency Mapping,5,7.80511,Equity-Centered Climate Adaptation Portfolio
731,IIR003,Digital Twin and Scenario Stress Testing,6,7.72621,Equity-Centered Climate Adaptation Portfolio
731,IIR007,Interoperability and Vendor Portability Strategy,7,7.63778,Equity-Centered Climate Adaptation Portfolio
732,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.36387,Equity-Centered Climate Adaptation Portfolio
732,IIR002,Sensor Monitoring and Early Warning Network,2,7.99244,Equity-Centered Climate Adaptation Portfolio
732,IIR004,Predictive Maintenance and Asset Renewal,3,7.90135,Equity-Centered Climate Adaptation Portfolio
732,IIR005,Cyber-Physical Security and Recovery Program,4,7.8926,Equity-Centered Climate Adaptation Portfolio
732,IIR003,Digital Twin and Scenario Stress Testing,5,7.87976,Equity-Centered Climate Adaptation Portfolio
732,IIR007,Interoperability and Vendor Portability Strategy,6,7.83459,Equity-Centered Climate Adaptation Portfolio
732,IIR001,Critical Function and Dependency Mapping,7,7.68538,Equity-Centered Climate Adaptation Portfolio
733,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.37077,Equity-Centered Climate Adaptation Portfolio
733,IIR004,Predictive Maintenance and Asset Renewal,2,8.09255,Equity-Centered Climate Adaptation Portfolio
733,IIR001,Critical Function and Dependency Mapping,3,8.07727,Equity-Centered Climate Adaptation Portfolio
733,IIR003,Digital Twin and Scenario Stress Testing,4,7.99584,Equity-Centered Climate Adaptation Portfolio
733,IIR002,Sensor Monitoring and Early Warning Network,5,7.99158,Equity-Centered Climate Adaptation Portfolio
733,IIR007,Interoperability and Vendor Portability Strategy,6,7.85239,Equity-Centered Climate Adaptation Portfolio
733,IIR005,Cyber-Physical Security and Recovery Program,7,7.64631,Equity-Centered Climate Adaptation Portfolio
734,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.2066,Equity-Centered Climate Adaptation Portfolio
734,IIR004,Predictive Maintenance and Asset Renewal,2,8.01609,Equity-Centered Climate Adaptation Portfolio
734,IIR003,Digital Twin and Scenario Stress Testing,3,8.0075,Equity-Centered Climate Adaptation Portfolio
734,IIR002,Sensor Monitoring and Early Warning Network,4,7.91957,Equity-Centered Climate Adaptation Portfolio
734,IIR005,Cyber-Physical Security and Recovery Program,5,7.86888,Equity-Centered Climate Adaptation Portfolio
734,IIR007,Interoperability and Vendor Portability Strategy,6,7.82638,Equity-Centered Climate Adaptation Portfolio
734,IIR001,Critical Function and Dependency Mapping,7,7.62198,Equity-Centered Climate Adaptation Portfolio
735,IIR004,Predictive Maintenance and Asset Renewal,1,8.31547,Predictive Maintenance and Asset Renewal
735,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.26284,Predictive Maintenance and Asset Renewal
735,IIR003,Digital Twin and Scenario Stress Testing,3,8.015,Predictive Maintenance and Asset Renewal
735,IIR001,Critical Function and Dependency Mapping,4,7.88506,Predictive Maintenance and Asset Renewal
735,IIR005,Cyber-Physical Security and Recovery Program,5,7.78698,Predictive Maintenance and Asset Renewal
735,IIR002,Sensor Monitoring and Early Warning Network,6,7.63536,Predictive Maintenance and Asset Renewal
735,IIR007,Interoperability and Vendor Portability Strategy,7,7.58092,Predictive Maintenance and Asset Renewal
736,IIR001,Critical Function and Dependency Mapping,1,8.27063,Critical Function and Dependency Mapping
736,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.15144,Critical Function and Dependency Mapping
736,IIR007,Interoperability and Vendor Portability Strategy,3,7.97489,Critical Function and Dependency Mapping
736,IIR004,Predictive Maintenance and Asset Renewal,4,7.95431,Critical Function and Dependency Mapping
736,IIR003,Digital Twin and Scenario Stress Testing,5,7.83217,Critical Function and Dependency Mapping
736,IIR005,Cyber-Physical Security and Recovery Program,6,7.82169,Critical Function and Dependency Mapping
736,IIR002,Sensor Monitoring and Early Warning Network,7,7.34858,Critical Function and Dependency Mapping
737,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.66424,Equity-Centered Climate Adaptation Portfolio
737,IIR002,Sensor Monitoring and Early Warning Network,2,7.87218,Equity-Centered Climate Adaptation Portfolio
737,IIR003,Digital Twin and Scenario Stress Testing,3,7.83512,Equity-Centered Climate Adaptation Portfolio
737,IIR007,Interoperability and Vendor Portability Strategy,4,7.76297,Equity-Centered Climate Adaptation Portfolio
737,IIR004,Predictive Maintenance and Asset Renewal,5,7.69197,Equity-Centered Climate Adaptation Portfolio
737,IIR001,Critical Function and Dependency Mapping,6,7.59487,Equity-Centered Climate Adaptation Portfolio
737,IIR005,Cyber-Physical Security and Recovery Program,7,7.57881,Equity-Centered Climate Adaptation Portfolio
738,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.2658,Equity-Centered Climate Adaptation Portfolio
738,IIR002,Sensor Monitoring and Early Warning Network,2,8.23446,Equity-Centered Climate Adaptation Portfolio
738,IIR001,Critical Function and Dependency Mapping,3,8.1322,Equity-Centered Climate Adaptation Portfolio
738,IIR004,Predictive Maintenance and Asset Renewal,4,8.13194,Equity-Centered Climate Adaptation Portfolio
738,IIR003,Digital Twin and Scenario Stress Testing,5,8.0378,Equity-Centered Climate Adaptation Portfolio
738,IIR005,Cyber-Physical Security and Recovery Program,6,7.94427,Equity-Centered Climate Adaptation Portfolio
738,IIR007,Interoperability and Vendor Portability Strategy,7,7.67527,Equity-Centered Climate Adaptation Portfolio
739,IIR003,Digital Twin and Scenario Stress Testing,1,8.18853,Digital Twin and Scenario Stress Testing
739,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.04049,Digital Twin and Scenario Stress Testing
739,IIR004,Predictive Maintenance and Asset Renewal,3,7.92095,Digital Twin and Scenario Stress Testing
739,IIR002,Sensor Monitoring and Early Warning Network,4,7.82523,Digital Twin and Scenario Stress Testing
739,IIR007,Interoperability and Vendor Portability Strategy,5,7.79126,Digital Twin and Scenario Stress Testing
739,IIR001,Critical Function and Dependency Mapping,6,7.76513,Digital Twin and Scenario Stress Testing
739,IIR005,Cyber-Physical Security and Recovery Program,7,7.61313,Digital Twin and Scenario Stress Testing
740,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.22103,Equity-Centered Climate Adaptation Portfolio
740,IIR003,Digital Twin and Scenario Stress Testing,2,8.00918,Equity-Centered Climate Adaptation Portfolio
740,IIR004,Predictive Maintenance and Asset Renewal,3,7.90759,Equity-Centered Climate Adaptation Portfolio
740,IIR007,Interoperability and Vendor Portability Strategy,4,7.81074,Equity-Centered Climate Adaptation Portfolio
740,IIR002,Sensor Monitoring and Early Warning Network,5,7.77952,Equity-Centered Climate Adaptation Portfolio
740,IIR005,Cyber-Physical Security and Recovery Program,6,7.71419,Equity-Centered Climate Adaptation Portfolio
740,IIR001,Critical Function and Dependency Mapping,7,7.65718,Equity-Centered Climate Adaptation Portfolio
741,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.25491,Equity-Centered Climate Adaptation Portfolio
741,IIR004,Predictive Maintenance and Asset Renewal,2,8.25173,Equity-Centered Climate Adaptation Portfolio
741,IIR003,Digital Twin and Scenario Stress Testing,3,7.92539,Equity-Centered Climate Adaptation Portfolio
741,IIR005,Cyber-Physical Security and Recovery Program,4,7.86488,Equity-Centered Climate Adaptation Portfolio
741,IIR002,Sensor Monitoring and Early Warning Network,5,7.78971,Equity-Centered Climate Adaptation Portfolio
741,IIR001,Critical Function and Dependency Mapping,6,7.644,Equity-Centered Climate Adaptation Portfolio
741,IIR007,Interoperability and Vendor Portability Strategy,7,7.55737,Equity-Centered Climate Adaptation Portfolio
742,IIR003,Digital Twin and Scenario Stress Testing,1,8.10608,Digital Twin and Scenario Stress Testing
742,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.08078,Digital Twin and Scenario Stress Testing
742,IIR002,Sensor Monitoring and Early Warning Network,3,8.00672,Digital Twin and Scenario Stress Testing
742,IIR004,Predictive Maintenance and Asset Renewal,4,7.91112,Digital Twin and Scenario Stress Testing
742,IIR007,Interoperability and Vendor Portability Strategy,5,7.88277,Digital Twin and Scenario Stress Testing
742,IIR001,Critical Function and Dependency Mapping,6,7.74715,Digital Twin and Scenario Stress Testing
742,IIR005,Cyber-Physical Security and Recovery Program,7,7.69243,Digital Twin and Scenario Stress Testing
743,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.27316,Equity-Centered Climate Adaptation Portfolio
743,IIR004,Predictive Maintenance and Asset Renewal,2,8.24613,Equity-Centered Climate Adaptation Portfolio
743,IIR005,Cyber-Physical Security and Recovery Program,3,7.98082,Equity-Centered Climate Adaptation Portfolio
743,IIR007,Interoperability and Vendor Portability Strategy,4,7.93028,Equity-Centered Climate Adaptation Portfolio
743,IIR001,Critical Function and Dependency Mapping,5,7.92023,Equity-Centered Climate Adaptation Portfolio
743,IIR003,Digital Twin and Scenario Stress Testing,6,7.85157,Equity-Centered Climate Adaptation Portfolio
743,IIR002,Sensor Monitoring and Early Warning Network,7,7.59248,Equity-Centered Climate Adaptation Portfolio
744,IIR003,Digital Twin and Scenario Stress Testing,1,8.36745,Digital Twin and Scenario Stress Testing
744,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.15535,Digital Twin and Scenario Stress Testing
744,IIR004,Predictive Maintenance and Asset Renewal,3,7.97172,Digital Twin and Scenario Stress Testing
744,IIR007,Interoperability and Vendor Portability Strategy,4,7.84001,Digital Twin and Scenario Stress Testing
744,IIR002,Sensor Monitoring and Early Warning Network,5,7.78805,Digital Twin and Scenario Stress Testing
744,IIR005,Cyber-Physical Security and Recovery Program,6,7.76974,Digital Twin and Scenario Stress Testing
744,IIR001,Critical Function and Dependency Mapping,7,7.66785,Digital Twin and Scenario Stress Testing
745,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.40436,Equity-Centered Climate Adaptation Portfolio
745,IIR003,Digital Twin and Scenario Stress Testing,2,7.99659,Equity-Centered Climate Adaptation Portfolio
745,IIR007,Interoperability and Vendor Portability Strategy,3,7.89322,Equity-Centered Climate Adaptation Portfolio
745,IIR004,Predictive Maintenance and Asset Renewal,4,7.8426,Equity-Centered Climate Adaptation Portfolio
745,IIR005,Cyber-Physical Security and Recovery Program,5,7.7499,Equity-Centered Climate Adaptation Portfolio
745,IIR002,Sensor Monitoring and Early Warning Network,6,7.71256,Equity-Centered Climate Adaptation Portfolio
745,IIR001,Critical Function and Dependency Mapping,7,7.50514,Equity-Centered Climate Adaptation Portfolio
746,IIR004,Predictive Maintenance and Asset Renewal,1,8.19048,Predictive Maintenance and Asset Renewal
746,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.13938,Predictive Maintenance and Asset Renewal
746,IIR003,Digital Twin and Scenario Stress Testing,3,8.03568,Predictive Maintenance and Asset Renewal
746,IIR007,Interoperability and Vendor Portability Strategy,4,7.80805,Predictive Maintenance and Asset Renewal
746,IIR005,Cyber-Physical Security and Recovery Program,5,7.67207,Predictive Maintenance and Asset Renewal
746,IIR002,Sensor Monitoring and Early Warning Network,6,7.67128,Predictive Maintenance and Asset Renewal
746,IIR001,Critical Function and Dependency Mapping,7,7.60572,Predictive Maintenance and Asset Renewal
747,IIR004,Predictive Maintenance and Asset Renewal,1,8.13603,Predictive Maintenance and Asset Renewal
747,IIR007,Interoperability and Vendor Portability Strategy,2,8.11156,Predictive Maintenance and Asset Renewal
747,IIR003,Digital Twin and Scenario Stress Testing,3,8.06471,Predictive Maintenance and Asset Renewal
747,IIR006,Equity-Centered Climate Adaptation Portfolio,4,7.95613,Predictive Maintenance and Asset Renewal
747,IIR001,Critical Function and Dependency Mapping,5,7.58417,Predictive Maintenance and Asset Renewal
747,IIR005,Cyber-Physical Security and Recovery Program,6,7.56138,Predictive Maintenance and Asset Renewal
747,IIR002,Sensor Monitoring and Early Warning Network,7,7.49918,Predictive Maintenance and Asset Renewal
748,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.46316,Equity-Centered Climate Adaptation Portfolio
748,IIR003,Digital Twin and Scenario Stress Testing,2,8.1369,Equity-Centered Climate Adaptation Portfolio
748,IIR002,Sensor Monitoring and Early Warning Network,3,8.00833,Equity-Centered Climate Adaptation Portfolio
748,IIR004,Predictive Maintenance and Asset Renewal,4,7.98029,Equity-Centered Climate Adaptation Portfolio
748,IIR005,Cyber-Physical Security and Recovery Program,5,7.93493,Equity-Centered Climate Adaptation Portfolio
748,IIR007,Interoperability and Vendor Portability Strategy,6,7.74981,Equity-Centered Climate Adaptation Portfolio
748,IIR001,Critical Function and Dependency Mapping,7,7.65131,Equity-Centered Climate Adaptation Portfolio
749,IIR004,Predictive Maintenance and Asset Renewal,1,8.06803,Predictive Maintenance and Asset Renewal
749,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.01678,Predictive Maintenance and Asset Renewal
749,IIR005,Cyber-Physical Security and Recovery Program,3,7.95414,Predictive Maintenance and Asset Renewal
749,IIR001,Critical Function and Dependency Mapping,4,7.94051,Predictive Maintenance and Asset Renewal
749,IIR007,Interoperability and Vendor Portability Strategy,5,7.94009,Predictive Maintenance and Asset Renewal
749,IIR002,Sensor Monitoring and Early Warning Network,6,7.88947,Predictive Maintenance and Asset Renewal
749,IIR003,Digital Twin and Scenario Stress Testing,7,7.59388,Predictive Maintenance and Asset Renewal
750,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.2145,Equity-Centered Climate Adaptation Portfolio
750,IIR003,Digital Twin and Scenario Stress Testing,2,8.20348,Equity-Centered Climate Adaptation Portfolio
750,IIR007,Interoperability and Vendor Portability Strategy,3,7.95037,Equity-Centered Climate Adaptation Portfolio
750,IIR004,Predictive Maintenance and Asset Renewal,4,7.8996,Equity-Centered Climate Adaptation Portfolio
750,IIR002,Sensor Monitoring and Early Warning Network,5,7.77492,Equity-Centered Climate Adaptation Portfolio
750,IIR005,Cyber-Physical Security and Recovery Program,6,7.65154,Equity-Centered Climate Adaptation Portfolio
750,IIR001,Critical Function and Dependency Mapping,7,7.48429,Equity-Centered Climate Adaptation Portfolio
751,IIR004,Predictive Maintenance and Asset Renewal,1,8.35636,Predictive Maintenance and Asset Renewal
751,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.29629,Predictive Maintenance and Asset Renewal
751,IIR003,Digital Twin and Scenario Stress Testing,3,8.28891,Predictive Maintenance and Asset Renewal
