simulation_id,framework_id,framework,rank,metric_value,winner
552,RM001,Indicator Dashboard,5,5.29163,Hybrid Structural and Dynamic Assessment
553,RM005,Hybrid Structural and Dynamic Assessment,1,7.27893,Hybrid Structural and Dynamic Assessment
553,RM003,Scenario Stress-Test Framework,2,6.06428,Hybrid Structural and Dynamic Assessment
553,RM002,Performance and Recovery Monitoring,3,6.04086,Hybrid Structural and Dynamic Assessment
553,RM004,Participatory Resilience Assessment,4,5.88752,Hybrid Structural and Dynamic Assessment
553,RM001,Indicator Dashboard,5,5.5857,Hybrid Structural and Dynamic Assessment
554,RM005,Hybrid Structural and Dynamic Assessment,1,6.68238,Hybrid Structural and Dynamic Assessment
554,RM003,Scenario Stress-Test Framework,2,6.51908,Hybrid Structural and Dynamic Assessment
554,RM004,Participatory Resilience Assessment,3,6.26444,Hybrid Structural and Dynamic Assessment
554,RM002,Performance and Recovery Monitoring,4,5.43543,Hybrid Structural and Dynamic Assessment
554,RM001,Indicator Dashboard,5,5.38433,Hybrid Structural and Dynamic Assessment
555,RM005,Hybrid Structural and Dynamic Assessment,1,6.97084,Hybrid Structural and Dynamic Assessment
555,RM003,Scenario Stress-Test Framework,2,6.38907,Hybrid Structural and Dynamic Assessment
555,RM004,Participatory Resilience Assessment,3,5.85408,Hybrid Structural and Dynamic Assessment
555,RM002,Performance and Recovery Monitoring,4,5.7763,Hybrid Structural and Dynamic Assessment
555,RM001,Indicator Dashboard,5,5.37098,Hybrid Structural and Dynamic Assessment
556,RM005,Hybrid Structural and Dynamic Assessment,1,6.87803,Hybrid Structural and Dynamic Assessment
556,RM003,Scenario Stress-Test Framework,2,6.05533,Hybrid Structural and Dynamic Assessment
556,RM004,Participatory Resilience Assessment,3,6.01192,Hybrid Structural and Dynamic Assessment
556,RM002,Performance and Recovery Monitoring,4,5.59788,Hybrid Structural and Dynamic Assessment
556,RM001,Indicator Dashboard,5,5.30987,Hybrid Structural and Dynamic Assessment
557,RM005,Hybrid Structural and Dynamic Assessment,1,6.97051,Hybrid Structural and Dynamic Assessment
557,RM003,Scenario Stress-Test Framework,2,6.26311,Hybrid Structural and Dynamic Assessment
557,RM004,Participatory Resilience Assessment,3,6.02584,Hybrid Structural and Dynamic Assessment
557,RM001,Indicator Dashboard,4,5.69103,Hybrid Structural and Dynamic Assessment
557,RM002,Performance and Recovery Monitoring,5,5.63769,Hybrid Structural and Dynamic Assessment
558,RM005,Hybrid Structural and Dynamic Assessment,1,7.09418,Hybrid Structural and Dynamic Assessment
558,RM004,Participatory Resilience Assessment,2,6.13954,Hybrid Structural and Dynamic Assessment
558,RM003,Scenario Stress-Test Framework,3,6.00304,Hybrid Structural and Dynamic Assessment
558,RM002,Performance and Recovery Monitoring,4,5.81726,Hybrid Structural and Dynamic Assessment
558,RM001,Indicator Dashboard,5,5.24542,Hybrid Structural and Dynamic Assessment
559,RM005,Hybrid Structural and Dynamic Assessment,1,6.51158,Hybrid Structural and Dynamic Assessment
559,RM003,Scenario Stress-Test Framework,2,5.97403,Hybrid Structural and Dynamic Assessment
559,RM004,Participatory Resilience Assessment,3,5.9057,Hybrid Structural and Dynamic Assessment
559,RM001,Indicator Dashboard,4,5.73887,Hybrid Structural and Dynamic Assessment
559,RM002,Performance and Recovery Monitoring,5,5.46237,Hybrid Structural and Dynamic Assessment
560,RM005,Hybrid Structural and Dynamic Assessment,1,6.80837,Hybrid Structural and Dynamic Assessment
560,RM004,Participatory Resilience Assessment,2,6.10819,Hybrid Structural and Dynamic Assessment
560,RM003,Scenario Stress-Test Framework,3,6.06118,Hybrid Structural and Dynamic Assessment
560,RM002,Performance and Recovery Monitoring,4,5.84619,Hybrid Structural and Dynamic Assessment
560,RM001,Indicator Dashboard,5,5.58433,Hybrid Structural and Dynamic Assessment
561,RM005,Hybrid Structural and Dynamic Assessment,1,6.80571,Hybrid Structural and Dynamic Assessment
561,RM004,Participatory Resilience Assessment,2,6.11682,Hybrid Structural and Dynamic Assessment
561,RM003,Scenario Stress-Test Framework,3,5.82782,Hybrid Structural and Dynamic Assessment
561,RM002,Performance and Recovery Monitoring,4,5.73844,Hybrid Structural and Dynamic Assessment
561,RM001,Indicator Dashboard,5,5.45644,Hybrid Structural and Dynamic Assessment
562,RM005,Hybrid Structural and Dynamic Assessment,1,6.9797,Hybrid Structural and Dynamic Assessment
562,RM003,Scenario Stress-Test Framework,2,6.12712,Hybrid Structural and Dynamic Assessment
562,RM004,Participatory Resilience Assessment,3,5.9341,Hybrid Structural and Dynamic Assessment
562,RM002,Performance and Recovery Monitoring,4,5.30941,Hybrid Structural and Dynamic Assessment
562,RM001,Indicator Dashboard,5,5.26062,Hybrid Structural and Dynamic Assessment
563,RM005,Hybrid Structural and Dynamic Assessment,1,6.59872,Hybrid Structural and Dynamic Assessment
563,RM004,Participatory Resilience Assessment,2,6.32294,Hybrid Structural and Dynamic Assessment
563,RM003,Scenario Stress-Test Framework,3,5.52896,Hybrid Structural and Dynamic Assessment
563,RM001,Indicator Dashboard,4,5.47685,Hybrid Structural and Dynamic Assessment
563,RM002,Performance and Recovery Monitoring,5,5.46317,Hybrid Structural and Dynamic Assessment
564,RM005,Hybrid Structural and Dynamic Assessment,1,6.81259,Hybrid Structural and Dynamic Assessment
564,RM004,Participatory Resilience Assessment,2,6.28083,Hybrid Structural and Dynamic Assessment
564,RM003,Scenario Stress-Test Framework,3,5.48795,Hybrid Structural and Dynamic Assessment
564,RM001,Indicator Dashboard,4,5.41671,Hybrid Structural and Dynamic Assessment
564,RM002,Performance and Recovery Monitoring,5,5.37718,Hybrid Structural and Dynamic Assessment
565,RM005,Hybrid Structural and Dynamic Assessment,1,6.81357,Hybrid Structural and Dynamic Assessment
565,RM004,Participatory Resilience Assessment,2,6.05656,Hybrid Structural and Dynamic Assessment
565,RM002,Performance and Recovery Monitoring,3,5.86801,Hybrid Structural and Dynamic Assessment
565,RM003,Scenario Stress-Test Framework,4,5.60779,Hybrid Structural and Dynamic Assessment
565,RM001,Indicator Dashboard,5,5.3603,Hybrid Structural and Dynamic Assessment
566,RM005,Hybrid Structural and Dynamic Assessment,1,6.55854,Hybrid Structural and Dynamic Assessment
566,RM004,Participatory Resilience Assessment,2,6.16882,Hybrid Structural and Dynamic Assessment
566,RM002,Performance and Recovery Monitoring,3,6.10411,Hybrid Structural and Dynamic Assessment
566,RM003,Scenario Stress-Test Framework,4,6.05472,Hybrid Structural and Dynamic Assessment
566,RM001,Indicator Dashboard,5,5.35215,Hybrid Structural and Dynamic Assessment
567,RM005,Hybrid Structural and Dynamic Assessment,1,6.90422,Hybrid Structural and Dynamic Assessment
567,RM003,Scenario Stress-Test Framework,2,6.13334,Hybrid Structural and Dynamic Assessment
567,RM004,Participatory Resilience Assessment,3,6.03121,Hybrid Structural and Dynamic Assessment
567,RM002,Performance and Recovery Monitoring,4,5.48195,Hybrid Structural and Dynamic Assessment
567,RM001,Indicator Dashboard,5,5.38339,Hybrid Structural and Dynamic Assessment
568,RM005,Hybrid Structural and Dynamic Assessment,1,6.80571,Hybrid Structural and Dynamic Assessment
568,RM003,Scenario Stress-Test Framework,2,6.02579,Hybrid Structural and Dynamic Assessment
568,RM002,Performance and Recovery Monitoring,3,5.98237,Hybrid Structural and Dynamic Assessment
568,RM004,Participatory Resilience Assessment,4,5.52837,Hybrid Structural and Dynamic Assessment
568,RM001,Indicator Dashboard,5,5.34119,Hybrid Structural and Dynamic Assessment
569,RM005,Hybrid Structural and Dynamic Assessment,1,6.94116,Hybrid Structural and Dynamic Assessment
569,RM003,Scenario Stress-Test Framework,2,6.07228,Hybrid Structural and Dynamic Assessment
569,RM002,Performance and Recovery Monitoring,3,5.78217,Hybrid Structural and Dynamic Assessment
569,RM004,Participatory Resilience Assessment,4,5.74893,Hybrid Structural and Dynamic Assessment
569,RM001,Indicator Dashboard,5,5.40463,Hybrid Structural and Dynamic Assessment
570,RM005,Hybrid Structural and Dynamic Assessment,1,6.54783,Hybrid Structural and Dynamic Assessment
570,RM004,Participatory Resilience Assessment,2,6.19551,Hybrid Structural and Dynamic Assessment
570,RM001,Indicator Dashboard,3,6.04291,Hybrid Structural and Dynamic Assessment
570,RM003,Scenario Stress-Test Framework,4,5.75482,Hybrid Structural and Dynamic Assessment
570,RM002,Performance and Recovery Monitoring,5,5.62707,Hybrid Structural and Dynamic Assessment
571,RM005,Hybrid Structural and Dynamic Assessment,1,6.75947,Hybrid Structural and Dynamic Assessment
571,RM002,Performance and Recovery Monitoring,2,6.03933,Hybrid Structural and Dynamic Assessment
571,RM004,Participatory Resilience Assessment,3,6.0288,Hybrid Structural and Dynamic Assessment
571,RM003,Scenario Stress-Test Framework,4,5.98007,Hybrid Structural and Dynamic Assessment
571,RM001,Indicator Dashboard,5,5.41437,Hybrid Structural and Dynamic Assessment
572,RM005,Hybrid Structural and Dynamic Assessment,1,6.89831,Hybrid Structural and Dynamic Assessment
572,RM004,Participatory Resilience Assessment,2,6.22504,Hybrid Structural and Dynamic Assessment
572,RM003,Scenario Stress-Test Framework,3,6.04017,Hybrid Structural and Dynamic Assessment
572,RM002,Performance and Recovery Monitoring,4,5.98726,Hybrid Structural and Dynamic Assessment
572,RM001,Indicator Dashboard,5,5.56627,Hybrid Structural and Dynamic Assessment
573,RM005,Hybrid Structural and Dynamic Assessment,1,6.85241,Hybrid Structural and Dynamic Assessment
573,RM004,Participatory Resilience Assessment,2,6.44159,Hybrid Structural and Dynamic Assessment
573,RM003,Scenario Stress-Test Framework,3,5.57746,Hybrid Structural and Dynamic Assessment
573,RM002,Performance and Recovery Monitoring,4,5.41244,Hybrid Structural and Dynamic Assessment
573,RM001,Indicator Dashboard,5,5.38056,Hybrid Structural and Dynamic Assessment
574,RM005,Hybrid Structural and Dynamic Assessment,1,6.82364,Hybrid Structural and Dynamic Assessment
574,RM003,Scenario Stress-Test Framework,2,6.35199,Hybrid Structural and Dynamic Assessment
574,RM004,Participatory Resilience Assessment,3,6.28942,Hybrid Structural and Dynamic Assessment
574,RM001,Indicator Dashboard,4,5.47254,Hybrid Structural and Dynamic Assessment
574,RM002,Performance and Recovery Monitoring,5,5.28389,Hybrid Structural and Dynamic Assessment
575,RM005,Hybrid Structural and Dynamic Assessment,1,6.71351,Hybrid Structural and Dynamic Assessment
575,RM004,Participatory Resilience Assessment,2,6.4067,Hybrid Structural and Dynamic Assessment
575,RM002,Performance and Recovery Monitoring,3,5.87948,Hybrid Structural and Dynamic Assessment
575,RM003,Scenario Stress-Test Framework,4,5.73609,Hybrid Structural and Dynamic Assessment
575,RM001,Indicator Dashboard,5,5.65618,Hybrid Structural and Dynamic Assessment
576,RM005,Hybrid Structural and Dynamic Assessment,1,7.02874,Hybrid Structural and Dynamic Assessment
576,RM003,Scenario Stress-Test Framework,2,6.19954,Hybrid Structural and Dynamic Assessment
576,RM002,Performance and Recovery Monitoring,3,5.83572,Hybrid Structural and Dynamic Assessment
576,RM004,Participatory Resilience Assessment,4,5.81249,Hybrid Structural and Dynamic Assessment
576,RM001,Indicator Dashboard,5,5.67778,Hybrid Structural and Dynamic Assessment
577,RM005,Hybrid Structural and Dynamic Assessment,1,7.28205,Hybrid Structural and Dynamic Assessment
577,RM004,Participatory Resilience Assessment,2,6.32191,Hybrid Structural and Dynamic Assessment
577,RM003,Scenario Stress-Test Framework,3,5.92137,Hybrid Structural and Dynamic Assessment
577,RM002,Performance and Recovery Monitoring,4,5.65339,Hybrid Structural and Dynamic Assessment
577,RM001,Indicator Dashboard,5,5.60344,Hybrid Structural and Dynamic Assessment
578,RM005,Hybrid Structural and Dynamic Assessment,1,6.69874,Hybrid Structural and Dynamic Assessment
578,RM002,Performance and Recovery Monitoring,2,6.22694,Hybrid Structural and Dynamic Assessment
578,RM003,Scenario Stress-Test Framework,3,5.91101,Hybrid Structural and Dynamic Assessment
578,RM004,Participatory Resilience Assessment,4,5.90069,Hybrid Structural and Dynamic Assessment
578,RM001,Indicator Dashboard,5,5.44129,Hybrid Structural and Dynamic Assessment
579,RM005,Hybrid Structural and Dynamic Assessment,1,6.73331,Hybrid Structural and Dynamic Assessment
579,RM004,Participatory Resilience Assessment,2,6.19314,Hybrid Structural and Dynamic Assessment
579,RM002,Performance and Recovery Monitoring,3,6.14568,Hybrid Structural and Dynamic Assessment
579,RM003,Scenario Stress-Test Framework,4,5.64277,Hybrid Structural and Dynamic Assessment
579,RM001,Indicator Dashboard,5,5.28817,Hybrid Structural and Dynamic Assessment
580,RM005,Hybrid Structural and Dynamic Assessment,1,6.61793,Hybrid Structural and Dynamic Assessment
580,RM003,Scenario Stress-Test Framework,2,6.06168,Hybrid Structural and Dynamic Assessment
580,RM004,Participatory Resilience Assessment,3,5.97976,Hybrid Structural and Dynamic Assessment
580,RM002,Performance and Recovery Monitoring,4,5.97844,Hybrid Structural and Dynamic Assessment
580,RM001,Indicator Dashboard,5,5.4049,Hybrid Structural and Dynamic Assessment
581,RM005,Hybrid Structural and Dynamic Assessment,1,6.67569,Hybrid Structural and Dynamic Assessment
581,RM003,Scenario Stress-Test Framework,2,6.13978,Hybrid Structural and Dynamic Assessment
581,RM004,Participatory Resilience Assessment,3,5.98809,Hybrid Structural and Dynamic Assessment
581,RM001,Indicator Dashboard,4,5.80266,Hybrid Structural and Dynamic Assessment
581,RM002,Performance and Recovery Monitoring,5,5.73779,Hybrid Structural and Dynamic Assessment
582,RM005,Hybrid Structural and Dynamic Assessment,1,7.16514,Hybrid Structural and Dynamic Assessment
582,RM004,Participatory Resilience Assessment,2,6.17298,Hybrid Structural and Dynamic Assessment
582,RM003,Scenario Stress-Test Framework,3,5.8596,Hybrid Structural and Dynamic Assessment
582,RM001,Indicator Dashboard,4,5.65544,Hybrid Structural and Dynamic Assessment
582,RM002,Performance and Recovery Monitoring,5,5.59929,Hybrid Structural and Dynamic Assessment
583,RM005,Hybrid Structural and Dynamic Assessment,1,6.60846,Hybrid Structural and Dynamic Assessment
583,RM003,Scenario Stress-Test Framework,2,6.17953,Hybrid Structural and Dynamic Assessment
583,RM002,Performance and Recovery Monitoring,3,6.03323,Hybrid Structural and Dynamic Assessment
583,RM004,Participatory Resilience Assessment,4,5.91258,Hybrid Structural and Dynamic Assessment
583,RM001,Indicator Dashboard,5,5.65364,Hybrid Structural and Dynamic Assessment
584,RM005,Hybrid Structural and Dynamic Assessment,1,6.96423,Hybrid Structural and Dynamic Assessment
584,RM004,Participatory Resilience Assessment,2,6.3236,Hybrid Structural and Dynamic Assessment
584,RM003,Scenario Stress-Test Framework,3,6.08677,Hybrid Structural and Dynamic Assessment
584,RM002,Performance and Recovery Monitoring,4,5.71067,Hybrid Structural and Dynamic Assessment
584,RM001,Indicator Dashboard,5,5.69853,Hybrid Structural and Dynamic Assessment
585,RM005,Hybrid Structural and Dynamic Assessment,1,6.81722,Hybrid Structural and Dynamic Assessment
585,RM004,Participatory Resilience Assessment,2,6.29626,Hybrid Structural and Dynamic Assessment
585,RM003,Scenario Stress-Test Framework,3,6.09903,Hybrid Structural and Dynamic Assessment
585,RM002,Performance and Recovery Monitoring,4,6.0946,Hybrid Structural and Dynamic Assessment
585,RM001,Indicator Dashboard,5,5.57337,Hybrid Structural and Dynamic Assessment
586,RM005,Hybrid Structural and Dynamic Assessment,1,7.05313,Hybrid Structural and Dynamic Assessment
586,RM004,Participatory Resilience Assessment,2,6.38872,Hybrid Structural and Dynamic Assessment
586,RM003,Scenario Stress-Test Framework,3,6.0877,Hybrid Structural and Dynamic Assessment
586,RM002,Performance and Recovery Monitoring,4,5.74647,Hybrid Structural and Dynamic Assessment
586,RM001,Indicator Dashboard,5,5.57123,Hybrid Structural and Dynamic Assessment
587,RM005,Hybrid Structural and Dynamic Assessment,1,6.62607,Hybrid Structural and Dynamic Assessment
587,RM004,Participatory Resilience Assessment,2,6.17449,Hybrid Structural and Dynamic Assessment
