simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
418,JTR007,Digital Modernization Without Access Safeguards,9,1.55825,4.0546
418,JTR003,Coastal Retreat Without Long-Term Support,10,1.2798,4.4804
419,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.36074,1.05333
419,JTR002,Just Energy Transition with Worker Support,2,7.10172,1.09814
419,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.09876,1.16024
419,JTR008,Public Digital Infrastructure with Community Oversight,4,7.05547,1.27713
419,JTR009,Ecosystem Restoration with Community Stewardship,5,6.77254,1.25154
419,JTR004,Participatory Retreat and Wetland Restoration,6,6.59944,1.51829
419,JTR005,Green Infrastructure Without Housing Protection,7,2.30796,3.89494
419,JTR007,Digital Modernization Without Access Safeguards,8,2.14684,3.79039
419,JTR003,Coastal Retreat Without Long-Term Support,9,1.97811,4.3161
419,JTR001,Technical Decarbonization Only,10,1.89227,3.98415
420,JTR002,Just Energy Transition with Worker Support,1,7.63064,0.79863
420,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.34315,1.07278
420,JTR004,Participatory Retreat and Wetland Restoration,3,7.09828,1.14839
420,JTR008,Public Digital Infrastructure with Community Oversight,4,7.09181,1.00343
420,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.75182,1.03069
420,JTR009,Ecosystem Restoration with Community Stewardship,6,6.68172,1.52105
420,JTR005,Green Infrastructure Without Housing Protection,7,2.28709,4.17441
420,JTR001,Technical Decarbonization Only,8,1.91699,4.11773
420,JTR003,Coastal Retreat Without Long-Term Support,9,1.52349,4.3233
420,JTR007,Digital Modernization Without Access Safeguards,10,1.46195,4.39212
421,JTR009,Ecosystem Restoration with Community Stewardship,1,7.28987,0.90732
421,JTR004,Participatory Retreat and Wetland Restoration,2,7.28262,1.16926
421,JTR002,Just Energy Transition with Worker Support,3,7.18484,1.07435
421,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.14476,1.22354
421,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.96711,0.98236
421,JTR008,Public Digital Infrastructure with Community Oversight,6,6.08694,1.40678
421,JTR001,Technical Decarbonization Only,7,3.01124,3.70488
421,JTR005,Green Infrastructure Without Housing Protection,8,2.31614,4.00758
421,JTR003,Coastal Retreat Without Long-Term Support,9,1.40648,4.3587
421,JTR007,Digital Modernization Without Access Safeguards,10,1.0675,4.44094
422,JTR004,Participatory Retreat and Wetland Restoration,1,7.72688,0.90446
422,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.21725,0.87092
422,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.17414,1.22858
422,JTR002,Just Energy Transition with Worker Support,4,7.04798,0.87692
422,JTR009,Ecosystem Restoration with Community Stewardship,5,6.59036,1.37525
422,JTR008,Public Digital Infrastructure with Community Oversight,6,6.4714,1.07922
422,JTR005,Green Infrastructure Without Housing Protection,7,2.85167,3.71277
422,JTR007,Digital Modernization Without Access Safeguards,8,1.95955,4.08591
422,JTR001,Technical Decarbonization Only,9,1.4866,4.42482
422,JTR003,Coastal Retreat Without Long-Term Support,10,0.58876,4.79057
423,JTR004,Participatory Retreat and Wetland Restoration,1,7.40169,1.09955
423,JTR002,Just Energy Transition with Worker Support,2,7.34421,0.93992
423,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.18707,0.8522
423,JTR008,Public Digital Infrastructure with Community Oversight,4,7.04014,0.91222
423,JTR009,Ecosystem Restoration with Community Stewardship,5,7.00973,1.15313
423,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.94202,1.10556
423,JTR001,Technical Decarbonization Only,7,2.17841,4.05065
423,JTR005,Green Infrastructure Without Housing Protection,8,2.08064,4.10172
423,JTR007,Digital Modernization Without Access Safeguards,9,1.72482,4.25099
423,JTR003,Coastal Retreat Without Long-Term Support,10,1.17004,4.41431
424,JTR002,Just Energy Transition with Worker Support,1,7.07026,1.06007
424,JTR004,Participatory Retreat and Wetland Restoration,2,7.0031,1.06641
424,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.97256,1.06909
424,JTR008,Public Digital Infrastructure with Community Oversight,4,6.94842,0.9653
424,JTR009,Ecosystem Restoration with Community Stewardship,5,6.79044,1.47997
424,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.64037,1.22633
424,JTR007,Digital Modernization Without Access Safeguards,7,2.86572,3.43406
424,JTR005,Green Infrastructure Without Housing Protection,8,2.51094,3.76029
424,JTR001,Technical Decarbonization Only,9,1.14289,4.74009
424,JTR003,Coastal Retreat Without Long-Term Support,10,0.9579,4.60564
425,JTR004,Participatory Retreat and Wetland Restoration,1,7.35664,1.09851
425,JTR002,Just Energy Transition with Worker Support,2,7.24446,0.98335
425,JTR009,Ecosystem Restoration with Community Stewardship,3,7.15317,1.02142
425,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.979,1.03266
425,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.59708,1.0211
425,JTR008,Public Digital Infrastructure with Community Oversight,6,6.51108,1.33027
425,JTR005,Green Infrastructure Without Housing Protection,7,3.0647,3.44027
425,JTR007,Digital Modernization Without Access Safeguards,8,1.7123,4.22922
425,JTR001,Technical Decarbonization Only,9,1.15421,4.44678
425,JTR003,Coastal Retreat Without Long-Term Support,10,1.08169,4.55823
426,JTR002,Just Energy Transition with Worker Support,1,7.64027,0.84827
426,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.47921,0.8969
426,JTR004,Participatory Retreat and Wetland Restoration,3,7.31428,1.07737
426,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.66716,1.15126
426,JTR008,Public Digital Infrastructure with Community Oversight,5,6.49383,1.18594
426,JTR009,Ecosystem Restoration with Community Stewardship,6,6.47812,1.52236
426,JTR005,Green Infrastructure Without Housing Protection,7,3.33857,3.35787
426,JTR001,Technical Decarbonization Only,8,2.22386,3.98691
426,JTR003,Coastal Retreat Without Long-Term Support,9,2.16529,3.96932
426,JTR007,Digital Modernization Without Access Safeguards,10,1.77315,4.02496
427,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.70841,0.81
427,JTR002,Just Energy Transition with Worker Support,2,7.14212,0.80868
427,JTR004,Participatory Retreat and Wetland Restoration,3,7.12523,1.25513
427,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.72557,1.27135
427,JTR009,Ecosystem Restoration with Community Stewardship,5,6.60692,1.26694
427,JTR008,Public Digital Infrastructure with Community Oversight,6,6.42097,1.00557
427,JTR005,Green Infrastructure Without Housing Protection,7,2.63368,4.00373
427,JTR007,Digital Modernization Without Access Safeguards,8,2.1069,3.91515
427,JTR001,Technical Decarbonization Only,9,2.0677,4.18635
427,JTR003,Coastal Retreat Without Long-Term Support,10,1.92104,4.15737
428,JTR009,Ecosystem Restoration with Community Stewardship,1,7.62966,0.82091
428,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.37212,0.73809
428,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.33557,0.89011
428,JTR008,Public Digital Infrastructure with Community Oversight,4,7.10215,0.77947
428,JTR004,Participatory Retreat and Wetland Restoration,5,6.86094,1.5327
428,JTR002,Just Energy Transition with Worker Support,6,6.48066,1.21903
428,JTR005,Green Infrastructure Without Housing Protection,7,2.65858,3.79951
428,JTR001,Technical Decarbonization Only,8,1.9497,4.28999
428,JTR007,Digital Modernization Without Access Safeguards,9,1.76038,4.16281
428,JTR003,Coastal Retreat Without Long-Term Support,10,1.39857,4.39653
429,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.05351,1.07534
429,JTR008,Public Digital Infrastructure with Community Oversight,2,6.98715,1.02655
429,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.93562,1.16011
429,JTR004,Participatory Retreat and Wetland Restoration,4,6.92928,1.32887
429,JTR009,Ecosystem Restoration with Community Stewardship,5,6.77148,1.29046
429,JTR002,Just Energy Transition with Worker Support,6,6.75495,1.20092
429,JTR005,Green Infrastructure Without Housing Protection,7,2.58974,3.6306
429,JTR001,Technical Decarbonization Only,8,2.51137,3.83749
429,JTR007,Digital Modernization Without Access Safeguards,9,1.96244,3.95255
429,JTR003,Coastal Retreat Without Long-Term Support,10,1.30444,4.48101
430,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.52959,0.94256
430,JTR004,Participatory Retreat and Wetland Restoration,2,7.50798,1.12781
430,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.05856,1.11749
430,JTR002,Just Energy Transition with Worker Support,4,6.97992,1.25414
430,JTR008,Public Digital Infrastructure with Community Oversight,5,6.9698,1.1414
430,JTR009,Ecosystem Restoration with Community Stewardship,6,6.69459,1.37886
430,JTR005,Green Infrastructure Without Housing Protection,7,2.2368,4.10335
430,JTR003,Coastal Retreat Without Long-Term Support,8,1.21925,4.47905
430,JTR007,Digital Modernization Without Access Safeguards,9,1.15877,4.46452
430,JTR001,Technical Decarbonization Only,10,1.12087,4.50415
431,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.73964,0.83093
431,JTR002,Just Energy Transition with Worker Support,2,7.53244,1.05893
431,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.39635,0.87692
431,JTR004,Participatory Retreat and Wetland Restoration,4,7.32294,0.98936
431,JTR009,Ecosystem Restoration with Community Stewardship,5,6.79877,1.1981
431,JTR008,Public Digital Infrastructure with Community Oversight,6,6.75614,0.97865
431,JTR005,Green Infrastructure Without Housing Protection,7,3.50813,3.43494
431,JTR007,Digital Modernization Without Access Safeguards,8,2.31629,3.74984
431,JTR001,Technical Decarbonization Only,9,1.45809,4.41714
431,JTR003,Coastal Retreat Without Long-Term Support,10,0.60433,4.82609
432,JTR004,Participatory Retreat and Wetland Restoration,1,7.28914,1.22321
432,JTR002,Just Energy Transition with Worker Support,2,7.23128,0.98845
432,JTR009,Ecosystem Restoration with Community Stewardship,3,7.21061,1.18096
432,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.15186,0.96171
432,JTR008,Public Digital Infrastructure with Community Oversight,5,6.82468,1.08004
432,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.78483,1.26321
432,JTR005,Green Infrastructure Without Housing Protection,7,2.19265,4.02251
432,JTR003,Coastal Retreat Without Long-Term Support,8,1.71835,4.25297
432,JTR007,Digital Modernization Without Access Safeguards,9,1.62892,4.30149
432,JTR001,Technical Decarbonization Only,10,1.26775,4.53314
433,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.60607,0.83925
433,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.56918,0.85786
433,JTR002,Just Energy Transition with Worker Support,3,7.53529,0.95422
433,JTR004,Participatory Retreat and Wetland Restoration,4,7.49317,1.00517
433,JTR009,Ecosystem Restoration with Community Stewardship,5,7.47781,0.97033
433,JTR008,Public Digital Infrastructure with Community Oversight,6,7.10305,1.04769
433,JTR005,Green Infrastructure Without Housing Protection,7,2.23797,4.07206
433,JTR001,Technical Decarbonization Only,8,1.36454,4.53426
433,JTR003,Coastal Retreat Without Long-Term Support,9,1.34606,4.38584
433,JTR007,Digital Modernization Without Access Safeguards,10,1.15394,4.47808
434,JTR002,Just Energy Transition with Worker Support,1,7.3328,1.07533
434,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.09101,0.95239
434,JTR004,Participatory Retreat and Wetland Restoration,3,6.92444,1.25034
434,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.85792,1.16528
434,JTR009,Ecosystem Restoration with Community Stewardship,5,6.74423,1.391
434,JTR008,Public Digital Infrastructure with Community Oversight,6,6.60862,1.14774
434,JTR005,Green Infrastructure Without Housing Protection,7,3.07399,3.44822
434,JTR007,Digital Modernization Without Access Safeguards,8,2.33216,3.68599
434,JTR001,Technical Decarbonization Only,9,2.31717,3.77057
434,JTR003,Coastal Retreat Without Long-Term Support,10,1.29952,4.46271
435,JTR004,Participatory Retreat and Wetland Restoration,1,7.63585,0.98311
435,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.116,0.88059
435,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.049,0.96928
435,JTR002,Just Energy Transition with Worker Support,4,6.66852,1.4007
435,JTR009,Ecosystem Restoration with Community Stewardship,5,6.41917,1.57242
435,JTR008,Public Digital Infrastructure with Community Oversight,6,6.31431,1.39607
435,JTR007,Digital Modernization Without Access Safeguards,7,2.09058,3.90579
435,JTR005,Green Infrastructure Without Housing Protection,8,1.82429,3.98087
435,JTR003,Coastal Retreat Without Long-Term Support,9,1.59436,4.31406
435,JTR001,Technical Decarbonization Only,10,0.9195,4.76756
436,JTR004,Participatory Retreat and Wetland Restoration,1,7.72009,0.98065
436,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.05297,0.98617
436,JTR002,Just Energy Transition with Worker Support,3,6.97688,1.02467
436,JTR008,Public Digital Infrastructure with Community Oversight,4,6.89422,0.89002
436,JTR009,Ecosystem Restoration with Community Stewardship,5,6.67338,1.23726
436,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.63756,1.2063
436,JTR005,Green Infrastructure Without Housing Protection,7,2.49908,3.81747
436,JTR001,Technical Decarbonization Only,8,1.8139,4.25425
436,JTR003,Coastal Retreat Without Long-Term Support,9,1.61585,4.28619
436,JTR007,Digital Modernization Without Access Safeguards,10,0.7559,4.65544
437,JTR004,Participatory Retreat and Wetland Restoration,1,7.54504,1.0221
437,JTR002,Just Energy Transition with Worker Support,2,7.05022,1.1464
437,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.04413,0.91496
437,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.83053,1.11311
437,JTR008,Public Digital Infrastructure with Community Oversight,5,6.7928,1.33945
437,JTR009,Ecosystem Restoration with Community Stewardship,6,6.5284,1.33373
437,JTR005,Green Infrastructure Without Housing Protection,7,2.9602,3.57796
437,JTR007,Digital Modernization Without Access Safeguards,8,2.13941,3.70135
437,JTR001,Technical Decarbonization Only,9,1.93518,4.22355
437,JTR003,Coastal Retreat Without Long-Term Support,10,0.9998,4.47513
438,JTR002,Just Energy Transition with Worker Support,1,7.6801,1.00816
438,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.658,0.99268
438,JTR004,Participatory Retreat and Wetland Restoration,3,7.62484,1.11273
438,JTR009,Ecosystem Restoration with Community Stewardship,4,7.45584,0.90924
438,JTR008,Public Digital Infrastructure with Community Oversight,5,7.39396,0.76485
438,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.86441,1.36431
438,JTR005,Green Infrastructure Without Housing Protection,7,2.79934,3.61635
438,JTR001,Technical Decarbonization Only,8,2.05314,4.1163
438,JTR007,Digital Modernization Without Access Safeguards,9,1.80197,4.0457
438,JTR003,Coastal Retreat Without Long-Term Support,10,1.44091,4.37545
439,JTR004,Participatory Retreat and Wetland Restoration,1,7.92725,0.99774
439,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.55539,0.83538
439,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.34065,1.09212
439,JTR002,Just Energy Transition with Worker Support,4,7.22143,0.89079
439,JTR009,Ecosystem Restoration with Community Stewardship,5,6.87486,0.88667
439,JTR008,Public Digital Infrastructure with Community Oversight,6,6.1907,1.56363
439,JTR001,Technical Decarbonization Only,7,2.56737,3.79372
439,JTR005,Green Infrastructure Without Housing Protection,8,1.87702,4.1796
439,JTR007,Digital Modernization Without Access Safeguards,9,1.33329,4.33665
439,JTR003,Coastal Retreat Without Long-Term Support,10,1.23621,4.36152
440,JTR004,Participatory Retreat and Wetland Restoration,1,7.72811,0.69775
440,JTR009,Ecosystem Restoration with Community Stewardship,2,7.7253,0.81698
