simulation_id,strategy_id,strategy,rank,adjusted_value,maladaptive_risk
523,MRS004,Housing Retrofit and Public Cooling Network,4,6.90342,0.60808
523,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.53663,0.85858
523,MRS005,Fossil Backup Power Expansion,6,-0.22012,4.35807
523,MRS003,Private Cooling Expansion Only,7,-0.39466,4.64964
523,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.60869,4.71386
523,MRS007,Dashboard Monitoring Without Repair,9,-1.42411,5.01784
523,MRS001,Rebuild Same Floodplain Housing,10,-1.88488,5.45747
524,MRS002,Floodplain Restoration and Housing Transition,1,7.74578,0.45373
524,MRS006,Distributed Renewable Resilience Hubs,2,7.71222,0.39869
524,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.62607,0.48164
524,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.60466,0.54251
524,MRS004,Housing Retrofit and Public Cooling Network,5,7.50309,0.61274
524,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.245,4.16791
524,MRS003,Private Cooling Expansion Only,7,0.19503,4.21278
524,MRS007,Dashboard Monitoring Without Repair,8,0.07907,4.25941
524,MRS001,Rebuild Same Floodplain Housing,9,-0.10795,4.40272
524,MRS005,Fossil Backup Power Expansion,10,-0.4638,4.48866
525,MRS002,Floodplain Restoration and Housing Transition,1,7.60386,0.53375
525,MRS004,Housing Retrofit and Public Cooling Network,2,7.52645,0.50657
525,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.26491,0.66643
525,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.09051,0.48495
525,MRS006,Distributed Renewable Resilience Hubs,5,7.04709,0.72621
525,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.67268,4.09774
525,MRS003,Private Cooling Expansion Only,7,-0.84573,4.74719
525,MRS001,Rebuild Same Floodplain Housing,8,-1.43538,5.09855
525,MRS005,Fossil Backup Power Expansion,9,-1.4777,4.95677
525,MRS007,Dashboard Monitoring Without Repair,10,-1.91532,5.31691
526,MRS002,Floodplain Restoration and Housing Transition,1,7.93731,0.60992
526,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.58609,0.5663
526,MRS004,Housing Retrofit and Public Cooling Network,3,7.54366,0.5366
526,MRS006,Distributed Renewable Resilience Hubs,4,7.35315,0.51052
526,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.23027,0.551
526,MRS003,Private Cooling Expansion Only,6,0.61103,4.10274
526,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.18913,4.46004
526,MRS005,Fossil Backup Power Expansion,8,-0.61855,4.53127
526,MRS007,Dashboard Monitoring Without Repair,9,-1.20105,5.00027
526,MRS001,Rebuild Same Floodplain Housing,10,-2.0156,5.50413
527,MRS010,Diversified Supply Chain with Labor and Ecological Standards,1,7.48976,0.48811
527,MRS006,Distributed Renewable Resilience Hubs,2,7.30008,0.49752
527,MRS002,Floodplain Restoration and Housing Transition,3,7.25902,0.53221
527,MRS004,Housing Retrofit and Public Cooling Network,4,7.11278,0.64234
527,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.09478,0.44359
527,MRS003,Private Cooling Expansion Only,6,1.16198,3.5608
527,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.12371,4.3059
527,MRS007,Dashboard Monitoring Without Repair,8,-1.34608,5.09247
527,MRS001,Rebuild Same Floodplain Housing,9,-2.10018,5.49747
527,MRS005,Fossil Backup Power Expansion,10,-2.14261,5.32569
528,MRS006,Distributed Renewable Resilience Hubs,1,7.6393,0.28694
528,MRS004,Housing Retrofit and Public Cooling Network,2,7.55077,0.37138
528,MRS002,Floodplain Restoration and Housing Transition,3,7.50233,0.49837
528,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.40334,0.54515
528,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.05268,0.73813
528,MRS007,Dashboard Monitoring Without Repair,6,0.3865,4.17371
528,MRS003,Private Cooling Expansion Only,7,0.15247,4.29006
528,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.28811,4.5602
528,MRS001,Rebuild Same Floodplain Housing,9,-0.99466,4.88955
528,MRS005,Fossil Backup Power Expansion,10,-1.52899,5.02006
529,MRS004,Housing Retrofit and Public Cooling Network,1,7.5943,0.5598
529,MRS006,Distributed Renewable Resilience Hubs,2,7.54865,0.53866
529,MRS002,Floodplain Restoration and Housing Transition,3,7.49846,0.55986
529,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.59624,0.73299
529,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.55039,0.77199
529,MRS003,Private Cooling Expansion Only,6,0.29465,4.115
529,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.12148,4.19795
529,MRS007,Dashboard Monitoring Without Repair,8,0.0033,4.32764
529,MRS005,Fossil Backup Power Expansion,9,-0.91138,4.7072
529,MRS001,Rebuild Same Floodplain Housing,10,-1.87437,5.32304
530,MRS004,Housing Retrofit and Public Cooling Network,1,7.47368,0.32452
530,MRS002,Floodplain Restoration and Housing Transition,2,7.28921,0.63086
530,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.26344,0.4563
530,MRS006,Distributed Renewable Resilience Hubs,4,7.2132,0.62312
530,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.15033,0.60782
530,MRS003,Private Cooling Expansion Only,6,0.07552,4.24133
530,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.49494,4.78058
530,MRS005,Fossil Backup Power Expansion,8,-0.66365,4.51022
530,MRS007,Dashboard Monitoring Without Repair,9,-0.92969,4.7363
530,MRS001,Rebuild Same Floodplain Housing,10,-2.07666,5.49131
531,MRS002,Floodplain Restoration and Housing Transition,1,7.6203,0.41554
531,MRS006,Distributed Renewable Resilience Hubs,2,7.14274,0.56696
531,MRS004,Housing Retrofit and Public Cooling Network,3,7.10661,0.56797
531,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.05502,0.82031
531,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.83978,0.61651
531,MRS003,Private Cooling Expansion Only,6,0.68194,3.82498
531,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.01064,4.2896
531,MRS007,Dashboard Monitoring Without Repair,8,-0.62816,4.54459
531,MRS005,Fossil Backup Power Expansion,9,-1.32407,5.01537
531,MRS001,Rebuild Same Floodplain Housing,10,-1.61444,5.23282
532,MRS002,Floodplain Restoration and Housing Transition,1,7.72498,0.56226
532,MRS006,Distributed Renewable Resilience Hubs,2,7.62653,0.47933
532,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.27287,0.54492
532,MRS004,Housing Retrofit and Public Cooling Network,4,7.0217,0.68672
532,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.35556,0.91201
532,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.71246,3.90493
532,MRS003,Private Cooling Expansion Only,7,-0.00367,4.20246
532,MRS007,Dashboard Monitoring Without Repair,8,-0.29958,4.50771
532,MRS001,Rebuild Same Floodplain Housing,9,-1.55784,5.32739
532,MRS005,Fossil Backup Power Expansion,10,-2.31774,5.39615
533,MRS006,Distributed Renewable Resilience Hubs,1,7.46931,0.41665
533,MRS002,Floodplain Restoration and Housing Transition,2,7.35535,0.506
533,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.31806,0.51645
533,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.25575,0.47694
533,MRS004,Housing Retrofit and Public Cooling Network,5,7.23992,0.52937
533,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.33669,4.17581
533,MRS007,Dashboard Monitoring Without Repair,7,-0.40429,4.57366
533,MRS001,Rebuild Same Floodplain Housing,8,-0.51751,4.51821
533,MRS003,Private Cooling Expansion Only,9,-0.56654,4.60796
533,MRS005,Fossil Backup Power Expansion,10,-1.4484,5.09889
534,MRS006,Distributed Renewable Resilience Hubs,1,7.75867,0.42984
534,MRS002,Floodplain Restoration and Housing Transition,2,7.69192,0.39999
534,MRS004,Housing Retrofit and Public Cooling Network,3,7.45837,0.54535
534,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.28463,0.49752
534,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.86273,0.50805
534,MRS003,Private Cooling Expansion Only,6,0.81361,3.97341
534,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.28446,4.51391
534,MRS001,Rebuild Same Floodplain Housing,8,-0.98553,4.88426
534,MRS005,Fossil Backup Power Expansion,9,-1.21497,4.9162
534,MRS007,Dashboard Monitoring Without Repair,10,-1.25749,4.97535
535,MRS002,Floodplain Restoration and Housing Transition,1,7.54778,0.47825
535,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.44412,0.35994
535,MRS004,Housing Retrofit and Public Cooling Network,3,7.27933,0.42528
535,MRS006,Distributed Renewable Resilience Hubs,4,7.21235,0.62187
535,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.74929,0.68013
535,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.67713,3.8759
535,MRS003,Private Cooling Expansion Only,7,0.19929,4.19785
535,MRS001,Rebuild Same Floodplain Housing,8,-0.95651,4.84955
535,MRS007,Dashboard Monitoring Without Repair,9,-1.05731,5.02363
535,MRS005,Fossil Backup Power Expansion,10,-1.21692,4.97488
536,MRS004,Housing Retrofit and Public Cooling Network,1,7.71401,0.34098
536,MRS002,Floodplain Restoration and Housing Transition,2,7.40483,0.44767
536,MRS008,Maintenance Backlog Repair and Governance Reform,3,6.9242,0.74387
536,MRS006,Distributed Renewable Resilience Hubs,4,6.78489,0.79197
536,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.69098,0.78624
536,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.20151,4.20386
536,MRS003,Private Cooling Expansion Only,7,-0.4441,4.55526
536,MRS007,Dashboard Monitoring Without Repair,8,-1.1103,4.87785
536,MRS001,Rebuild Same Floodplain Housing,9,-1.17944,5.01364
536,MRS005,Fossil Backup Power Expansion,10,-1.69263,5.35526
537,MRS002,Floodplain Restoration and Housing Transition,1,7.6121,0.46166
537,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.39892,0.5229
537,MRS004,Housing Retrofit and Public Cooling Network,3,7.35803,0.38453
537,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.27964,0.63718
537,MRS006,Distributed Renewable Resilience Hubs,5,7.18233,0.50842
537,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.12082,4.42764
537,MRS003,Private Cooling Expansion Only,7,-0.14524,4.39687
537,MRS007,Dashboard Monitoring Without Repair,8,-0.81042,4.76308
537,MRS005,Fossil Backup Power Expansion,9,-1.34042,5.06583
537,MRS001,Rebuild Same Floodplain Housing,10,-1.51846,5.09289
538,MRS002,Floodplain Restoration and Housing Transition,1,7.96965,0.44837
538,MRS004,Housing Retrofit and Public Cooling Network,2,7.39801,0.58069
538,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.32949,0.64669
538,MRS006,Distributed Renewable Resilience Hubs,4,7.09307,0.683
538,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.01195,0.65787
538,MRS003,Private Cooling Expansion Only,6,0.12531,4.18611
538,MRS007,Dashboard Monitoring Without Repair,7,-0.34752,4.48162
538,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.55328,4.57938
538,MRS005,Fossil Backup Power Expansion,9,-0.94616,4.84587
538,MRS001,Rebuild Same Floodplain Housing,10,-1.93651,5.4268
539,MRS002,Floodplain Restoration and Housing Transition,1,7.62633,0.47574
539,MRS006,Distributed Renewable Resilience Hubs,2,7.53849,0.56185
539,MRS004,Housing Retrofit and Public Cooling Network,3,7.3168,0.51438
539,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.03296,0.55748
539,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.67193,0.76217
539,MRS003,Private Cooling Expansion Only,6,-0.22512,4.57465
539,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.35381,4.48923
539,MRS007,Dashboard Monitoring Without Repair,8,-0.86117,4.72648
539,MRS005,Fossil Backup Power Expansion,9,-0.92265,4.79579
539,MRS001,Rebuild Same Floodplain Housing,10,-1.87609,5.34092
540,MRS002,Floodplain Restoration and Housing Transition,1,7.88527,0.40317
540,MRS004,Housing Retrofit and Public Cooling Network,2,7.31526,0.49328
540,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.27906,0.53002
540,MRS006,Distributed Renewable Resilience Hubs,4,7.27045,0.47707
540,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.68632,0.88488
540,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.33711,4.22868
540,MRS003,Private Cooling Expansion Only,7,-0.0133,4.42459
540,MRS005,Fossil Backup Power Expansion,8,-0.77629,4.84378
540,MRS007,Dashboard Monitoring Without Repair,9,-0.91289,4.80575
540,MRS001,Rebuild Same Floodplain Housing,10,-2.05307,5.34596
541,MRS004,Housing Retrofit and Public Cooling Network,1,7.57477,0.41018
541,MRS006,Distributed Renewable Resilience Hubs,2,7.45858,0.45078
541,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.2114,0.45617
541,MRS002,Floodplain Restoration and Housing Transition,4,7.14628,0.70637
541,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.74583,0.66754
541,MRS007,Dashboard Monitoring Without Repair,6,-0.06843,4.27474
541,MRS005,Fossil Backup Power Expansion,7,-0.22752,4.40119
541,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.32883,4.61114
541,MRS003,Private Cooling Expansion Only,9,-0.4308,4.52988
541,MRS001,Rebuild Same Floodplain Housing,10,-1.04025,4.85187
542,MRS002,Floodplain Restoration and Housing Transition,1,7.69191,0.57527
542,MRS006,Distributed Renewable Resilience Hubs,2,7.65793,0.41396
542,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.33322,0.4151
542,MRS004,Housing Retrofit and Public Cooling Network,4,7.24289,0.46441
542,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.58245,0.72756
542,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.71098,4.08244
542,MRS007,Dashboard Monitoring Without Repair,7,-0.37063,4.49655
542,MRS003,Private Cooling Expansion Only,8,-0.41079,4.58852
542,MRS005,Fossil Backup Power Expansion,9,-1.00159,4.72714
542,MRS001,Rebuild Same Floodplain Housing,10,-1.9017,5.36063
543,MRS004,Housing Retrofit and Public Cooling Network,1,7.64826,0.40512
543,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.37098,0.6219
543,MRS006,Distributed Renewable Resilience Hubs,3,7.13881,0.6716
543,MRS002,Floodplain Restoration and Housing Transition,4,6.86729,0.69061
543,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.28644,1.08825
543,MRS003,Private Cooling Expansion Only,6,0.04359,4.36772
543,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.12998,4.46495
543,MRS005,Fossil Backup Power Expansion,8,-1.29781,4.90142
543,MRS007,Dashboard Monitoring Without Repair,9,-1.56822,5.09732
543,MRS001,Rebuild Same Floodplain Housing,10,-1.6357,5.31219
544,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.55373,0.43996
544,MRS006,Distributed Renewable Resilience Hubs,2,7.38638,0.6189
544,MRS004,Housing Retrofit and Public Cooling Network,3,7.36817,0.4756
544,MRS002,Floodplain Restoration and Housing Transition,4,7.3142,0.72516
544,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.07038,0.61902
544,MRS003,Private Cooling Expansion Only,6,-0.06774,4.2732
544,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.53835,4.72159
544,MRS007,Dashboard Monitoring Without Repair,8,-0.6021,4.62195
544,MRS001,Rebuild Same Floodplain Housing,9,-1.49486,5.14648
544,MRS005,Fossil Backup Power Expansion,10,-1.53961,5.01433
545,MRS002,Floodplain Restoration and Housing Transition,1,7.56849,0.47483
545,MRS004,Housing Retrofit and Public Cooling Network,2,7.44279,0.59495
545,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.29771,0.42526
545,MRS006,Distributed Renewable Resilience Hubs,4,6.95786,0.75304
545,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.94802,0.61697
545,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.47619,4.04483
545,MRS003,Private Cooling Expansion Only,7,0.03416,4.23489
545,MRS005,Fossil Backup Power Expansion,8,-0.23568,4.36247
545,MRS007,Dashboard Monitoring Without Repair,9,-1.0108,4.68793
545,MRS001,Rebuild Same Floodplain Housing,10,-1.78098,5.33092
546,MRS002,Floodplain Restoration and Housing Transition,1,7.82552,0.4094
546,MRS004,Housing Retrofit and Public Cooling Network,2,7.57874,0.46916
546,MRS006,Distributed Renewable Resilience Hubs,3,7.23021,0.53997
546,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.11833,0.55878
546,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.06275,0.57667
546,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.31422,4.08785
546,MRS003,Private Cooling Expansion Only,7,-0.28766,4.54437
546,MRS007,Dashboard Monitoring Without Repair,8,-0.98353,4.93593
546,MRS005,Fossil Backup Power Expansion,9,-1.23393,5.05193
546,MRS001,Rebuild Same Floodplain Housing,10,-1.76102,5.26468
547,MRS006,Distributed Renewable Resilience Hubs,1,7.74646,0.40388
547,MRS002,Floodplain Restoration and Housing Transition,2,7.43721,0.55356
547,MRS004,Housing Retrofit and Public Cooling Network,3,7.37721,0.58522
547,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.1197,0.76954
547,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.98132,0.65546
547,MRS003,Private Cooling Expansion Only,6,0.1706,4.3702
547,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.04824,4.33508
547,MRS007,Dashboard Monitoring Without Repair,8,-0.65394,4.83682
547,MRS005,Fossil Backup Power Expansion,9,-1.08176,4.80702
547,MRS001,Rebuild Same Floodplain Housing,10,-1.2519,4.9973
548,MRS002,Floodplain Restoration and Housing Transition,1,8.16032,0.35363
