simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
774,LK006,Recovery Feedback and Administrative Burden Review,4,8.22932,Funded Community Resilience Advisory Council
774,LK001,Participatory Risk Mapping and Action Triggers,5,8.07401,Funded Community Resilience Advisory Council
774,LK002,Community Science Environmental Monitoring Network,6,7.47561,Funded Community Resilience Advisory Council
775,LK003,Indigenous Knowledge Governance Protocol,1,8.70651,Indigenous Knowledge Governance Protocol
775,LK004,Funded Community Resilience Advisory Council,2,8.69582,Indigenous Knowledge Governance Protocol
775,LK005,Trusted Messenger and Local Warning System,3,8.60765,Indigenous Knowledge Governance Protocol
775,LK001,Participatory Risk Mapping and Action Triggers,4,8.55872,Indigenous Knowledge Governance Protocol
775,LK006,Recovery Feedback and Administrative Burden Review,5,8.47092,Indigenous Knowledge Governance Protocol
775,LK002,Community Science Environmental Monitoring Network,6,7.67151,Indigenous Knowledge Governance Protocol
776,LK004,Funded Community Resilience Advisory Council,1,8.93143,Funded Community Resilience Advisory Council
776,LK003,Indigenous Knowledge Governance Protocol,2,8.90142,Funded Community Resilience Advisory Council
776,LK006,Recovery Feedback and Administrative Burden Review,3,8.51043,Funded Community Resilience Advisory Council
776,LK005,Trusted Messenger and Local Warning System,4,8.25557,Funded Community Resilience Advisory Council
776,LK002,Community Science Environmental Monitoring Network,5,8.20354,Funded Community Resilience Advisory Council
776,LK001,Participatory Risk Mapping and Action Triggers,6,7.86377,Funded Community Resilience Advisory Council
777,LK004,Funded Community Resilience Advisory Council,1,8.80083,Funded Community Resilience Advisory Council
777,LK003,Indigenous Knowledge Governance Protocol,2,8.60811,Funded Community Resilience Advisory Council
777,LK006,Recovery Feedback and Administrative Burden Review,3,8.41824,Funded Community Resilience Advisory Council
777,LK002,Community Science Environmental Monitoring Network,4,8.23779,Funded Community Resilience Advisory Council
777,LK001,Participatory Risk Mapping and Action Triggers,5,8.18658,Funded Community Resilience Advisory Council
777,LK005,Trusted Messenger and Local Warning System,6,8.14717,Funded Community Resilience Advisory Council
778,LK003,Indigenous Knowledge Governance Protocol,1,9.21719,Indigenous Knowledge Governance Protocol
778,LK004,Funded Community Resilience Advisory Council,2,8.79967,Indigenous Knowledge Governance Protocol
778,LK005,Trusted Messenger and Local Warning System,3,8.63501,Indigenous Knowledge Governance Protocol
778,LK006,Recovery Feedback and Administrative Burden Review,4,8.52491,Indigenous Knowledge Governance Protocol
778,LK001,Participatory Risk Mapping and Action Triggers,5,8.03904,Indigenous Knowledge Governance Protocol
778,LK002,Community Science Environmental Monitoring Network,6,8.01428,Indigenous Knowledge Governance Protocol
779,LK004,Funded Community Resilience Advisory Council,1,8.84678,Funded Community Resilience Advisory Council
779,LK006,Recovery Feedback and Administrative Burden Review,2,8.75835,Funded Community Resilience Advisory Council
779,LK003,Indigenous Knowledge Governance Protocol,3,8.61321,Funded Community Resilience Advisory Council
779,LK005,Trusted Messenger and Local Warning System,4,8.22237,Funded Community Resilience Advisory Council
779,LK002,Community Science Environmental Monitoring Network,5,8.10349,Funded Community Resilience Advisory Council
779,LK001,Participatory Risk Mapping and Action Triggers,6,7.97358,Funded Community Resilience Advisory Council
780,LK003,Indigenous Knowledge Governance Protocol,1,9.04479,Indigenous Knowledge Governance Protocol
780,LK001,Participatory Risk Mapping and Action Triggers,2,8.78036,Indigenous Knowledge Governance Protocol
780,LK004,Funded Community Resilience Advisory Council,3,8.57478,Indigenous Knowledge Governance Protocol
780,LK006,Recovery Feedback and Administrative Burden Review,4,8.37902,Indigenous Knowledge Governance Protocol
780,LK002,Community Science Environmental Monitoring Network,5,8.24098,Indigenous Knowledge Governance Protocol
780,LK005,Trusted Messenger and Local Warning System,6,8.06445,Indigenous Knowledge Governance Protocol
781,LK003,Indigenous Knowledge Governance Protocol,1,8.97979,Indigenous Knowledge Governance Protocol
781,LK001,Participatory Risk Mapping and Action Triggers,2,8.55748,Indigenous Knowledge Governance Protocol
781,LK004,Funded Community Resilience Advisory Council,3,8.54651,Indigenous Knowledge Governance Protocol
781,LK005,Trusted Messenger and Local Warning System,4,8.48058,Indigenous Knowledge Governance Protocol
781,LK006,Recovery Feedback and Administrative Burden Review,5,8.45482,Indigenous Knowledge Governance Protocol
781,LK002,Community Science Environmental Monitoring Network,6,7.99932,Indigenous Knowledge Governance Protocol
782,LK003,Indigenous Knowledge Governance Protocol,1,8.87015,Indigenous Knowledge Governance Protocol
782,LK004,Funded Community Resilience Advisory Council,2,8.68015,Indigenous Knowledge Governance Protocol
782,LK006,Recovery Feedback and Administrative Burden Review,3,8.3721,Indigenous Knowledge Governance Protocol
782,LK005,Trusted Messenger and Local Warning System,4,8.30686,Indigenous Knowledge Governance Protocol
782,LK001,Participatory Risk Mapping and Action Triggers,5,8.06018,Indigenous Knowledge Governance Protocol
782,LK002,Community Science Environmental Monitoring Network,6,7.91205,Indigenous Knowledge Governance Protocol
783,LK003,Indigenous Knowledge Governance Protocol,1,8.99879,Indigenous Knowledge Governance Protocol
783,LK004,Funded Community Resilience Advisory Council,2,8.79383,Indigenous Knowledge Governance Protocol
783,LK006,Recovery Feedback and Administrative Burden Review,3,8.77098,Indigenous Knowledge Governance Protocol
783,LK002,Community Science Environmental Monitoring Network,4,8.57415,Indigenous Knowledge Governance Protocol
783,LK001,Participatory Risk Mapping and Action Triggers,5,8.44295,Indigenous Knowledge Governance Protocol
783,LK005,Trusted Messenger and Local Warning System,6,8.33086,Indigenous Knowledge Governance Protocol
784,LK003,Indigenous Knowledge Governance Protocol,1,9.19756,Indigenous Knowledge Governance Protocol
784,LK004,Funded Community Resilience Advisory Council,2,8.90784,Indigenous Knowledge Governance Protocol
784,LK001,Participatory Risk Mapping and Action Triggers,3,8.74539,Indigenous Knowledge Governance Protocol
784,LK005,Trusted Messenger and Local Warning System,4,8.49923,Indigenous Knowledge Governance Protocol
784,LK006,Recovery Feedback and Administrative Burden Review,5,8.34681,Indigenous Knowledge Governance Protocol
784,LK002,Community Science Environmental Monitoring Network,6,7.86548,Indigenous Knowledge Governance Protocol
785,LK003,Indigenous Knowledge Governance Protocol,1,9.10521,Indigenous Knowledge Governance Protocol
785,LK004,Funded Community Resilience Advisory Council,2,8.89816,Indigenous Knowledge Governance Protocol
785,LK001,Participatory Risk Mapping and Action Triggers,3,8.75811,Indigenous Knowledge Governance Protocol
785,LK006,Recovery Feedback and Administrative Burden Review,4,8.20204,Indigenous Knowledge Governance Protocol
785,LK005,Trusted Messenger and Local Warning System,5,8.01424,Indigenous Knowledge Governance Protocol
785,LK002,Community Science Environmental Monitoring Network,6,7.90903,Indigenous Knowledge Governance Protocol
786,LK003,Indigenous Knowledge Governance Protocol,1,8.92761,Indigenous Knowledge Governance Protocol
786,LK001,Participatory Risk Mapping and Action Triggers,2,8.87721,Indigenous Knowledge Governance Protocol
786,LK004,Funded Community Resilience Advisory Council,3,8.72725,Indigenous Knowledge Governance Protocol
786,LK005,Trusted Messenger and Local Warning System,4,8.50507,Indigenous Knowledge Governance Protocol
786,LK006,Recovery Feedback and Administrative Burden Review,5,8.45818,Indigenous Knowledge Governance Protocol
786,LK002,Community Science Environmental Monitoring Network,6,8.12317,Indigenous Knowledge Governance Protocol
787,LK003,Indigenous Knowledge Governance Protocol,1,9.08715,Indigenous Knowledge Governance Protocol
787,LK006,Recovery Feedback and Administrative Burden Review,2,8.66678,Indigenous Knowledge Governance Protocol
787,LK001,Participatory Risk Mapping and Action Triggers,3,8.59815,Indigenous Knowledge Governance Protocol
787,LK004,Funded Community Resilience Advisory Council,4,8.38229,Indigenous Knowledge Governance Protocol
787,LK002,Community Science Environmental Monitoring Network,5,8.31255,Indigenous Knowledge Governance Protocol
787,LK005,Trusted Messenger and Local Warning System,6,8.26099,Indigenous Knowledge Governance Protocol
788,LK004,Funded Community Resilience Advisory Council,1,8.87743,Funded Community Resilience Advisory Council
788,LK001,Participatory Risk Mapping and Action Triggers,2,8.46928,Funded Community Resilience Advisory Council
788,LK005,Trusted Messenger and Local Warning System,3,8.32106,Funded Community Resilience Advisory Council
788,LK003,Indigenous Knowledge Governance Protocol,4,8.25709,Funded Community Resilience Advisory Council
788,LK006,Recovery Feedback and Administrative Burden Review,5,8.22675,Funded Community Resilience Advisory Council
788,LK002,Community Science Environmental Monitoring Network,6,7.63026,Funded Community Resilience Advisory Council
789,LK004,Funded Community Resilience Advisory Council,1,8.82732,Funded Community Resilience Advisory Council
789,LK003,Indigenous Knowledge Governance Protocol,2,8.58096,Funded Community Resilience Advisory Council
789,LK002,Community Science Environmental Monitoring Network,3,8.56482,Funded Community Resilience Advisory Council
789,LK006,Recovery Feedback and Administrative Burden Review,4,8.54335,Funded Community Resilience Advisory Council
789,LK005,Trusted Messenger and Local Warning System,5,8.20085,Funded Community Resilience Advisory Council
789,LK001,Participatory Risk Mapping and Action Triggers,6,7.97428,Funded Community Resilience Advisory Council
790,LK004,Funded Community Resilience Advisory Council,1,9.0841,Funded Community Resilience Advisory Council
790,LK003,Indigenous Knowledge Governance Protocol,2,8.7062,Funded Community Resilience Advisory Council
790,LK006,Recovery Feedback and Administrative Burden Review,3,8.57126,Funded Community Resilience Advisory Council
790,LK001,Participatory Risk Mapping and Action Triggers,4,8.44499,Funded Community Resilience Advisory Council
790,LK005,Trusted Messenger and Local Warning System,5,8.22733,Funded Community Resilience Advisory Council
790,LK002,Community Science Environmental Monitoring Network,6,7.80948,Funded Community Resilience Advisory Council
791,LK003,Indigenous Knowledge Governance Protocol,1,9.18567,Indigenous Knowledge Governance Protocol
791,LK004,Funded Community Resilience Advisory Council,2,8.9233,Indigenous Knowledge Governance Protocol
791,LK006,Recovery Feedback and Administrative Burden Review,3,8.46501,Indigenous Knowledge Governance Protocol
791,LK001,Participatory Risk Mapping and Action Triggers,4,8.33828,Indigenous Knowledge Governance Protocol
791,LK002,Community Science Environmental Monitoring Network,5,8.18277,Indigenous Knowledge Governance Protocol
791,LK005,Trusted Messenger and Local Warning System,6,7.82692,Indigenous Knowledge Governance Protocol
792,LK006,Recovery Feedback and Administrative Burden Review,1,8.86531,Recovery Feedback and Administrative Burden Review
792,LK001,Participatory Risk Mapping and Action Triggers,2,8.85065,Recovery Feedback and Administrative Burden Review
792,LK004,Funded Community Resilience Advisory Council,3,8.6266,Recovery Feedback and Administrative Burden Review
792,LK003,Indigenous Knowledge Governance Protocol,4,8.4628,Recovery Feedback and Administrative Burden Review
792,LK002,Community Science Environmental Monitoring Network,5,8.27423,Recovery Feedback and Administrative Burden Review
792,LK005,Trusted Messenger and Local Warning System,6,8.24375,Recovery Feedback and Administrative Burden Review
793,LK003,Indigenous Knowledge Governance Protocol,1,8.88926,Indigenous Knowledge Governance Protocol
793,LK006,Recovery Feedback and Administrative Burden Review,2,8.57279,Indigenous Knowledge Governance Protocol
793,LK005,Trusted Messenger and Local Warning System,3,8.55849,Indigenous Knowledge Governance Protocol
