simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
989,DB004,Justice-Centered Resilience Dashboard,4,6.78064,Threshold-Sensitive Early Warning Dashboard
989,DB002,Indicator Domain Dashboard,5,6.19025,Threshold-Sensitive Early Warning Dashboard
989,DB001,Simple Composite Resilience Score,6,4.60672,Threshold-Sensitive Early Warning Dashboard
990,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.38337,Adaptive Learning and Decision-Trigger Dashboard
990,DB006,Participatory Community Resilience Dashboard,2,6.90781,Adaptive Learning and Decision-Trigger Dashboard
990,DB004,Justice-Centered Resilience Dashboard,3,6.80781,Adaptive Learning and Decision-Trigger Dashboard
990,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.80114,Adaptive Learning and Decision-Trigger Dashboard
990,DB002,Indicator Domain Dashboard,5,6.27802,Adaptive Learning and Decision-Trigger Dashboard
990,DB001,Simple Composite Resilience Score,6,4.8456,Adaptive Learning and Decision-Trigger Dashboard
991,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.60842,Adaptive Learning and Decision-Trigger Dashboard
991,DB004,Justice-Centered Resilience Dashboard,2,7.10526,Adaptive Learning and Decision-Trigger Dashboard
991,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.03129,Adaptive Learning and Decision-Trigger Dashboard
991,DB006,Participatory Community Resilience Dashboard,4,6.69539,Adaptive Learning and Decision-Trigger Dashboard
991,DB002,Indicator Domain Dashboard,5,6.41378,Adaptive Learning and Decision-Trigger Dashboard
991,DB001,Simple Composite Resilience Score,6,4.8513,Adaptive Learning and Decision-Trigger Dashboard
992,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.56398,Adaptive Learning and Decision-Trigger Dashboard
992,DB006,Participatory Community Resilience Dashboard,2,7.06177,Adaptive Learning and Decision-Trigger Dashboard
992,DB004,Justice-Centered Resilience Dashboard,3,6.76098,Adaptive Learning and Decision-Trigger Dashboard
992,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.72305,Adaptive Learning and Decision-Trigger Dashboard
992,DB002,Indicator Domain Dashboard,5,6.66509,Adaptive Learning and Decision-Trigger Dashboard
992,DB001,Simple Composite Resilience Score,6,4.76667,Adaptive Learning and Decision-Trigger Dashboard
993,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.33027,Threshold-Sensitive Early Warning Dashboard
993,DB004,Justice-Centered Resilience Dashboard,2,7.26354,Threshold-Sensitive Early Warning Dashboard
993,DB005,Adaptive Learning and Decision-Trigger Dashboard,3,7.2107,Threshold-Sensitive Early Warning Dashboard
993,DB006,Participatory Community Resilience Dashboard,4,6.77601,Threshold-Sensitive Early Warning Dashboard
993,DB002,Indicator Domain Dashboard,5,5.71946,Threshold-Sensitive Early Warning Dashboard
993,DB001,Simple Composite Resilience Score,6,4.44777,Threshold-Sensitive Early Warning Dashboard
994,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74499,Adaptive Learning and Decision-Trigger Dashboard
994,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.98703,Adaptive Learning and Decision-Trigger Dashboard
994,DB004,Justice-Centered Resilience Dashboard,3,6.96394,Adaptive Learning and Decision-Trigger Dashboard
994,DB006,Participatory Community Resilience Dashboard,4,6.65731,Adaptive Learning and Decision-Trigger Dashboard
994,DB002,Indicator Domain Dashboard,5,6.12188,Adaptive Learning and Decision-Trigger Dashboard
994,DB001,Simple Composite Resilience Score,6,4.47426,Adaptive Learning and Decision-Trigger Dashboard
995,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.84514,Adaptive Learning and Decision-Trigger Dashboard
995,DB004,Justice-Centered Resilience Dashboard,2,7.15786,Adaptive Learning and Decision-Trigger Dashboard
995,DB006,Participatory Community Resilience Dashboard,3,6.98932,Adaptive Learning and Decision-Trigger Dashboard
995,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.92786,Adaptive Learning and Decision-Trigger Dashboard
995,DB002,Indicator Domain Dashboard,5,6.40553,Adaptive Learning and Decision-Trigger Dashboard
995,DB001,Simple Composite Resilience Score,6,4.88414,Adaptive Learning and Decision-Trigger Dashboard
996,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.45,Adaptive Learning and Decision-Trigger Dashboard
996,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.15535,Adaptive Learning and Decision-Trigger Dashboard
996,DB006,Participatory Community Resilience Dashboard,3,6.78594,Adaptive Learning and Decision-Trigger Dashboard
996,DB004,Justice-Centered Resilience Dashboard,4,6.74459,Adaptive Learning and Decision-Trigger Dashboard
996,DB002,Indicator Domain Dashboard,5,6.0038,Adaptive Learning and Decision-Trigger Dashboard
996,DB001,Simple Composite Resilience Score,6,4.57508,Adaptive Learning and Decision-Trigger Dashboard
997,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.38485,Adaptive Learning and Decision-Trigger Dashboard
997,DB006,Participatory Community Resilience Dashboard,2,6.9689,Adaptive Learning and Decision-Trigger Dashboard
997,DB004,Justice-Centered Resilience Dashboard,3,6.74419,Adaptive Learning and Decision-Trigger Dashboard
997,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.68661,Adaptive Learning and Decision-Trigger Dashboard
997,DB002,Indicator Domain Dashboard,5,5.92504,Adaptive Learning and Decision-Trigger Dashboard
997,DB001,Simple Composite Resilience Score,6,4.57766,Adaptive Learning and Decision-Trigger Dashboard
998,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.73289,Adaptive Learning and Decision-Trigger Dashboard
998,DB006,Participatory Community Resilience Dashboard,2,7.04973,Adaptive Learning and Decision-Trigger Dashboard
998,DB004,Justice-Centered Resilience Dashboard,3,6.83066,Adaptive Learning and Decision-Trigger Dashboard
998,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.68941,Adaptive Learning and Decision-Trigger Dashboard
998,DB002,Indicator Domain Dashboard,5,6.63266,Adaptive Learning and Decision-Trigger Dashboard
998,DB001,Simple Composite Resilience Score,6,4.70106,Adaptive Learning and Decision-Trigger Dashboard
999,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.52538,Adaptive Learning and Decision-Trigger Dashboard
999,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.42447,Adaptive Learning and Decision-Trigger Dashboard
999,DB006,Participatory Community Resilience Dashboard,3,7.32712,Adaptive Learning and Decision-Trigger Dashboard
999,DB004,Justice-Centered Resilience Dashboard,4,6.68145,Adaptive Learning and Decision-Trigger Dashboard
999,DB002,Indicator Domain Dashboard,5,6.11222,Adaptive Learning and Decision-Trigger Dashboard
999,DB001,Simple Composite Resilience Score,6,4.94244,Adaptive Learning and Decision-Trigger Dashboard
1000,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.63131,Adaptive Learning and Decision-Trigger Dashboard
1000,DB004,Justice-Centered Resilience Dashboard,2,6.91054,Adaptive Learning and Decision-Trigger Dashboard
1000,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.86959,Adaptive Learning and Decision-Trigger Dashboard
1000,DB006,Participatory Community Resilience Dashboard,4,6.44892,Adaptive Learning and Decision-Trigger Dashboard
1000,DB002,Indicator Domain Dashboard,5,6.18765,Adaptive Learning and Decision-Trigger Dashboard
1000,DB001,Simple Composite Resilience Score,6,4.75456,Adaptive Learning and Decision-Trigger Dashboard
1001,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.8527,Adaptive Learning and Decision-Trigger Dashboard
1001,DB004,Justice-Centered Resilience Dashboard,2,7.1287,Adaptive Learning and Decision-Trigger Dashboard
1001,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.88444,Adaptive Learning and Decision-Trigger Dashboard
1001,DB006,Participatory Community Resilience Dashboard,4,6.74894,Adaptive Learning and Decision-Trigger Dashboard
1001,DB002,Indicator Domain Dashboard,5,5.89348,Adaptive Learning and Decision-Trigger Dashboard
1001,DB001,Simple Composite Resilience Score,6,4.77577,Adaptive Learning and Decision-Trigger Dashboard
1002,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.67837,Adaptive Learning and Decision-Trigger Dashboard
1002,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.55931,Adaptive Learning and Decision-Trigger Dashboard
1002,DB004,Justice-Centered Resilience Dashboard,3,7.0819,Adaptive Learning and Decision-Trigger Dashboard
1002,DB006,Participatory Community Resilience Dashboard,4,6.78269,Adaptive Learning and Decision-Trigger Dashboard
1002,DB002,Indicator Domain Dashboard,5,6.48613,Adaptive Learning and Decision-Trigger Dashboard
1002,DB001,Simple Composite Resilience Score,6,5.19869,Adaptive Learning and Decision-Trigger Dashboard
1003,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.93575,Adaptive Learning and Decision-Trigger Dashboard
1003,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.95109,Adaptive Learning and Decision-Trigger Dashboard
1003,DB004,Justice-Centered Resilience Dashboard,3,6.89765,Adaptive Learning and Decision-Trigger Dashboard
1003,DB006,Participatory Community Resilience Dashboard,4,6.64754,Adaptive Learning and Decision-Trigger Dashboard
1003,DB002,Indicator Domain Dashboard,5,6.32713,Adaptive Learning and Decision-Trigger Dashboard
1003,DB001,Simple Composite Resilience Score,6,4.3858,Adaptive Learning and Decision-Trigger Dashboard
1004,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.22883,Adaptive Learning and Decision-Trigger Dashboard
1004,DB004,Justice-Centered Resilience Dashboard,2,7.02545,Adaptive Learning and Decision-Trigger Dashboard
1004,DB006,Participatory Community Resilience Dashboard,3,6.79791,Adaptive Learning and Decision-Trigger Dashboard
1004,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.75698,Adaptive Learning and Decision-Trigger Dashboard
1004,DB002,Indicator Domain Dashboard,5,6.46305,Adaptive Learning and Decision-Trigger Dashboard
1004,DB001,Simple Composite Resilience Score,6,4.29133,Adaptive Learning and Decision-Trigger Dashboard
1005,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.70886,Adaptive Learning and Decision-Trigger Dashboard
1005,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.1714,Adaptive Learning and Decision-Trigger Dashboard
1005,DB004,Justice-Centered Resilience Dashboard,3,7.13299,Adaptive Learning and Decision-Trigger Dashboard
1005,DB006,Participatory Community Resilience Dashboard,4,6.96557,Adaptive Learning and Decision-Trigger Dashboard
1005,DB002,Indicator Domain Dashboard,5,5.91995,Adaptive Learning and Decision-Trigger Dashboard
1005,DB001,Simple Composite Resilience Score,6,4.32179,Adaptive Learning and Decision-Trigger Dashboard
1006,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.62664,Adaptive Learning and Decision-Trigger Dashboard
1006,DB006,Participatory Community Resilience Dashboard,2,7.43596,Adaptive Learning and Decision-Trigger Dashboard
1006,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.77008,Adaptive Learning and Decision-Trigger Dashboard
1006,DB004,Justice-Centered Resilience Dashboard,4,6.52278,Adaptive Learning and Decision-Trigger Dashboard
1006,DB002,Indicator Domain Dashboard,5,6.44345,Adaptive Learning and Decision-Trigger Dashboard
1006,DB001,Simple Composite Resilience Score,6,4.54054,Adaptive Learning and Decision-Trigger Dashboard
1007,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.37119,Adaptive Learning and Decision-Trigger Dashboard
1007,DB006,Participatory Community Resilience Dashboard,2,7.02656,Adaptive Learning and Decision-Trigger Dashboard
1007,DB004,Justice-Centered Resilience Dashboard,3,7.02565,Adaptive Learning and Decision-Trigger Dashboard
1007,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.78975,Adaptive Learning and Decision-Trigger Dashboard
1007,DB002,Indicator Domain Dashboard,5,6.31055,Adaptive Learning and Decision-Trigger Dashboard
1007,DB001,Simple Composite Resilience Score,6,4.5994,Adaptive Learning and Decision-Trigger Dashboard
1008,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.87203,Adaptive Learning and Decision-Trigger Dashboard
1008,DB006,Participatory Community Resilience Dashboard,2,7.07741,Adaptive Learning and Decision-Trigger Dashboard
1008,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.02917,Adaptive Learning and Decision-Trigger Dashboard
1008,DB004,Justice-Centered Resilience Dashboard,4,6.95715,Adaptive Learning and Decision-Trigger Dashboard
1008,DB002,Indicator Domain Dashboard,5,6.20695,Adaptive Learning and Decision-Trigger Dashboard
1008,DB001,Simple Composite Resilience Score,6,4.74481,Adaptive Learning and Decision-Trigger Dashboard
1009,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.72518,Adaptive Learning and Decision-Trigger Dashboard
1009,DB006,Participatory Community Resilience Dashboard,2,7.23005,Adaptive Learning and Decision-Trigger Dashboard
1009,DB004,Justice-Centered Resilience Dashboard,3,6.86454,Adaptive Learning and Decision-Trigger Dashboard
1009,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.66708,Adaptive Learning and Decision-Trigger Dashboard
1009,DB002,Indicator Domain Dashboard,5,6.29623,Adaptive Learning and Decision-Trigger Dashboard
1009,DB001,Simple Composite Resilience Score,6,4.74242,Adaptive Learning and Decision-Trigger Dashboard
1010,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.5091,Adaptive Learning and Decision-Trigger Dashboard
1010,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.20297,Adaptive Learning and Decision-Trigger Dashboard
1010,DB004,Justice-Centered Resilience Dashboard,3,6.78693,Adaptive Learning and Decision-Trigger Dashboard
1010,DB006,Participatory Community Resilience Dashboard,4,6.77605,Adaptive Learning and Decision-Trigger Dashboard
1010,DB002,Indicator Domain Dashboard,5,5.79035,Adaptive Learning and Decision-Trigger Dashboard
1010,DB001,Simple Composite Resilience Score,6,4.53619,Adaptive Learning and Decision-Trigger Dashboard
1011,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.4048,Adaptive Learning and Decision-Trigger Dashboard
1011,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.40385,Adaptive Learning and Decision-Trigger Dashboard
1011,DB006,Participatory Community Resilience Dashboard,3,7.00632,Adaptive Learning and Decision-Trigger Dashboard
1011,DB004,Justice-Centered Resilience Dashboard,4,6.96738,Adaptive Learning and Decision-Trigger Dashboard
1011,DB002,Indicator Domain Dashboard,5,6.35092,Adaptive Learning and Decision-Trigger Dashboard
1011,DB001,Simple Composite Resilience Score,6,4.88033,Adaptive Learning and Decision-Trigger Dashboard
1012,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.68935,Adaptive Learning and Decision-Trigger Dashboard
1012,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.00641,Adaptive Learning and Decision-Trigger Dashboard
1012,DB006,Participatory Community Resilience Dashboard,3,6.922,Adaptive Learning and Decision-Trigger Dashboard
1012,DB004,Justice-Centered Resilience Dashboard,4,6.85345,Adaptive Learning and Decision-Trigger Dashboard
1012,DB002,Indicator Domain Dashboard,5,6.26177,Adaptive Learning and Decision-Trigger Dashboard
1012,DB001,Simple Composite Resilience Score,6,4.43826,Adaptive Learning and Decision-Trigger Dashboard
1013,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.54956,Adaptive Learning and Decision-Trigger Dashboard
1013,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.28425,Adaptive Learning and Decision-Trigger Dashboard
1013,DB004,Justice-Centered Resilience Dashboard,3,7.01112,Adaptive Learning and Decision-Trigger Dashboard
1013,DB006,Participatory Community Resilience Dashboard,4,6.94968,Adaptive Learning and Decision-Trigger Dashboard
1013,DB002,Indicator Domain Dashboard,5,6.1251,Adaptive Learning and Decision-Trigger Dashboard
1013,DB001,Simple Composite Resilience Score,6,4.49271,Adaptive Learning and Decision-Trigger Dashboard
1014,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.34064,Threshold-Sensitive Early Warning Dashboard
1014,DB006,Participatory Community Resilience Dashboard,2,7.16281,Threshold-Sensitive Early Warning Dashboard
