simulation_id,strategy_id,strategy,rank,technology_resilience_value,winner
636,TR006,Vendor Portability and Platform Contingency Planning,4,7.65143,Graceful Degradation and Fallback Architecture
636,TR004,Data Integrity and Lineage Governance,5,7.62182,Graceful Degradation and Fallback Architecture
636,TR001,Critical Function and Dependency Mapping,6,7.57043,Graceful Degradation and Fallback Architecture
636,TR005,Technical Debt and Maintainability Program,7,7.44924,Graceful Degradation and Fallback Architecture
637,TR007,Human-Centered Fallback and Accessibility Program,1,8.01467,Human-Centered Fallback and Accessibility Program
637,TR002,Graceful Degradation and Fallback Architecture,2,7.87118,Human-Centered Fallback and Accessibility Program
637,TR004,Data Integrity and Lineage Governance,3,7.8376,Human-Centered Fallback and Accessibility Program
637,TR003,Cyber Recovery and Tested Backup Program,4,7.75206,Human-Centered Fallback and Accessibility Program
637,TR006,Vendor Portability and Platform Contingency Planning,5,7.62922,Human-Centered Fallback and Accessibility Program
637,TR001,Critical Function and Dependency Mapping,6,7.58505,Human-Centered Fallback and Accessibility Program
637,TR005,Technical Debt and Maintainability Program,7,7.48372,Human-Centered Fallback and Accessibility Program
638,TR004,Data Integrity and Lineage Governance,1,7.90639,Data Integrity and Lineage Governance
638,TR001,Critical Function and Dependency Mapping,2,7.90552,Data Integrity and Lineage Governance
638,TR007,Human-Centered Fallback and Accessibility Program,3,7.89016,Data Integrity and Lineage Governance
638,TR006,Vendor Portability and Platform Contingency Planning,4,7.86257,Data Integrity and Lineage Governance
638,TR002,Graceful Degradation and Fallback Architecture,5,7.80003,Data Integrity and Lineage Governance
638,TR003,Cyber Recovery and Tested Backup Program,6,7.77452,Data Integrity and Lineage Governance
638,TR005,Technical Debt and Maintainability Program,7,7.49697,Data Integrity and Lineage Governance
639,TR004,Data Integrity and Lineage Governance,1,8.01951,Data Integrity and Lineage Governance
639,TR005,Technical Debt and Maintainability Program,2,7.99626,Data Integrity and Lineage Governance
639,TR003,Cyber Recovery and Tested Backup Program,3,7.96292,Data Integrity and Lineage Governance
639,TR006,Vendor Portability and Platform Contingency Planning,4,7.87241,Data Integrity and Lineage Governance
639,TR002,Graceful Degradation and Fallback Architecture,5,7.75918,Data Integrity and Lineage Governance
639,TR007,Human-Centered Fallback and Accessibility Program,6,7.7466,Data Integrity and Lineage Governance
639,TR001,Critical Function and Dependency Mapping,7,7.46303,Data Integrity and Lineage Governance
640,TR002,Graceful Degradation and Fallback Architecture,1,8.12382,Graceful Degradation and Fallback Architecture
640,TR007,Human-Centered Fallback and Accessibility Program,2,7.86374,Graceful Degradation and Fallback Architecture
640,TR006,Vendor Portability and Platform Contingency Planning,3,7.83066,Graceful Degradation and Fallback Architecture
640,TR004,Data Integrity and Lineage Governance,4,7.78146,Graceful Degradation and Fallback Architecture
640,TR003,Cyber Recovery and Tested Backup Program,5,7.64692,Graceful Degradation and Fallback Architecture
640,TR001,Critical Function and Dependency Mapping,6,7.55432,Graceful Degradation and Fallback Architecture
640,TR005,Technical Debt and Maintainability Program,7,7.54218,Graceful Degradation and Fallback Architecture
641,TR004,Data Integrity and Lineage Governance,1,7.95259,Data Integrity and Lineage Governance
641,TR001,Critical Function and Dependency Mapping,2,7.93683,Data Integrity and Lineage Governance
641,TR006,Vendor Portability and Platform Contingency Planning,3,7.81478,Data Integrity and Lineage Governance
641,TR003,Cyber Recovery and Tested Backup Program,4,7.77897,Data Integrity and Lineage Governance
641,TR007,Human-Centered Fallback and Accessibility Program,5,7.75689,Data Integrity and Lineage Governance
641,TR002,Graceful Degradation and Fallback Architecture,6,7.73967,Data Integrity and Lineage Governance
641,TR005,Technical Debt and Maintainability Program,7,7.63752,Data Integrity and Lineage Governance
642,TR001,Critical Function and Dependency Mapping,1,8.07485,Critical Function and Dependency Mapping
642,TR006,Vendor Portability and Platform Contingency Planning,2,8.00223,Critical Function and Dependency Mapping
642,TR007,Human-Centered Fallback and Accessibility Program,3,7.97421,Critical Function and Dependency Mapping
642,TR002,Graceful Degradation and Fallback Architecture,4,7.82895,Critical Function and Dependency Mapping
642,TR005,Technical Debt and Maintainability Program,5,7.81596,Critical Function and Dependency Mapping
642,TR004,Data Integrity and Lineage Governance,6,7.74366,Critical Function and Dependency Mapping
642,TR003,Cyber Recovery and Tested Backup Program,7,7.70949,Critical Function and Dependency Mapping
643,TR001,Critical Function and Dependency Mapping,1,7.92015,Critical Function and Dependency Mapping
643,TR004,Data Integrity and Lineage Governance,2,7.87712,Critical Function and Dependency Mapping
643,TR003,Cyber Recovery and Tested Backup Program,3,7.77754,Critical Function and Dependency Mapping
643,TR007,Human-Centered Fallback and Accessibility Program,4,7.68791,Critical Function and Dependency Mapping
643,TR006,Vendor Portability and Platform Contingency Planning,5,7.65414,Critical Function and Dependency Mapping
643,TR002,Graceful Degradation and Fallback Architecture,6,7.61807,Critical Function and Dependency Mapping
643,TR005,Technical Debt and Maintainability Program,7,7.61508,Critical Function and Dependency Mapping
644,TR007,Human-Centered Fallback and Accessibility Program,1,8.02003,Human-Centered Fallback and Accessibility Program
644,TR006,Vendor Portability and Platform Contingency Planning,2,7.85227,Human-Centered Fallback and Accessibility Program
644,TR003,Cyber Recovery and Tested Backup Program,3,7.83296,Human-Centered Fallback and Accessibility Program
644,TR005,Technical Debt and Maintainability Program,4,7.72494,Human-Centered Fallback and Accessibility Program
644,TR004,Data Integrity and Lineage Governance,5,7.68599,Human-Centered Fallback and Accessibility Program
644,TR002,Graceful Degradation and Fallback Architecture,6,7.67644,Human-Centered Fallback and Accessibility Program
644,TR001,Critical Function and Dependency Mapping,7,7.56384,Human-Centered Fallback and Accessibility Program
645,TR003,Cyber Recovery and Tested Backup Program,1,7.95643,Cyber Recovery and Tested Backup Program
645,TR002,Graceful Degradation and Fallback Architecture,2,7.85636,Cyber Recovery and Tested Backup Program
645,TR004,Data Integrity and Lineage Governance,3,7.77407,Cyber Recovery and Tested Backup Program
645,TR005,Technical Debt and Maintainability Program,4,7.71345,Cyber Recovery and Tested Backup Program
645,TR007,Human-Centered Fallback and Accessibility Program,5,7.53913,Cyber Recovery and Tested Backup Program
645,TR006,Vendor Portability and Platform Contingency Planning,6,7.48557,Cyber Recovery and Tested Backup Program
645,TR001,Critical Function and Dependency Mapping,7,7.47309,Cyber Recovery and Tested Backup Program
646,TR006,Vendor Portability and Platform Contingency Planning,1,7.83571,Vendor Portability and Platform Contingency Planning
646,TR003,Cyber Recovery and Tested Backup Program,2,7.80348,Vendor Portability and Platform Contingency Planning
646,TR007,Human-Centered Fallback and Accessibility Program,3,7.79737,Vendor Portability and Platform Contingency Planning
646,TR005,Technical Debt and Maintainability Program,4,7.727,Vendor Portability and Platform Contingency Planning
646,TR002,Graceful Degradation and Fallback Architecture,5,7.71502,Vendor Portability and Platform Contingency Planning
646,TR001,Critical Function and Dependency Mapping,6,7.59574,Vendor Portability and Platform Contingency Planning
646,TR004,Data Integrity and Lineage Governance,7,7.43703,Vendor Portability and Platform Contingency Planning
647,TR003,Cyber Recovery and Tested Backup Program,1,7.91256,Cyber Recovery and Tested Backup Program
647,TR004,Data Integrity and Lineage Governance,2,7.89311,Cyber Recovery and Tested Backup Program
647,TR001,Critical Function and Dependency Mapping,3,7.83864,Cyber Recovery and Tested Backup Program
647,TR006,Vendor Portability and Platform Contingency Planning,4,7.80174,Cyber Recovery and Tested Backup Program
647,TR007,Human-Centered Fallback and Accessibility Program,5,7.68987,Cyber Recovery and Tested Backup Program
647,TR005,Technical Debt and Maintainability Program,6,7.6091,Cyber Recovery and Tested Backup Program
647,TR002,Graceful Degradation and Fallback Architecture,7,7.5053,Cyber Recovery and Tested Backup Program
648,TR002,Graceful Degradation and Fallback Architecture,1,8.01198,Graceful Degradation and Fallback Architecture
648,TR006,Vendor Portability and Platform Contingency Planning,2,7.96642,Graceful Degradation and Fallback Architecture
648,TR003,Cyber Recovery and Tested Backup Program,3,7.89504,Graceful Degradation and Fallback Architecture
648,TR004,Data Integrity and Lineage Governance,4,7.73565,Graceful Degradation and Fallback Architecture
648,TR007,Human-Centered Fallback and Accessibility Program,5,7.70265,Graceful Degradation and Fallback Architecture
648,TR001,Critical Function and Dependency Mapping,6,7.65567,Graceful Degradation and Fallback Architecture
648,TR005,Technical Debt and Maintainability Program,7,7.64548,Graceful Degradation and Fallback Architecture
649,TR004,Data Integrity and Lineage Governance,1,8.04979,Data Integrity and Lineage Governance
649,TR003,Cyber Recovery and Tested Backup Program,2,8.03001,Data Integrity and Lineage Governance
649,TR002,Graceful Degradation and Fallback Architecture,3,7.88611,Data Integrity and Lineage Governance
649,TR005,Technical Debt and Maintainability Program,4,7.82354,Data Integrity and Lineage Governance
649,TR006,Vendor Portability and Platform Contingency Planning,5,7.78207,Data Integrity and Lineage Governance
649,TR001,Critical Function and Dependency Mapping,6,7.75809,Data Integrity and Lineage Governance
649,TR007,Human-Centered Fallback and Accessibility Program,7,7.74138,Data Integrity and Lineage Governance
650,TR003,Cyber Recovery and Tested Backup Program,1,7.92347,Cyber Recovery and Tested Backup Program
650,TR007,Human-Centered Fallback and Accessibility Program,2,7.85818,Cyber Recovery and Tested Backup Program
650,TR006,Vendor Portability and Platform Contingency Planning,3,7.71336,Cyber Recovery and Tested Backup Program
650,TR004,Data Integrity and Lineage Governance,4,7.60677,Cyber Recovery and Tested Backup Program
650,TR002,Graceful Degradation and Fallback Architecture,5,7.56303,Cyber Recovery and Tested Backup Program
650,TR005,Technical Debt and Maintainability Program,6,7.48028,Cyber Recovery and Tested Backup Program
650,TR001,Critical Function and Dependency Mapping,7,7.45533,Cyber Recovery and Tested Backup Program
651,TR004,Data Integrity and Lineage Governance,1,8.15276,Data Integrity and Lineage Governance
651,TR002,Graceful Degradation and Fallback Architecture,2,8.01594,Data Integrity and Lineage Governance
651,TR005,Technical Debt and Maintainability Program,3,7.84715,Data Integrity and Lineage Governance
651,TR001,Critical Function and Dependency Mapping,4,7.83188,Data Integrity and Lineage Governance
651,TR006,Vendor Portability and Platform Contingency Planning,5,7.61018,Data Integrity and Lineage Governance
651,TR003,Cyber Recovery and Tested Backup Program,6,7.58714,Data Integrity and Lineage Governance
651,TR007,Human-Centered Fallback and Accessibility Program,7,7.58357,Data Integrity and Lineage Governance
652,TR006,Vendor Portability and Platform Contingency Planning,1,8.13504,Vendor Portability and Platform Contingency Planning
652,TR003,Cyber Recovery and Tested Backup Program,2,7.97905,Vendor Portability and Platform Contingency Planning
652,TR005,Technical Debt and Maintainability Program,3,7.907,Vendor Portability and Platform Contingency Planning
652,TR002,Graceful Degradation and Fallback Architecture,4,7.85291,Vendor Portability and Platform Contingency Planning
