simulation_id,strategy_id,strategy,rank,adjusted_resilience_value
285,FRS008,Adaptive Governance and Learning System,1,8.67703
285,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.20012
285,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.10824
285,FRS002,Regional Early Warning and Analytics Network,4,7.93598
285,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.81721
285,FRS001,Distributed Renewable Microgrids,6,7.62935
285,FRS007,Digital Public Infrastructure Resilience Program,7,7.41029
285,FRS003,Critical Supply Chain Diversification,8,7.37405
286,FRS008,Adaptive Governance and Learning System,1,8.12074
286,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.02361
286,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.87414
286,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.78314
286,FRS007,Digital Public Infrastructure Resilience Program,5,7.6852
286,FRS002,Regional Early Warning and Analytics Network,6,7.53657
286,FRS001,Distributed Renewable Microgrids,7,7.52432
286,FRS003,Critical Supply Chain Diversification,8,7.08328
287,FRS008,Adaptive Governance and Learning System,1,8.31037
287,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.29086
287,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.23006
287,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.0965
287,FRS001,Distributed Renewable Microgrids,5,7.92191
287,FRS002,Regional Early Warning and Analytics Network,6,7.72848
287,FRS007,Digital Public Infrastructure Resilience Program,7,7.31486
287,FRS003,Critical Supply Chain Diversification,8,6.95921
288,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.12814
288,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.05381
288,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.97941
288,FRS008,Adaptive Governance and Learning System,4,7.8707
288,FRS007,Digital Public Infrastructure Resilience Program,5,7.8477
288,FRS002,Regional Early Warning and Analytics Network,6,7.80979
288,FRS003,Critical Supply Chain Diversification,7,7.64448
288,FRS001,Distributed Renewable Microgrids,8,7.43077
289,FRS008,Adaptive Governance and Learning System,1,8.18489
289,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.15345
289,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.13156
289,FRS002,Regional Early Warning and Analytics Network,4,7.9056
289,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.81995
289,FRS007,Digital Public Infrastructure Resilience Program,6,7.79142
289,FRS003,Critical Supply Chain Diversification,7,7.60839
289,FRS001,Distributed Renewable Microgrids,8,7.59485
290,FRS008,Adaptive Governance and Learning System,1,8.68877
290,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.18725
290,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.14129
290,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.98629
290,FRS002,Regional Early Warning and Analytics Network,5,7.82021
290,FRS007,Digital Public Infrastructure Resilience Program,6,7.60468
290,FRS003,Critical Supply Chain Diversification,7,7.53393
290,FRS001,Distributed Renewable Microgrids,8,7.52989
291,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.08664
291,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.08277
291,FRS008,Adaptive Governance and Learning System,3,8.07353
291,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.71263
291,FRS007,Digital Public Infrastructure Resilience Program,5,7.66565
291,FRS001,Distributed Renewable Microgrids,6,7.66199
291,FRS002,Regional Early Warning and Analytics Network,7,7.46252
291,FRS003,Critical Supply Chain Diversification,8,6.72663
292,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.33094
292,FRS008,Adaptive Governance and Learning System,2,8.13832
292,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.12587
292,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.1027
292,FRS001,Distributed Renewable Microgrids,5,7.81196
292,FRS002,Regional Early Warning and Analytics Network,6,7.50421
292,FRS007,Digital Public Infrastructure Resilience Program,7,7.50083
292,FRS003,Critical Supply Chain Diversification,8,7.23866
293,FRS008,Adaptive Governance and Learning System,1,8.2308
293,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.19044
293,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.00878
293,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.79401
293,FRS002,Regional Early Warning and Analytics Network,5,7.56197
293,FRS007,Digital Public Infrastructure Resilience Program,6,7.51367
293,FRS001,Distributed Renewable Microgrids,7,7.49272
293,FRS003,Critical Supply Chain Diversification,8,7.11658
294,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.24563
294,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.20219
294,FRS002,Regional Early Warning and Analytics Network,3,7.91373
294,FRS001,Distributed Renewable Microgrids,4,7.69584
294,FRS008,Adaptive Governance and Learning System,5,7.65851
294,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.65231
294,FRS003,Critical Supply Chain Diversification,7,7.49139
294,FRS007,Digital Public Infrastructure Resilience Program,8,7.28387
295,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.00799
295,FRS007,Digital Public Infrastructure Resilience Program,2,7.97716
295,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.9113
295,FRS008,Adaptive Governance and Learning System,4,7.89727
295,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.82089
295,FRS002,Regional Early Warning and Analytics Network,6,7.62067
295,FRS001,Distributed Renewable Microgrids,7,7.61694
295,FRS003,Critical Supply Chain Diversification,8,7.26283
296,FRS008,Adaptive Governance and Learning System,1,8.54947
296,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.30964
296,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.94948
296,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.91466
296,FRS001,Distributed Renewable Microgrids,5,7.83257
296,FRS002,Regional Early Warning and Analytics Network,6,7.79192
296,FRS007,Digital Public Infrastructure Resilience Program,7,7.76988
296,FRS003,Critical Supply Chain Diversification,8,6.90572
297,FRS008,Adaptive Governance and Learning System,1,8.42947
297,FRS001,Distributed Renewable Microgrids,2,8.35068
297,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.24348
297,FRS007,Digital Public Infrastructure Resilience Program,4,8.00747
297,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.99595
297,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.8628
297,FRS002,Regional Early Warning and Analytics Network,7,7.63055
297,FRS003,Critical Supply Chain Diversification,8,7.19694
298,FRS008,Adaptive Governance and Learning System,1,8.10556
298,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.03054
298,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.0218
298,FRS002,Regional Early Warning and Analytics Network,4,7.89264
298,FRS001,Distributed Renewable Microgrids,5,7.77291
298,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.7116
298,FRS007,Digital Public Infrastructure Resilience Program,7,7.60103
298,FRS003,Critical Supply Chain Diversification,8,7.28581
299,FRS008,Adaptive Governance and Learning System,1,8.65242
299,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.22467
299,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.97842
299,FRS001,Distributed Renewable Microgrids,4,7.73074
299,FRS007,Digital Public Infrastructure Resilience Program,5,7.715
299,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.61615
299,FRS002,Regional Early Warning and Analytics Network,7,7.45388
299,FRS003,Critical Supply Chain Diversification,8,7.40253
300,FRS008,Adaptive Governance and Learning System,1,8.08171
300,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.86189
300,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.84821
300,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.67595
300,FRS002,Regional Early Warning and Analytics Network,5,7.35187
300,FRS007,Digital Public Infrastructure Resilience Program,6,7.24611
300,FRS001,Distributed Renewable Microgrids,7,7.22252
300,FRS003,Critical Supply Chain Diversification,8,7.10061
301,FRS008,Adaptive Governance and Learning System,1,8.55609
301,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.45863
301,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.35323
301,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.02601
301,FRS001,Distributed Renewable Microgrids,5,7.80525
301,FRS007,Digital Public Infrastructure Resilience Program,6,7.45993
301,FRS003,Critical Supply Chain Diversification,7,7.35166
301,FRS002,Regional Early Warning and Analytics Network,8,7.30614
302,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.37413
302,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.21948
302,FRS001,Distributed Renewable Microgrids,3,8.06957
302,FRS008,Adaptive Governance and Learning System,4,7.95058
302,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.69552
302,FRS007,Digital Public Infrastructure Resilience Program,6,7.50367
302,FRS003,Critical Supply Chain Diversification,7,7.44397
302,FRS002,Regional Early Warning and Analytics Network,8,7.25084
303,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.00544
303,FRS008,Adaptive Governance and Learning System,2,7.94366
303,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.91383
303,FRS001,Distributed Renewable Microgrids,4,7.81304
303,FRS007,Digital Public Infrastructure Resilience Program,5,7.69124
303,FRS003,Critical Supply Chain Diversification,6,7.48614
303,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.42969
303,FRS002,Regional Early Warning and Analytics Network,8,7.0613
304,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.23875
304,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.15236
304,FRS008,Adaptive Governance and Learning System,3,7.83627
304,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.82945
304,FRS001,Distributed Renewable Microgrids,5,7.78486
304,FRS007,Digital Public Infrastructure Resilience Program,6,7.74143
304,FRS002,Regional Early Warning and Analytics Network,7,7.58304
304,FRS003,Critical Supply Chain Diversification,8,7.02106
305,FRS008,Adaptive Governance and Learning System,1,8.44989
305,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.06176
305,FRS002,Regional Early Warning and Analytics Network,3,7.97624
305,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.79968
305,FRS001,Distributed Renewable Microgrids,5,7.52915
305,FRS007,Digital Public Infrastructure Resilience Program,6,7.51713
305,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.51271
305,FRS003,Critical Supply Chain Diversification,8,7.40804
306,FRS008,Adaptive Governance and Learning System,1,8.33565
306,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.31029
306,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.2694
306,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.82612
306,FRS002,Regional Early Warning and Analytics Network,5,7.7395
306,FRS001,Distributed Renewable Microgrids,6,7.64026
306,FRS007,Digital Public Infrastructure Resilience Program,7,7.28745
306,FRS003,Critical Supply Chain Diversification,8,7.27289
307,FRS008,Adaptive Governance and Learning System,1,8.68487
307,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.07488
307,FRS007,Digital Public Infrastructure Resilience Program,3,7.93449
307,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.83045
307,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.63052
307,FRS001,Distributed Renewable Microgrids,6,7.56765
307,FRS002,Regional Early Warning and Analytics Network,7,7.51263
307,FRS003,Critical Supply Chain Diversification,8,7.30602
308,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.15878
308,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.09909
308,FRS008,Adaptive Governance and Learning System,3,8.0887
308,FRS002,Regional Early Warning and Analytics Network,4,7.97538
308,FRS001,Distributed Renewable Microgrids,5,7.95258
308,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.86991
308,FRS007,Digital Public Infrastructure Resilience Program,7,7.49016
308,FRS003,Critical Supply Chain Diversification,8,7.3987
309,FRS008,Adaptive Governance and Learning System,1,8.01842
309,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.97546
309,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.95253
309,FRS001,Distributed Renewable Microgrids,4,7.85615
309,FRS002,Regional Early Warning and Analytics Network,5,7.77842
309,FRS007,Digital Public Infrastructure Resilience Program,6,7.74797
309,FRS006,Community Resilience and Mutual Aid Infrastructure,7,7.74009
309,FRS003,Critical Supply Chain Diversification,8,7.45535
310,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.62449
310,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.51277
310,FRS008,Adaptive Governance and Learning System,3,8.45357
310,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.05458
310,FRS001,Distributed Renewable Microgrids,5,7.84381
310,FRS002,Regional Early Warning and Analytics Network,6,7.57979
310,FRS007,Digital Public Infrastructure Resilience Program,7,7.50798
310,FRS003,Critical Supply Chain Diversification,8,6.74594
311,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.2794
311,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.08418
311,FRS008,Adaptive Governance and Learning System,3,7.93159
311,FRS007,Digital Public Infrastructure Resilience Program,4,7.92711
311,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.71234
311,FRS002,Regional Early Warning and Analytics Network,6,7.63179
311,FRS001,Distributed Renewable Microgrids,7,7.51702
311,FRS003,Critical Supply Chain Diversification,8,6.94935
312,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.34458
312,FRS008,Adaptive Governance and Learning System,2,8.23149
312,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.22949
312,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.96141
312,FRS001,Distributed Renewable Microgrids,5,7.93548
312,FRS007,Digital Public Infrastructure Resilience Program,6,7.73623
312,FRS002,Regional Early Warning and Analytics Network,7,7.67691
312,FRS003,Critical Supply Chain Diversification,8,7.2779
313,FRS008,Adaptive Governance and Learning System,1,8.46503
313,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.98733
313,FRS001,Distributed Renewable Microgrids,3,7.96324
313,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.95562
313,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.95411
313,FRS007,Digital Public Infrastructure Resilience Program,6,7.7408
313,FRS002,Regional Early Warning and Analytics Network,7,7.66366
313,FRS003,Critical Supply Chain Diversification,8,7.15993
314,FRS008,Adaptive Governance and Learning System,1,8.52253
314,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.19773
314,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.14722
314,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.12065
314,FRS001,Distributed Renewable Microgrids,5,7.80829
314,FRS007,Digital Public Infrastructure Resilience Program,6,7.72126
314,FRS002,Regional Early Warning and Analytics Network,7,7.58738
314,FRS003,Critical Supply Chain Diversification,8,7.38323
315,FRS008,Adaptive Governance and Learning System,1,8.59957
315,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.15638
315,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.13841
315,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.97729
315,FRS007,Digital Public Infrastructure Resilience Program,5,7.70999
315,FRS002,Regional Early Warning and Analytics Network,6,7.54202
315,FRS001,Distributed Renewable Microgrids,7,7.39709
315,FRS003,Critical Supply Chain Diversification,8,7.24749
