simulation_id,strategy_id,strategy,rank,organizational_resilience_value
517,OR003,After-Action Learning and Corrective Action System,3,7.25665
517,OR004,Institutional Memory and Knowledge Architecture Program,4,7.16712
517,OR002,Cross-Training and Role Redundancy Program,5,6.98048
517,OR001,Critical Function and Dependency Mapping,6,6.97137
518,OR006,Operational Resilience and Continuity Exercise Program,1,7.61484
518,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.4136
518,OR004,Institutional Memory and Knowledge Architecture Program,3,7.25854
518,OR001,Critical Function and Dependency Mapping,4,7.1716
518,OR003,After-Action Learning and Corrective Action System,5,7.09554
518,OR002,Cross-Training and Role Redundancy Program,6,6.91648
519,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.62685
519,OR003,After-Action Learning and Corrective Action System,2,7.42796
519,OR002,Cross-Training and Role Redundancy Program,3,7.27331
519,OR006,Operational Resilience and Continuity Exercise Program,4,7.23998
519,OR001,Critical Function and Dependency Mapping,5,7.21761
519,OR004,Institutional Memory and Knowledge Architecture Program,6,6.87939
520,OR006,Operational Resilience and Continuity Exercise Program,1,7.74407
520,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.65891
520,OR003,After-Action Learning and Corrective Action System,3,7.50392
520,OR001,Critical Function and Dependency Mapping,4,7.35152
520,OR002,Cross-Training and Role Redundancy Program,5,7.35017
520,OR004,Institutional Memory and Knowledge Architecture Program,6,7.05132
521,OR004,Institutional Memory and Knowledge Architecture Program,1,7.47666
521,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.46869
521,OR006,Operational Resilience and Continuity Exercise Program,3,7.44782
521,OR003,After-Action Learning and Corrective Action System,4,7.22229
521,OR002,Cross-Training and Role Redundancy Program,5,7.18908
521,OR001,Critical Function and Dependency Mapping,6,7.09475
522,OR003,After-Action Learning and Corrective Action System,1,7.66391
522,OR006,Operational Resilience and Continuity Exercise Program,2,7.51806
522,OR001,Critical Function and Dependency Mapping,3,7.24853
522,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.1529
522,OR004,Institutional Memory and Knowledge Architecture Program,5,7.13133
522,OR002,Cross-Training and Role Redundancy Program,6,6.90153
523,OR004,Institutional Memory and Knowledge Architecture Program,1,7.60023
523,OR002,Cross-Training and Role Redundancy Program,2,7.41299
523,OR006,Operational Resilience and Continuity Exercise Program,3,7.26424
523,OR003,After-Action Learning and Corrective Action System,4,7.2385
523,OR001,Critical Function and Dependency Mapping,5,7.17845
523,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.05576
524,OR003,After-Action Learning and Corrective Action System,1,7.55415
524,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.51156
524,OR002,Cross-Training and Role Redundancy Program,3,7.34438
524,OR004,Institutional Memory and Knowledge Architecture Program,4,7.30068
524,OR006,Operational Resilience and Continuity Exercise Program,5,7.29076
524,OR001,Critical Function and Dependency Mapping,6,6.8542
525,OR003,After-Action Learning and Corrective Action System,1,7.35042
525,OR001,Critical Function and Dependency Mapping,2,7.20072
525,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.18445
525,OR006,Operational Resilience and Continuity Exercise Program,4,7.15801
525,OR002,Cross-Training and Role Redundancy Program,5,7.15275
525,OR004,Institutional Memory and Knowledge Architecture Program,6,7.12608
526,OR003,After-Action Learning and Corrective Action System,1,7.73905
526,OR006,Operational Resilience and Continuity Exercise Program,2,7.6668
526,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.3129
526,OR001,Critical Function and Dependency Mapping,4,7.2787
526,OR004,Institutional Memory and Knowledge Architecture Program,5,7.09039
526,OR002,Cross-Training and Role Redundancy Program,6,7.03468
527,OR001,Critical Function and Dependency Mapping,1,7.54623
527,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.50198
527,OR006,Operational Resilience and Continuity Exercise Program,3,7.45194
527,OR003,After-Action Learning and Corrective Action System,4,7.34518
527,OR004,Institutional Memory and Knowledge Architecture Program,5,7.25508
527,OR002,Cross-Training and Role Redundancy Program,6,7.16908
528,OR004,Institutional Memory and Knowledge Architecture Program,1,7.46915
528,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.42891
528,OR001,Critical Function and Dependency Mapping,3,7.41289
528,OR002,Cross-Training and Role Redundancy Program,4,7.20871
528,OR003,After-Action Learning and Corrective Action System,5,7.10316
528,OR006,Operational Resilience and Continuity Exercise Program,6,7.02195
529,OR003,After-Action Learning and Corrective Action System,1,7.60298
529,OR004,Institutional Memory and Knowledge Architecture Program,2,7.40174
529,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.40155
529,OR002,Cross-Training and Role Redundancy Program,4,7.21863
529,OR001,Critical Function and Dependency Mapping,5,7.01857
529,OR006,Operational Resilience and Continuity Exercise Program,6,6.96595
530,OR003,After-Action Learning and Corrective Action System,1,7.46692
530,OR001,Critical Function and Dependency Mapping,2,7.38935
530,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.3837
530,OR004,Institutional Memory and Knowledge Architecture Program,4,7.29765
530,OR006,Operational Resilience and Continuity Exercise Program,5,7.2685
530,OR002,Cross-Training and Role Redundancy Program,6,7.0983
531,OR006,Operational Resilience and Continuity Exercise Program,1,7.50429
531,OR003,After-Action Learning and Corrective Action System,2,7.49419
531,OR004,Institutional Memory and Knowledge Architecture Program,3,7.29788
531,OR001,Critical Function and Dependency Mapping,4,7.23603
531,OR002,Cross-Training and Role Redundancy Program,5,7.12326
531,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.02283
532,OR001,Critical Function and Dependency Mapping,1,7.40425
532,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.40259
532,OR002,Cross-Training and Role Redundancy Program,3,7.38896
532,OR003,After-Action Learning and Corrective Action System,4,7.18728
532,OR006,Operational Resilience and Continuity Exercise Program,5,7.0628
532,OR004,Institutional Memory and Knowledge Architecture Program,6,6.99332
533,OR003,After-Action Learning and Corrective Action System,1,7.59684
533,OR006,Operational Resilience and Continuity Exercise Program,2,7.46401
533,OR001,Critical Function and Dependency Mapping,3,7.43234
533,OR004,Institutional Memory and Knowledge Architecture Program,4,7.36599
533,OR002,Cross-Training and Role Redundancy Program,5,7.31563
533,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.23936
534,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.58909
534,OR006,Operational Resilience and Continuity Exercise Program,2,7.50502
534,OR004,Institutional Memory and Knowledge Architecture Program,3,7.37417
534,OR003,After-Action Learning and Corrective Action System,4,7.18279
534,OR001,Critical Function and Dependency Mapping,5,7.09996
534,OR002,Cross-Training and Role Redundancy Program,6,6.90511
535,OR003,After-Action Learning and Corrective Action System,1,7.40519
535,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.36257
535,OR004,Institutional Memory and Knowledge Architecture Program,3,7.34325
535,OR006,Operational Resilience and Continuity Exercise Program,4,7.29658
535,OR001,Critical Function and Dependency Mapping,5,7.28849
535,OR002,Cross-Training and Role Redundancy Program,6,6.9065
536,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.61881
536,OR003,After-Action Learning and Corrective Action System,2,7.49804
536,OR002,Cross-Training and Role Redundancy Program,3,7.48125
536,OR004,Institutional Memory and Knowledge Architecture Program,4,7.37155
536,OR006,Operational Resilience and Continuity Exercise Program,5,7.2749
536,OR001,Critical Function and Dependency Mapping,6,7.24227
537,OR004,Institutional Memory and Knowledge Architecture Program,1,7.45515
537,OR006,Operational Resilience and Continuity Exercise Program,2,7.42949
537,OR001,Critical Function and Dependency Mapping,3,7.41801
537,OR003,After-Action Learning and Corrective Action System,4,7.27918
537,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.01285
537,OR002,Cross-Training and Role Redundancy Program,6,6.92231
538,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.60969
538,OR004,Institutional Memory and Knowledge Architecture Program,2,7.35276
538,OR003,After-Action Learning and Corrective Action System,3,7.30736
538,OR002,Cross-Training and Role Redundancy Program,4,7.18547
538,OR001,Critical Function and Dependency Mapping,5,7.03869
538,OR006,Operational Resilience and Continuity Exercise Program,6,7.02057
539,OR003,After-Action Learning and Corrective Action System,1,7.50894
539,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.41705
539,OR004,Institutional Memory and Knowledge Architecture Program,3,7.40266
539,OR001,Critical Function and Dependency Mapping,4,7.24815
539,OR006,Operational Resilience and Continuity Exercise Program,5,7.18675
539,OR002,Cross-Training and Role Redundancy Program,6,7.01989
540,OR003,After-Action Learning and Corrective Action System,1,7.65117
540,OR006,Operational Resilience and Continuity Exercise Program,2,7.48082
540,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.36916
540,OR004,Institutional Memory and Knowledge Architecture Program,4,7.20176
540,OR001,Critical Function and Dependency Mapping,5,7.15325
540,OR002,Cross-Training and Role Redundancy Program,6,6.95366
541,OR001,Critical Function and Dependency Mapping,1,7.58287
541,OR003,After-Action Learning and Corrective Action System,2,7.4662
541,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.33575
541,OR004,Institutional Memory and Knowledge Architecture Program,4,7.1009
541,OR002,Cross-Training and Role Redundancy Program,5,7.00941
541,OR006,Operational Resilience and Continuity Exercise Program,6,6.979
542,OR003,After-Action Learning and Corrective Action System,1,7.40587
542,OR002,Cross-Training and Role Redundancy Program,2,7.24948
542,OR004,Institutional Memory and Knowledge Architecture Program,3,7.23818
542,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.18394
542,OR006,Operational Resilience and Continuity Exercise Program,5,7.0476
542,OR001,Critical Function and Dependency Mapping,6,6.81957
543,OR003,After-Action Learning and Corrective Action System,1,7.4745
543,OR006,Operational Resilience and Continuity Exercise Program,2,7.3206
543,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.27642
543,OR001,Critical Function and Dependency Mapping,4,7.25442
543,OR002,Cross-Training and Role Redundancy Program,5,7.13684
543,OR004,Institutional Memory and Knowledge Architecture Program,6,7.12924
544,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.69681
544,OR003,After-Action Learning and Corrective Action System,2,7.45691
544,OR002,Cross-Training and Role Redundancy Program,3,7.38064
544,OR006,Operational Resilience and Continuity Exercise Program,4,7.3053
544,OR004,Institutional Memory and Knowledge Architecture Program,5,7.28202
544,OR001,Critical Function and Dependency Mapping,6,7.13966
545,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.6356
545,OR006,Operational Resilience and Continuity Exercise Program,2,7.59825
545,OR003,After-Action Learning and Corrective Action System,3,7.57341
545,OR004,Institutional Memory and Knowledge Architecture Program,4,7.52452
545,OR002,Cross-Training and Role Redundancy Program,5,7.42331
545,OR001,Critical Function and Dependency Mapping,6,7.27993
546,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.62247
546,OR002,Cross-Training and Role Redundancy Program,2,7.32586
546,OR006,Operational Resilience and Continuity Exercise Program,3,7.30802
546,OR001,Critical Function and Dependency Mapping,4,7.2065
546,OR003,After-Action Learning and Corrective Action System,5,7.16704
546,OR004,Institutional Memory and Knowledge Architecture Program,6,7.0953
547,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.67296
547,OR006,Operational Resilience and Continuity Exercise Program,2,7.53775
547,OR004,Institutional Memory and Knowledge Architecture Program,3,7.42753
547,OR003,After-Action Learning and Corrective Action System,4,7.32421
547,OR002,Cross-Training and Role Redundancy Program,5,7.22404
547,OR001,Critical Function and Dependency Mapping,6,6.8769
548,OR006,Operational Resilience and Continuity Exercise Program,1,7.56228
