simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
127,LE006,Workforce Childcare and Local Skills Resilience,3,7.40102,Community Development Finance and Patient Capital
127,LE004,Small Business Continuity and Digital Resilience Support,4,7.31551,Community Development Finance and Patient Capital
127,LE001,Emergency Microgrant and Liquidity Fund,5,7.29155,Community Development Finance and Patient Capital
127,LE003,Local Procurement and Anchor Institution Access,6,7.27105,Community Development Finance and Patient Capital
128,LE002,Community Development Finance and Patient Capital,1,7.51381,Community Development Finance and Patient Capital
128,LE006,Workforce Childcare and Local Skills Resilience,2,7.50342,Community Development Finance and Patient Capital
128,LE003,Local Procurement and Anchor Institution Access,3,7.46177,Community Development Finance and Patient Capital
128,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.37588,Community Development Finance and Patient Capital
128,LE001,Emergency Microgrant and Liquidity Fund,5,7.3537,Community Development Finance and Patient Capital
128,LE004,Small Business Continuity and Digital Resilience Support,6,7.24796,Community Development Finance and Patient Capital
129,LE002,Community Development Finance and Patient Capital,1,7.78438,Community Development Finance and Patient Capital
129,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.7401,Community Development Finance and Patient Capital
129,LE003,Local Procurement and Anchor Institution Access,3,7.7214,Community Development Finance and Patient Capital
129,LE006,Workforce Childcare and Local Skills Resilience,4,7.37592,Community Development Finance and Patient Capital
129,LE001,Emergency Microgrant and Liquidity Fund,5,7.33276,Community Development Finance and Patient Capital
129,LE004,Small Business Continuity and Digital Resilience Support,6,7.10912,Community Development Finance and Patient Capital
130,LE002,Community Development Finance and Patient Capital,1,7.56517,Community Development Finance and Patient Capital
130,LE003,Local Procurement and Anchor Institution Access,2,7.40037,Community Development Finance and Patient Capital
130,LE004,Small Business Continuity and Digital Resilience Support,3,7.35141,Community Development Finance and Patient Capital
130,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.28143,Community Development Finance and Patient Capital
130,LE006,Workforce Childcare and Local Skills Resilience,5,7.16335,Community Development Finance and Patient Capital
130,LE001,Emergency Microgrant and Liquidity Fund,6,7.09317,Community Development Finance and Patient Capital
131,LE004,Small Business Continuity and Digital Resilience Support,1,7.63681,Small Business Continuity and Digital Resilience Support
131,LE006,Workforce Childcare and Local Skills Resilience,2,7.54206,Small Business Continuity and Digital Resilience Support
131,LE003,Local Procurement and Anchor Institution Access,3,7.51926,Small Business Continuity and Digital Resilience Support
131,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.28091,Small Business Continuity and Digital Resilience Support
131,LE001,Emergency Microgrant and Liquidity Fund,5,7.18968,Small Business Continuity and Digital Resilience Support
131,LE002,Community Development Finance and Patient Capital,6,7.11695,Small Business Continuity and Digital Resilience Support
132,LE002,Community Development Finance and Patient Capital,1,7.62062,Community Development Finance and Patient Capital
132,LE003,Local Procurement and Anchor Institution Access,2,7.57614,Community Development Finance and Patient Capital
132,LE004,Small Business Continuity and Digital Resilience Support,3,7.47283,Community Development Finance and Patient Capital
132,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.45389,Community Development Finance and Patient Capital
132,LE006,Workforce Childcare and Local Skills Resilience,5,7.44334,Community Development Finance and Patient Capital
132,LE001,Emergency Microgrant and Liquidity Fund,6,7.24208,Community Development Finance and Patient Capital
133,LE003,Local Procurement and Anchor Institution Access,1,7.58782,Local Procurement and Anchor Institution Access
133,LE002,Community Development Finance and Patient Capital,2,7.52319,Local Procurement and Anchor Institution Access
133,LE004,Small Business Continuity and Digital Resilience Support,3,7.46535,Local Procurement and Anchor Institution Access
133,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.36078,Local Procurement and Anchor Institution Access
133,LE006,Workforce Childcare and Local Skills Resilience,5,7.24785,Local Procurement and Anchor Institution Access
133,LE001,Emergency Microgrant and Liquidity Fund,6,6.98207,Local Procurement and Anchor Institution Access
134,LE003,Local Procurement and Anchor Institution Access,1,7.70846,Local Procurement and Anchor Institution Access
134,LE002,Community Development Finance and Patient Capital,2,7.63271,Local Procurement and Anchor Institution Access
134,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.61211,Local Procurement and Anchor Institution Access
134,LE001,Emergency Microgrant and Liquidity Fund,4,7.38755,Local Procurement and Anchor Institution Access
134,LE004,Small Business Continuity and Digital Resilience Support,5,7.0015,Local Procurement and Anchor Institution Access
134,LE006,Workforce Childcare and Local Skills Resilience,6,6.95118,Local Procurement and Anchor Institution Access
135,LE003,Local Procurement and Anchor Institution Access,1,7.86936,Local Procurement and Anchor Institution Access
135,LE006,Workforce Childcare and Local Skills Resilience,2,7.82698,Local Procurement and Anchor Institution Access
135,LE002,Community Development Finance and Patient Capital,3,7.73259,Local Procurement and Anchor Institution Access
135,LE004,Small Business Continuity and Digital Resilience Support,4,7.36236,Local Procurement and Anchor Institution Access
135,LE001,Emergency Microgrant and Liquidity Fund,5,7.35168,Local Procurement and Anchor Institution Access
135,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.33803,Local Procurement and Anchor Institution Access
136,LE003,Local Procurement and Anchor Institution Access,1,7.79427,Local Procurement and Anchor Institution Access
136,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.70775,Local Procurement and Anchor Institution Access
136,LE002,Community Development Finance and Patient Capital,3,7.66164,Local Procurement and Anchor Institution Access
136,LE006,Workforce Childcare and Local Skills Resilience,4,7.52034,Local Procurement and Anchor Institution Access
136,LE001,Emergency Microgrant and Liquidity Fund,5,7.34641,Local Procurement and Anchor Institution Access
136,LE004,Small Business Continuity and Digital Resilience Support,6,7.32951,Local Procurement and Anchor Institution Access
137,LE003,Local Procurement and Anchor Institution Access,1,7.75528,Local Procurement and Anchor Institution Access
137,LE002,Community Development Finance and Patient Capital,2,7.69632,Local Procurement and Anchor Institution Access
137,LE004,Small Business Continuity and Digital Resilience Support,3,7.58422,Local Procurement and Anchor Institution Access
137,LE001,Emergency Microgrant and Liquidity Fund,4,7.40594,Local Procurement and Anchor Institution Access
137,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.32925,Local Procurement and Anchor Institution Access
137,LE006,Workforce Childcare and Local Skills Resilience,6,7.28665,Local Procurement and Anchor Institution Access
138,LE002,Community Development Finance and Patient Capital,1,7.9511,Community Development Finance and Patient Capital
138,LE001,Emergency Microgrant and Liquidity Fund,2,7.62991,Community Development Finance and Patient Capital
138,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.42621,Community Development Finance and Patient Capital
138,LE003,Local Procurement and Anchor Institution Access,4,7.39591,Community Development Finance and Patient Capital
138,LE006,Workforce Childcare and Local Skills Resilience,5,7.29346,Community Development Finance and Patient Capital
138,LE004,Small Business Continuity and Digital Resilience Support,6,7.17844,Community Development Finance and Patient Capital
139,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.69689,Commercial Anti-Displacement and Ownership Strategy
139,LE002,Community Development Finance and Patient Capital,2,7.55282,Commercial Anti-Displacement and Ownership Strategy
139,LE006,Workforce Childcare and Local Skills Resilience,3,7.52397,Commercial Anti-Displacement and Ownership Strategy
139,LE003,Local Procurement and Anchor Institution Access,4,7.31935,Commercial Anti-Displacement and Ownership Strategy
139,LE001,Emergency Microgrant and Liquidity Fund,5,7.30439,Commercial Anti-Displacement and Ownership Strategy
139,LE004,Small Business Continuity and Digital Resilience Support,6,7.2326,Commercial Anti-Displacement and Ownership Strategy
140,LE004,Small Business Continuity and Digital Resilience Support,1,7.80053,Small Business Continuity and Digital Resilience Support
140,LE002,Community Development Finance and Patient Capital,2,7.64224,Small Business Continuity and Digital Resilience Support
140,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.54552,Small Business Continuity and Digital Resilience Support
140,LE003,Local Procurement and Anchor Institution Access,4,7.53247,Small Business Continuity and Digital Resilience Support
140,LE006,Workforce Childcare and Local Skills Resilience,5,7.15535,Small Business Continuity and Digital Resilience Support
140,LE001,Emergency Microgrant and Liquidity Fund,6,6.99003,Small Business Continuity and Digital Resilience Support
141,LE003,Local Procurement and Anchor Institution Access,1,7.944,Local Procurement and Anchor Institution Access
141,LE002,Community Development Finance and Patient Capital,2,7.86886,Local Procurement and Anchor Institution Access
141,LE004,Small Business Continuity and Digital Resilience Support,3,7.54276,Local Procurement and Anchor Institution Access
141,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.4888,Local Procurement and Anchor Institution Access
141,LE001,Emergency Microgrant and Liquidity Fund,5,7.32879,Local Procurement and Anchor Institution Access
141,LE006,Workforce Childcare and Local Skills Resilience,6,7.10735,Local Procurement and Anchor Institution Access
142,LE004,Small Business Continuity and Digital Resilience Support,1,7.57543,Small Business Continuity and Digital Resilience Support
142,LE003,Local Procurement and Anchor Institution Access,2,7.55922,Small Business Continuity and Digital Resilience Support
142,LE006,Workforce Childcare and Local Skills Resilience,3,7.45299,Small Business Continuity and Digital Resilience Support
142,LE002,Community Development Finance and Patient Capital,4,7.41686,Small Business Continuity and Digital Resilience Support
142,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.37309,Small Business Continuity and Digital Resilience Support
142,LE001,Emergency Microgrant and Liquidity Fund,6,6.96965,Small Business Continuity and Digital Resilience Support
143,LE006,Workforce Childcare and Local Skills Resilience,1,7.67645,Workforce Childcare and Local Skills Resilience
