simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
962,FR001,Higher Capital and Liquidity Buffers,3,5.58613,Expanded Systemwide Stress Testing
962,FR003,Resolution Planning and Bail-In Readiness,4,5.56106,Expanded Systemwide Stress Testing
962,FR005,Non-Bank Financial Intermediation Oversight,5,5.49635,Expanded Systemwide Stress Testing
962,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,4.95231,Expanded Systemwide Stress Testing
963,FR002,Expanded Systemwide Stress Testing,1,6.0379,Expanded Systemwide Stress Testing
963,FR001,Higher Capital and Liquidity Buffers,2,5.80949,Expanded Systemwide Stress Testing
963,FR004,Payment and Clearing Infrastructure Hardening,3,5.5033,Expanded Systemwide Stress Testing
963,FR003,Resolution Planning and Bail-In Readiness,4,5.49339,Expanded Systemwide Stress Testing
963,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.45579,Expanded Systemwide Stress Testing
963,FR005,Non-Bank Financial Intermediation Oversight,6,5.40204,Expanded Systemwide Stress Testing
964,FR004,Payment and Clearing Infrastructure Hardening,1,5.945,Payment and Clearing Infrastructure Hardening
964,FR003,Resolution Planning and Bail-In Readiness,2,5.60626,Payment and Clearing Infrastructure Hardening
964,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.53546,Payment and Clearing Infrastructure Hardening
964,FR001,Higher Capital and Liquidity Buffers,4,5.45055,Payment and Clearing Infrastructure Hardening
964,FR002,Expanded Systemwide Stress Testing,5,5.27896,Payment and Clearing Infrastructure Hardening
964,FR005,Non-Bank Financial Intermediation Oversight,6,5.11733,Payment and Clearing Infrastructure Hardening
965,FR002,Expanded Systemwide Stress Testing,1,6.02764,Expanded Systemwide Stress Testing
965,FR003,Resolution Planning and Bail-In Readiness,2,5.80274,Expanded Systemwide Stress Testing
965,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.61092,Expanded Systemwide Stress Testing
965,FR001,Higher Capital and Liquidity Buffers,4,5.59989,Expanded Systemwide Stress Testing
965,FR004,Payment and Clearing Infrastructure Hardening,5,5.40838,Expanded Systemwide Stress Testing
965,FR005,Non-Bank Financial Intermediation Oversight,6,5.38319,Expanded Systemwide Stress Testing
966,FR001,Higher Capital and Liquidity Buffers,1,6.30194,Higher Capital and Liquidity Buffers
966,FR003,Resolution Planning and Bail-In Readiness,2,6.13661,Higher Capital and Liquidity Buffers
966,FR004,Payment and Clearing Infrastructure Hardening,3,5.91519,Higher Capital and Liquidity Buffers
966,FR002,Expanded Systemwide Stress Testing,4,5.59465,Higher Capital and Liquidity Buffers
966,FR005,Non-Bank Financial Intermediation Oversight,5,5.55951,Higher Capital and Liquidity Buffers
966,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.40385,Higher Capital and Liquidity Buffers
967,FR002,Expanded Systemwide Stress Testing,1,5.95176,Expanded Systemwide Stress Testing
967,FR004,Payment and Clearing Infrastructure Hardening,2,5.85382,Expanded Systemwide Stress Testing
967,FR003,Resolution Planning and Bail-In Readiness,3,5.67141,Expanded Systemwide Stress Testing
967,FR001,Higher Capital and Liquidity Buffers,4,5.42126,Expanded Systemwide Stress Testing
967,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.40495,Expanded Systemwide Stress Testing
967,FR005,Non-Bank Financial Intermediation Oversight,6,5.34905,Expanded Systemwide Stress Testing
968,FR001,Higher Capital and Liquidity Buffers,1,6.47094,Higher Capital and Liquidity Buffers
968,FR004,Payment and Clearing Infrastructure Hardening,2,5.92125,Higher Capital and Liquidity Buffers
968,FR003,Resolution Planning and Bail-In Readiness,3,5.82841,Higher Capital and Liquidity Buffers
968,FR002,Expanded Systemwide Stress Testing,4,5.65075,Higher Capital and Liquidity Buffers
968,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.63511,Higher Capital and Liquidity Buffers
968,FR005,Non-Bank Financial Intermediation Oversight,6,5.0514,Higher Capital and Liquidity Buffers
969,FR001,Higher Capital and Liquidity Buffers,1,5.913,Higher Capital and Liquidity Buffers
969,FR003,Resolution Planning and Bail-In Readiness,2,5.84915,Higher Capital and Liquidity Buffers
969,FR004,Payment and Clearing Infrastructure Hardening,3,5.84848,Higher Capital and Liquidity Buffers
969,FR005,Non-Bank Financial Intermediation Oversight,4,5.56,Higher Capital and Liquidity Buffers
969,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.49092,Higher Capital and Liquidity Buffers
969,FR002,Expanded Systemwide Stress Testing,6,5.42714,Higher Capital and Liquidity Buffers
970,FR004,Payment and Clearing Infrastructure Hardening,1,5.79903,Payment and Clearing Infrastructure Hardening
970,FR001,Higher Capital and Liquidity Buffers,2,5.79547,Payment and Clearing Infrastructure Hardening
970,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.78704,Payment and Clearing Infrastructure Hardening
970,FR002,Expanded Systemwide Stress Testing,4,5.71683,Payment and Clearing Infrastructure Hardening
970,FR005,Non-Bank Financial Intermediation Oversight,5,5.34634,Payment and Clearing Infrastructure Hardening
970,FR003,Resolution Planning and Bail-In Readiness,6,5.29192,Payment and Clearing Infrastructure Hardening
971,FR001,Higher Capital and Liquidity Buffers,1,6.19158,Higher Capital and Liquidity Buffers
971,FR004,Payment and Clearing Infrastructure Hardening,2,5.93359,Higher Capital and Liquidity Buffers
971,FR002,Expanded Systemwide Stress Testing,3,5.92782,Higher Capital and Liquidity Buffers
971,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.76157,Higher Capital and Liquidity Buffers
971,FR003,Resolution Planning and Bail-In Readiness,5,5.63576,Higher Capital and Liquidity Buffers
971,FR005,Non-Bank Financial Intermediation Oversight,6,5.32056,Higher Capital and Liquidity Buffers
972,FR004,Payment and Clearing Infrastructure Hardening,1,5.68927,Payment and Clearing Infrastructure Hardening
972,FR005,Non-Bank Financial Intermediation Oversight,2,5.67864,Payment and Clearing Infrastructure Hardening
972,FR002,Expanded Systemwide Stress Testing,3,5.64692,Payment and Clearing Infrastructure Hardening
972,FR001,Higher Capital and Liquidity Buffers,4,5.48642,Payment and Clearing Infrastructure Hardening
972,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.45437,Payment and Clearing Infrastructure Hardening
972,FR003,Resolution Planning and Bail-In Readiness,6,5.37396,Payment and Clearing Infrastructure Hardening
973,FR001,Higher Capital and Liquidity Buffers,1,6.1552,Higher Capital and Liquidity Buffers
973,FR002,Expanded Systemwide Stress Testing,2,5.74691,Higher Capital and Liquidity Buffers
973,FR004,Payment and Clearing Infrastructure Hardening,3,5.57182,Higher Capital and Liquidity Buffers
973,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.46344,Higher Capital and Liquidity Buffers
973,FR003,Resolution Planning and Bail-In Readiness,5,5.44273,Higher Capital and Liquidity Buffers
973,FR005,Non-Bank Financial Intermediation Oversight,6,5.08199,Higher Capital and Liquidity Buffers
974,FR001,Higher Capital and Liquidity Buffers,1,5.87497,Higher Capital and Liquidity Buffers
974,FR004,Payment and Clearing Infrastructure Hardening,2,5.86611,Higher Capital and Liquidity Buffers
974,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.70725,Higher Capital and Liquidity Buffers
974,FR003,Resolution Planning and Bail-In Readiness,4,5.681,Higher Capital and Liquidity Buffers
974,FR002,Expanded Systemwide Stress Testing,5,5.60076,Higher Capital and Liquidity Buffers
974,FR005,Non-Bank Financial Intermediation Oversight,6,5.29324,Higher Capital and Liquidity Buffers
975,FR002,Expanded Systemwide Stress Testing,1,6.23197,Expanded Systemwide Stress Testing
975,FR003,Resolution Planning and Bail-In Readiness,2,5.84731,Expanded Systemwide Stress Testing
975,FR001,Higher Capital and Liquidity Buffers,3,5.64595,Expanded Systemwide Stress Testing
975,FR004,Payment and Clearing Infrastructure Hardening,4,5.61334,Expanded Systemwide Stress Testing
975,FR005,Non-Bank Financial Intermediation Oversight,5,5.36869,Expanded Systemwide Stress Testing
975,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.28399,Expanded Systemwide Stress Testing
976,FR003,Resolution Planning and Bail-In Readiness,1,5.9726,Resolution Planning and Bail-In Readiness
976,FR002,Expanded Systemwide Stress Testing,2,5.81923,Resolution Planning and Bail-In Readiness
976,FR001,Higher Capital and Liquidity Buffers,3,5.65683,Resolution Planning and Bail-In Readiness
976,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.64947,Resolution Planning and Bail-In Readiness
976,FR004,Payment and Clearing Infrastructure Hardening,5,5.53847,Resolution Planning and Bail-In Readiness
976,FR005,Non-Bank Financial Intermediation Oversight,6,5.23915,Resolution Planning and Bail-In Readiness
977,FR001,Higher Capital and Liquidity Buffers,1,6.09012,Higher Capital and Liquidity Buffers
977,FR004,Payment and Clearing Infrastructure Hardening,2,5.8426,Higher Capital and Liquidity Buffers
977,FR002,Expanded Systemwide Stress Testing,3,5.76756,Higher Capital and Liquidity Buffers
977,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.73469,Higher Capital and Liquidity Buffers
977,FR003,Resolution Planning and Bail-In Readiness,5,5.55676,Higher Capital and Liquidity Buffers
977,FR005,Non-Bank Financial Intermediation Oversight,6,5.11526,Higher Capital and Liquidity Buffers
978,FR001,Higher Capital and Liquidity Buffers,1,6.20575,Higher Capital and Liquidity Buffers
978,FR003,Resolution Planning and Bail-In Readiness,2,5.82055,Higher Capital and Liquidity Buffers
978,FR004,Payment and Clearing Infrastructure Hardening,3,5.67558,Higher Capital and Liquidity Buffers
978,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.58084,Higher Capital and Liquidity Buffers
978,FR002,Expanded Systemwide Stress Testing,5,5.41064,Higher Capital and Liquidity Buffers
978,FR005,Non-Bank Financial Intermediation Oversight,6,5.29647,Higher Capital and Liquidity Buffers
979,FR003,Resolution Planning and Bail-In Readiness,1,5.88064,Resolution Planning and Bail-In Readiness
979,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.82852,Resolution Planning and Bail-In Readiness
979,FR004,Payment and Clearing Infrastructure Hardening,3,5.72085,Resolution Planning and Bail-In Readiness
979,FR005,Non-Bank Financial Intermediation Oversight,4,5.53646,Resolution Planning and Bail-In Readiness
979,FR002,Expanded Systemwide Stress Testing,5,5.50589,Resolution Planning and Bail-In Readiness
979,FR001,Higher Capital and Liquidity Buffers,6,5.30748,Resolution Planning and Bail-In Readiness
980,FR002,Expanded Systemwide Stress Testing,1,6.12872,Expanded Systemwide Stress Testing
980,FR001,Higher Capital and Liquidity Buffers,2,6.09051,Expanded Systemwide Stress Testing
980,FR004,Payment and Clearing Infrastructure Hardening,3,5.63272,Expanded Systemwide Stress Testing
980,FR003,Resolution Planning and Bail-In Readiness,4,5.45951,Expanded Systemwide Stress Testing
980,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.27479,Expanded Systemwide Stress Testing
980,FR005,Non-Bank Financial Intermediation Oversight,6,5.20492,Expanded Systemwide Stress Testing
981,FR001,Higher Capital and Liquidity Buffers,1,6.03864,Higher Capital and Liquidity Buffers
981,FR004,Payment and Clearing Infrastructure Hardening,2,6.00551,Higher Capital and Liquidity Buffers
981,FR003,Resolution Planning and Bail-In Readiness,3,5.75341,Higher Capital and Liquidity Buffers
981,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.61231,Higher Capital and Liquidity Buffers
981,FR002,Expanded Systemwide Stress Testing,5,5.57031,Higher Capital and Liquidity Buffers
981,FR005,Non-Bank Financial Intermediation Oversight,6,5.1172,Higher Capital and Liquidity Buffers
982,FR004,Payment and Clearing Infrastructure Hardening,1,6.20069,Payment and Clearing Infrastructure Hardening
982,FR002,Expanded Systemwide Stress Testing,2,6.07573,Payment and Clearing Infrastructure Hardening
982,FR001,Higher Capital and Liquidity Buffers,3,5.81879,Payment and Clearing Infrastructure Hardening
982,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.76259,Payment and Clearing Infrastructure Hardening
982,FR003,Resolution Planning and Bail-In Readiness,5,5.35542,Payment and Clearing Infrastructure Hardening
982,FR005,Non-Bank Financial Intermediation Oversight,6,5.31437,Payment and Clearing Infrastructure Hardening
983,FR003,Resolution Planning and Bail-In Readiness,1,6.06939,Resolution Planning and Bail-In Readiness
983,FR001,Higher Capital and Liquidity Buffers,2,5.81172,Resolution Planning and Bail-In Readiness
983,FR005,Non-Bank Financial Intermediation Oversight,3,5.72508,Resolution Planning and Bail-In Readiness
983,FR002,Expanded Systemwide Stress Testing,4,5.70929,Resolution Planning and Bail-In Readiness
983,FR004,Payment and Clearing Infrastructure Hardening,5,5.66244,Resolution Planning and Bail-In Readiness
983,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.34831,Resolution Planning and Bail-In Readiness
984,FR002,Expanded Systemwide Stress Testing,1,6.08262,Expanded Systemwide Stress Testing
984,FR001,Higher Capital and Liquidity Buffers,2,5.79675,Expanded Systemwide Stress Testing
984,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.64631,Expanded Systemwide Stress Testing
984,FR004,Payment and Clearing Infrastructure Hardening,4,5.54742,Expanded Systemwide Stress Testing
984,FR003,Resolution Planning and Bail-In Readiness,5,5.48265,Expanded Systemwide Stress Testing
984,FR005,Non-Bank Financial Intermediation Oversight,6,5.41121,Expanded Systemwide Stress Testing
985,FR003,Resolution Planning and Bail-In Readiness,1,6.22047,Resolution Planning and Bail-In Readiness
985,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.922,Resolution Planning and Bail-In Readiness
985,FR001,Higher Capital and Liquidity Buffers,3,5.73813,Resolution Planning and Bail-In Readiness
985,FR004,Payment and Clearing Infrastructure Hardening,4,5.60534,Resolution Planning and Bail-In Readiness
985,FR005,Non-Bank Financial Intermediation Oversight,5,5.58908,Resolution Planning and Bail-In Readiness
985,FR002,Expanded Systemwide Stress Testing,6,5.48608,Resolution Planning and Bail-In Readiness
986,FR002,Expanded Systemwide Stress Testing,1,6.19752,Expanded Systemwide Stress Testing
986,FR003,Resolution Planning and Bail-In Readiness,2,5.79278,Expanded Systemwide Stress Testing
986,FR004,Payment and Clearing Infrastructure Hardening,3,5.66137,Expanded Systemwide Stress Testing
986,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.59067,Expanded Systemwide Stress Testing
986,FR005,Non-Bank Financial Intermediation Oversight,5,5.54398,Expanded Systemwide Stress Testing
986,FR001,Higher Capital and Liquidity Buffers,6,5.41733,Expanded Systemwide Stress Testing
987,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.68801,Inclusive Finance and Household Balance Sheet Resilience
987,FR002,Expanded Systemwide Stress Testing,2,5.67503,Inclusive Finance and Household Balance Sheet Resilience
